season,player_id,pa,offense_runs,total_innings,field_innings,defense_runs
2024,571745,423,-9.646505740325347,932.1667455474864,618.0,-8.343508117160415
2024,678662,695,-2.4485433297237975,1365.0000000000005,1365.0000000000005,28.310024388917142
2022,668952,84,-6.220356790356449,248.66666666666666,248.66666666666666,6.666473939936253
2021,457763,454,23.416213406981065,915.6226601225635,836.9999999999999,13.1055132316069
2022,630105,684,14.453132395721953,1412.333333333333,1394.3333333333333,-13.998236764378422
2022,457759,532,13.016132381310936,1096.2220775242993,575.6666666666666,2.6492315377387277
2022,624431,353,-4.855978500159553,1001.2199685534592,988.6666666666667,13.431186591738193
2025,676609,370,9.818999217034339,741.2826881451882,712.6666666666667,20.67608361495815
2024,595909,346,-9.152865964168805,967.6136636461854,924.0,-16.573825237203884
2023,669352,60,-3.1908182229150808,130.48418539755926,79.33333333333333,6.389357682300975
2021,657557,394,-8.962488052908691,923.5707103276252,911.0,-1.0770196277741397
2024,666211,8,-0.8175857088579921,44.0,44.0,-0.29944177970310426
2021,608070,328,21.107322302245006,1217.3665440392763,1144.3333333333333,20.30408008175089
2022,641511,167,-10.564559362266294,446.2619047619047,417.33333333333337,1.5782722272954455
2021,514917,415,-11.945312413346599,1260.0,1233.0,-19.889277169700232
2024,664728,426,-1.0933729693139154,1157.3333333333333,1157.3333333333333,10.098902726674577
2025,682657,484,-9.804112212178573,1289.0525328330207,1285.0,-23.503913578201903
2025,545341,293,-6.642721958999271,638.0924892761236,276.33333333333337,-6.412564167690525
2025,592626,306,-5.228469855944237,648.7246339109547,21.333333333333332,-8.288223837450516
2022,660766,274,3.4595778748466133,650.428275757119,487.3333333333334,-17.520330371254495
2024,682868,108,-5.195309706989999,239.7325503862901,159.33333333333331,1.0156253502628412
2024,680779,122,-10.204879334117289,303.02857142857147,293.0,1.9746881283167752
2023,676059,228,1.5402180599199105,636.0168408014707,607.6666666666665,1.986042742414583
2021,571980,446,5.662743293916989,948.3466751964078,839.6666666666667,-13.22253111119652
2025,687957,43,-1.4227880676165754,108.35827087591794,90.33333333333331,2.741024888951787
2021,444876,348,5.131368087942002,634.3333333333333,634.3333333333333,2.1989477056572326
2025,691723,294,1.2540726699949512,670.0173468408054,527.6666666666666,-14.295828022805724
2024,572761,157,0.24734410458991352,337.7381334257879,23.0,-4.020865150244952
2023,672515,380,-2.9470231050654734,925.8356206790696,905.9999999999999,16.515136967685
2024,670770,341,2.055778414784264,700.35288714033,636.6666666666666,-13.319695014092503
2021,640457,573,10.706861513283105,1176.4749271466887,495.6666666666666,-15.510476883675032
2022,668939,470,23.054004387900306,978.8729320553623,822.0,7.005568005901647
2025,701358,493,-1.8077563700121448,1060.0710451126988,937.3333333333333,10.541484073331915
2025,687478,38,-5.806330027319828,118.33333333333333,118.33333333333333,-2.1203967835938036
2023,656448,271,6.381891305268442,740.3117677190131,669.6666666666667,-18.432263294383404
2023,663698,95,-4.3624418907972915,251.0,251.0,1.476143889838554
2024,644433,54,-2.9351148683629735,127.7384262409417,95.0,1.2504149547312118
2025,669394,376,-4.489576869985767,816.2640833691169,693.3333333333333,2.3133344944997876
2022,474832,298,-1.9617656622337183,633.2955892128048,539.3333333333334,2.907069710703206
2021,571875,160,-3.9518781757468084,375.4504889241076,292.33333333333326,-4.037434045351635
2024,660688,485,-18.330190776211513,1105.365162907268,1022.6666666666665,6.15739576485843
2023,641786,54,-4.847053871333728,106.21330532212885,5.666666666666667,-1.2818540741420676
2022,600303,195,-4.873596795791691,411.9917202710674,79.33333333333334,-8.73367129245916
2021,663616,287,0.3159084761201587,655.2845528455284,651.3333333333333,-6.778195197489333
2022,543592,397,-6.870434575805669,895.1737841679007,818.0,1.1693043841847905
2025,656484,86,-0.4730480225292757,224.3976912134807,218.0,-2.0645514086299004
2025,804668,17,-0.443083062838174,59.33333333333333,59.33333333333333,-0.33984905683660926
2024,573262,474,6.005501136237246,1104.1981250097538,1053.6666666666667,-14.086477753872163
2021,621311,220,-12.522152209824798,467.8771059852313,307.6666666666667,-2.421995475846809
2022,600869,467,-11.455729433831442,1057.3521697686206,998.3333333333335,0.40556255028539834
2024,690993,556,0.9883272296644265,1255.5558832614258,1144.0,-2.121380180922522
2023,691783,34,-4.1566299507105455,74.42883336176018,36.0,3.1885116855101012
2024,571970,293,14.283367627476705,624.5225225225225,622.3333333333334,-1.0906681962808988
