game_pk,home,maxi,inning,half,runs
777978,CWS,9,4,top,0
777978,CWS,9,4,bottom,0
777978,CWS,9,5,top,0
777978,CWS,9,5,bottom,0
777978,CWS,9,6,top,0
777978,CWS,9,6,bottom,0
777978,CWS,9,7,top,1
777978,CWS,9,7,bottom,0
777978,CWS,9,8,top,2
777978,CWS,9,8,bottom,0
777978,CWS,9,9,top,0
777978,CWS,9,9,bottom,0
777991,CWS,9,1,top,1
777991,CWS,9,1,bottom,0
777991,CWS,9,2,top,0
777991,CWS,9,2,bottom,2
777991,CWS,9,3,top,0
777991,CWS,9,3,bottom,0
777991,CWS,9,4,top,0
777991,CWS,9,4,bottom,0
777991,CWS,9,5,top,0
777991,CWS,9,5,bottom,0
777991,CWS,9,6,top,0
777991,CWS,9,6,bottom,0
777991,CWS,9,7,top,1
777991,CWS,9,7,bottom,3
777991,CWS,9,8,top,0
777991,CWS,9,8,bottom,1
777991,CWS,9,9,top,0
777991,CWS,9,9,bottom,NA
778017,MIA,9,1,top,0
778017,MIA,9,1,bottom,0
778017,MIA,9,2,top,0
778017,MIA,9,2,bottom,0
778017,MIA,9,3,top,0
778017,MIA,9,3,bottom,0
778017,MIA,9,4,top,0
778017,MIA,9,4,bottom,0
778017,MIA,9,5,top,0
778017,MIA,9,5,bottom,0
778017,MIA,9,6,top,1
778017,MIA,9,6,bottom,0
778017,MIA,9,7,top,6
778017,MIA,9,7,bottom,0
778017,MIA,9,8,top,0
778017,MIA,9,8,bottom,0
778017,MIA,9,9,top,3
778017,MIA,9,9,bottom,1
778035,MIA,10,1,top,1
778035,MIA,10,1,bottom,0
778035,MIA,10,2,top,0
778035,MIA,10,2,bottom,0
778035,MIA,10,3,top,0
778035,MIA,10,3,bottom,0
778035,MIA,10,4,top,0
778035,MIA,10,4,bottom,0
778035,MIA,10,5,top,0
778035,MIA,10,5,bottom,2
778035,MIA,10,6,top,2
778035,MIA,10,6,bottom,2
778035,MIA,10,7,top,1
778035,MIA,10,7,bottom,0
778035,MIA,10,8,top,0
778035,MIA,10,8,bottom,0
778035,MIA,10,9,top,0
778035,MIA,10,9,bottom,0
778035,MIA,10,10,top,0
778035,MIA,10,10,bottom,1
778047,MIA,9,1,top,1
778047,MIA,9,1,bottom,0
778047,MIA,9,2,top,0
778047,MIA,9,2,bottom,0
778047,MIA,9,3,top,2
778047,MIA,9,3,bottom,0
778047,MIA,9,4,top,0
778047,MIA,9,4,bottom,0
778047,MIA,9,5,top,2
778047,MIA,9,5,bottom,0
778047,MIA,9,6,top,1
778047,MIA,9,6,bottom,1
778047,MIA,9,7,top,1
778047,MIA,9,7,bottom,0
778047,MIA,9,8,top,0
778047,MIA,9,8,bottom,3
778047,MIA,9,9,top,0
778047,MIA,9,9,bottom,0
778061,MIA,9,1,top,0
778061,MIA,9,1,bottom,0
778061,MIA,9,2,top,2
778061,MIA,9,2,bottom,0
778061,MIA,9,3,top,0
778061,MIA,9,3,bottom,0
778061,MIA,9,4,top,0
778061,MIA,9,4,bottom,2
778061,MIA,9,5,top,0
778061,MIA,9,5,bottom,0
778061,MIA,9,6,top,0
778061,MIA,9,6,bottom,0
778061,MIA,9,7,top,0
778061,MIA,9,7,bottom,0
778061,MIA,9,8,top,0
778061,MIA,9,8,bottom,0
778061,MIA,9,9,top,1
778061,MIA,9,9,bottom,0
778075,MIA,9,1,top,1
778075,MIA,9,1,bottom,0
778075,MIA,9,2,top,1
778075,MIA,9,2,bottom,0
778075,MIA,9,3,top,0
778075,MIA,9,3,bottom,2
778075,MIA,9,4,top,2
778075,MIA,9,4,bottom,0
778075,MIA,9,5,top,0
778075,MIA,9,5,bottom,2
778075,MIA,9,6,top,1
778075,MIA,9,6,bottom,0
778075,MIA,9,7,top,0
778075,MIA,9,7,bottom,0
778075,MIA,9,8,top,1
778075,MIA,9,8,bottom,0
778075,MIA,9,9,top,0
778075,MIA,9,9,bottom,5
778091,MIA,9,1,top,0
778091,MIA,9,1,bottom,0
778091,MIA,9,2,top,2
778091,MIA,9,2,bottom,0
778091,MIA,9,3,top,1
778091,MIA,9,3,bottom,0
778091,MIA,9,4,top,0
778091,MIA,9,4,bottom,0
778091,MIA,9,5,top,3
778091,MIA,9,5,bottom,0
778091,MIA,9,6,top,0
778091,MIA,9,6,bottom,1
778091,MIA,9,7,top,0
778091,MIA,9,7,bottom,0
778091,MIA,9,8,top,0
778091,MIA,9,8,bottom,0
778091,MIA,9,9,top,0
778091,MIA,9,9,bottom,0
778109,LAD,9,1,top,0
778109,LAD,9,1,bottom,0
778109,LAD,9,2,top,0
778109,LAD,9,2,bottom,1
778109,LAD,9,3,top,0
778109,LAD,9,3,bottom,3
778109,LAD,9,4,top,2
778109,LAD,9,4,bottom,0
778109,LAD,9,5,top,0
778109,LAD,9,5,bottom,0
778109,LAD,9,6,top,1
778109,LAD,9,6,bottom,4
778109,LAD,9,7,top,0
778109,LAD,9,7,bottom,1
778109,LAD,9,8,top,0
778109,LAD,9,8,bottom,3
778109,LAD,9,9,top,4
778109,LAD,9,9,bottom,NA
778123,LAD,9,1,top,1
778123,LAD,9,1,bottom,3
778123,LAD,9,2,top,0
778123,LAD,9,2,bottom,1
778123,LAD,9,3,top,0
778123,LAD,9,3,bottom,3
778123,LAD,9,4,top,0
778123,LAD,9,4,bottom,0
778123,LAD,9,5,top,0
778123,LAD,9,5,bottom,0
778123,LAD,9,6,top,0
778123,LAD,9,6,bottom,4
778123,LAD,9,7,top,1
778123,LAD,9,7,bottom,1
778123,LAD,9,8,top,0
778123,LAD,9,8,bottom,3
778123,LAD,9,9,top,0
778123,LAD,9,9,bottom,NA
778132,LAD,10,1,top,0
778132,LAD,10,1,bottom,1
778132,LAD,10,2,top,0
778132,LAD,10,2,bottom,0
778132,LAD,10,3,top,0
778132,LAD,10,3,bottom,1
778132,LAD,10,4,top,0
778132,LAD,10,4,bottom,1
778132,LAD,10,5,top,0
778132,LAD,10,5,bottom,2
778132,LAD,10,6,top,5
778132,LAD,10,6,bottom,0
778132,LAD,10,7,top,0
778132,LAD,10,7,bottom,0
778132,LAD,10,8,top,0
778132,LAD,10,8,bottom,0
778132,LAD,10,9,top,0
778132,LAD,10,9,bottom,0
778132,LAD,10,10,top,1
778132,LAD,10,10,bottom,2
778136,SEA,9,1,top,1
778136,SEA,9,1,bottom,1
778136,SEA,9,2,top,0
778136,SEA,9,2,bottom,3
778136,SEA,9,3,top,0
778136,SEA,9,3,bottom,0
778136,SEA,9,4,top,0
778136,SEA,9,4,bottom,1
778136,SEA,9,5,top,1
778136,SEA,9,5,bottom,2
778136,SEA,9,6,top,1
778136,SEA,9,6,bottom,0
778136,SEA,9,7,top,0
778136,SEA,9,7,bottom,0
778136,SEA,9,8,top,3
778136,SEA,9,8,bottom,0
778136,SEA,9,9,top,0
778136,SEA,9,9,bottom,NA
778154,SEA,9,1,top,0
778154,SEA,9,1,bottom,6
778154,SEA,9,2,top,0
778154,SEA,9,2,bottom,1
778154,SEA,9,3,top,0
778154,SEA,9,3,bottom,0
778154,SEA,9,4,top,0
778154,SEA,9,4,bottom,3
778154,SEA,9,5,top,0
778154,SEA,9,5,bottom,0
778154,SEA,9,6,top,0
778154,SEA,9,6,bottom,1
778154,SEA,9,7,top,0
778154,SEA,9,7,bottom,2
778154,SEA,9,8,top,0
778154,SEA,9,8,bottom,1
778154,SEA,9,9,top,0
778154,SEA,9,9,bottom,NA
778175,SEA,9,1,top,0
778175,SEA,9,1,bottom,0
778175,SEA,9,2,top,0
778175,SEA,9,2,bottom,1
778175,SEA,9,3,top,0
778175,SEA,9,3,bottom,0
778175,SEA,9,4,top,0
778175,SEA,9,4,bottom,0
778175,SEA,9,5,top,6
778175,SEA,9,5,bottom,0
778175,SEA,9,6,top,0
778175,SEA,9,6,bottom,3
778175,SEA,9,7,top,0
778175,SEA,9,7,bottom,0
778175,SEA,9,8,top,2
778175,SEA,9,8,bottom,0
778175,SEA,9,9,top,0
778175,SEA,9,9,bottom,0
778208,MIA,9,1,top,1
778208,MIA,9,1,bottom,2
778208,MIA,9,2,top,0
778208,MIA,9,2,bottom,0
778208,MIA,9,3,top,1
778208,MIA,9,3,bottom,0
778208,MIA,9,4,top,0
778208,MIA,9,4,bottom,0
778208,MIA,9,5,top,1
778208,MIA,9,5,bottom,0
778208,MIA,9,6,top,0
778208,MIA,9,6,bottom,0
778208,MIA,9,7,top,0
778208,MIA,9,7,bottom,0
778208,MIA,9,8,top,1
778208,MIA,9,8,bottom,0
778208,MIA,9,9,top,1
778208,MIA,9,9,bottom,0
778219,MIA,9,1,top,0
778219,MIA,9,1,bottom,1
778219,MIA,9,2,top,0
778219,MIA,9,2,bottom,0
778219,MIA,9,3,top,1
778219,MIA,9,3,bottom,0
778219,MIA,9,4,top,0
778219,MIA,9,4,bottom,0
778219,MIA,9,5,top,1
778219,MIA,9,5,bottom,0
778219,MIA,9,6,top,1
778219,MIA,9,6,bottom,1
778219,MIA,9,7,top,0
778219,MIA,9,7,bottom,2
778219,MIA,9,8,top,0
778219,MIA,9,8,bottom,0
778219,MIA,9,9,top,0
778219,MIA,9,9,bottom,NA
778230,MIA,9,1,top,0
778230,MIA,9,1,bottom,0
778230,MIA,9,2,top,0
778230,MIA,9,2,bottom,2
778230,MIA,9,3,top,0
778230,MIA,9,3,bottom,0
778230,MIA,9,4,top,0
778230,MIA,9,4,bottom,0
778230,MIA,9,5,top,0
778230,MIA,9,5,bottom,1
778230,MIA,9,6,top,0
778230,MIA,9,6,bottom,0
778230,MIA,9,7,top,0
778230,MIA,9,7,bottom,3
778230,MIA,9,8,top,3
778230,MIA,9,8,bottom,0
778230,MIA,9,9,top,0
778230,MIA,9,9,bottom,NA
778248,PHI,10,1,top,0
778248,PHI,10,1,bottom,3
778248,PHI,10,2,top,1
778248,PHI,10,2,bottom,0
778248,PHI,10,3,top,0
778248,PHI,10,3,bottom,0
778248,PHI,10,4,top,0
778248,PHI,10,4,bottom,1
778248,PHI,10,5,top,0
778248,PHI,10,5,bottom,0
778248,PHI,10,6,top,0
778248,PHI,10,6,bottom,0
778248,PHI,10,7,top,1
778248,PHI,10,7,bottom,0
778248,PHI,10,8,top,3
778248,PHI,10,8,bottom,1
778248,PHI,10,9,top,0
778248,PHI,10,9,bottom,0
778248,PHI,10,10,top,2
778248,PHI,10,10,bottom,0
778252,PHI,9,1,top,0
778252,PHI,9,1,bottom,0
778252,PHI,9,2,top,0
778252,PHI,9,2,bottom,0
778252,PHI,9,3,top,0
778252,PHI,9,3,bottom,4
778252,PHI,9,4,top,1
778252,PHI,9,4,bottom,3
778252,PHI,9,5,top,0
778252,PHI,9,5,bottom,2
778252,PHI,9,6,top,3
778252,PHI,9,6,bottom,0
778252,PHI,9,7,top,0
778252,PHI,9,7,bottom,2
778252,PHI,9,8,top,0
778252,PHI,9,8,bottom,0
778252,PHI,9,9,top,6
778252,PHI,9,9,bottom,NA
778274,PHI,9,1,top,0
778274,PHI,9,1,bottom,2
778274,PHI,9,2,top,0
778274,PHI,9,2,bottom,4
778274,PHI,9,3,top,0
778274,PHI,9,3,bottom,0
778274,PHI,9,4,top,0
778274,PHI,9,4,bottom,0
778274,PHI,9,5,top,0
778274,PHI,9,5,bottom,1
778274,PHI,9,6,top,2
778274,PHI,9,6,bottom,0
778274,PHI,9,7,top,0
778274,PHI,9,7,bottom,0
778274,PHI,9,8,top,0
778274,PHI,9,8,bottom,0
778274,PHI,9,9,top,0
778274,PHI,9,9,bottom,NA
778291,MIA,9,1,top,2
778291,MIA,9,1,bottom,1
778291,MIA,9,2,top,0
778291,MIA,9,2,bottom,0
778291,MIA,9,3,top,1
778291,MIA,9,3,bottom,0
778291,MIA,9,4,top,2
778291,MIA,9,4,bottom,1
778291,MIA,9,5,top,1
778291,MIA,9,5,bottom,1
778291,MIA,9,6,top,0
778291,MIA,9,6,bottom,0
778291,MIA,9,7,top,0
778291,MIA,9,7,bottom,1
778291,MIA,9,8,top,0
778291,MIA,9,8,bottom,0
778291,MIA,9,9,top,0
778291,MIA,9,9,bottom,0
778303,MIA,9,1,top,0
778303,MIA,9,1,bottom,0
778303,MIA,9,2,top,1
778303,MIA,9,2,bottom,0
778303,MIA,9,3,top,0
778303,MIA,9,3,bottom,0
778303,MIA,9,4,top,0
778303,MIA,9,4,bottom,1
778303,MIA,9,5,top,1
778303,MIA,9,5,bottom,0
778303,MIA,9,6,top,1
778303,MIA,9,6,bottom,0
778303,MIA,9,7,top,1
778303,MIA,9,7,bottom,0
778303,MIA,9,8,top,2
778303,MIA,9,8,bottom,1
778303,MIA,9,9,top,0
778303,MIA,9,9,bottom,0
778318,MIA,9,1,top,0
778318,MIA,9,1,bottom,0
778318,MIA,9,2,top,4
778318,MIA,9,2,bottom,1
778318,MIA,9,3,top,1
778318,MIA,9,3,bottom,0
778318,MIA,9,4,top,0
778318,MIA,9,4,bottom,0
778318,MIA,9,5,top,0
778318,MIA,9,5,bottom,0
778318,MIA,9,6,top,5
778318,MIA,9,6,bottom,0
778318,MIA,9,7,top,0
778318,MIA,9,7,bottom,2
778318,MIA,9,8,top,0
778318,MIA,9,8,bottom,0
778318,MIA,9,9,top,0
778318,MIA,9,9,bottom,1
778337,MIA,9,1,top,0
778337,MIA,9,1,bottom,0
778337,MIA,9,2,top,1
778337,MIA,9,2,bottom,1
778337,MIA,9,3,top,0
778337,MIA,9,3,bottom,0
778337,MIA,9,4,top,2
778337,MIA,9,4,bottom,2
778337,MIA,9,5,top,0
778337,MIA,9,5,bottom,0
778337,MIA,9,6,top,0
778337,MIA,9,6,bottom,1
778337,MIA,9,7,top,0
778337,MIA,9,7,bottom,3
778337,MIA,9,8,top,0
778337,MIA,9,8,bottom,4
778337,MIA,9,9,top,1
778337,MIA,9,9,bottom,NA
778354,MIA,9,1,top,0
778354,MIA,9,1,bottom,0
778354,MIA,9,2,top,0
778354,MIA,9,2,bottom,1
778354,MIA,9,3,top,0
778354,MIA,9,3,bottom,2
778354,MIA,9,4,top,3
778354,MIA,9,4,bottom,0
778354,MIA,9,5,top,0
778354,MIA,9,5,bottom,3
778354,MIA,9,6,top,1
778354,MIA,9,6,bottom,1
778354,MIA,9,7,top,2
778354,MIA,9,7,bottom,0
778354,MIA,9,8,top,0
778354,MIA,9,8,bottom,0
778354,MIA,9,9,top,0
778354,MIA,9,9,bottom,NA
778369,MIA,9,1,top,0
778369,MIA,9,1,bottom,0
778369,MIA,9,2,top,0
778369,MIA,9,2,bottom,0
778369,MIA,9,3,top,0
778369,MIA,9,3,bottom,0
778369,MIA,9,4,top,0
778369,MIA,9,4,bottom,0
778369,MIA,9,5,top,0
778369,MIA,9,5,bottom,4
778369,MIA,9,6,top,2
778369,MIA,9,6,bottom,0
778369,MIA,9,7,top,0
778369,MIA,9,7,bottom,0
778369,MIA,9,8,top,3
778369,MIA,9,8,bottom,0
778369,MIA,9,9,top,2
778369,MIA,9,9,bottom,0
778390,NYM,9,1,top,0
778390,NYM,9,1,bottom,0
778390,NYM,9,2,top,0
778390,NYM,9,2,bottom,0
778390,NYM,9,3,top,0
778390,NYM,9,3,bottom,0
778390,NYM,9,4,top,0
778390,NYM,9,4,bottom,0
778390,NYM,9,5,top,2
778390,NYM,9,5,bottom,0
778390,NYM,9,6,top,0
778390,NYM,9,6,bottom,0
778390,NYM,9,7,top,0
778390,NYM,9,7,bottom,0
778390,NYM,9,8,top,0
778390,NYM,9,8,bottom,0
778390,NYM,9,9,top,3
778390,NYM,9,9,bottom,0
778407,NYM,9,1,top,2
778407,NYM,9,1,bottom,1
778407,NYM,9,2,top,0
778407,NYM,9,2,bottom,0
778407,NYM,9,3,top,0
778407,NYM,9,3,bottom,1
778407,NYM,9,4,top,0
778407,NYM,9,4,bottom,0
778407,NYM,9,5,top,0
778407,NYM,9,5,bottom,4
778407,NYM,9,6,top,3
778407,NYM,9,6,bottom,3
778407,NYM,9,7,top,0
778407,NYM,9,7,bottom,1
778407,NYM,9,8,top,0
778407,NYM,9,8,bottom,0
778407,NYM,9,9,top,0
778407,NYM,9,9,bottom,NA
778416,NYM,9,1,top,0
778416,NYM,9,1,bottom,0
778416,NYM,9,2,top,0
778416,NYM,9,2,bottom,0
778416,NYM,9,3,top,0
778416,NYM,9,3,bottom,1
778416,NYM,9,4,top,0
778416,NYM,9,4,bottom,0
778416,NYM,9,5,top,0
778416,NYM,9,5,bottom,0
778416,NYM,9,6,top,0
778416,NYM,9,6,bottom,0
778416,NYM,9,7,top,0
778416,NYM,9,7,bottom,0
778416,NYM,9,8,top,0
778416,NYM,9,8,bottom,1
778416,NYM,9,9,top,0
778416,NYM,9,9,bottom,NA
778431,ATL,9,1,top,0
778431,ATL,9,1,bottom,0
778431,ATL,9,2,top,0
778431,ATL,9,2,bottom,2
778431,ATL,9,3,top,0
778431,ATL,9,3,bottom,1
778431,ATL,9,4,top,0
778431,ATL,9,4,bottom,0
778431,ATL,9,5,top,0
778431,ATL,9,5,bottom,0
778431,ATL,9,6,top,1
778431,ATL,9,6,bottom,0
778431,ATL,9,7,top,0
778431,ATL,9,7,bottom,4
778431,ATL,9,8,top,0
778431,ATL,9,8,bottom,0
778431,ATL,9,9,top,0
778431,ATL,9,9,bottom,NA
778451,ATL,9,1,top,2
778451,ATL,9,1,bottom,0
778451,ATL,9,2,top,0
778451,ATL,9,2,bottom,0
778451,ATL,9,3,top,0
778451,ATL,9,3,bottom,0
778451,ATL,9,4,top,1
778451,ATL,9,4,bottom,0
778451,ATL,9,5,top,0
778451,ATL,9,5,bottom,0
778451,ATL,9,6,top,0
778451,ATL,9,6,bottom,0
778451,ATL,9,7,top,1
778451,ATL,9,7,bottom,0
778451,ATL,9,8,top,0
778451,ATL,9,8,bottom,0
778451,ATL,9,9,top,0
778451,ATL,9,9,bottom,0
778464,ATL,9,1,top,0
778464,ATL,9,1,bottom,0
778464,ATL,9,2,top,0
778464,ATL,9,2,bottom,0
778464,ATL,9,3,top,0
778464,ATL,9,3,bottom,3
778464,ATL,9,4,top,0
778464,ATL,9,4,bottom,0
778464,ATL,9,5,top,0
778464,ATL,9,5,bottom,0
778464,ATL,9,6,top,0
778464,ATL,9,6,bottom,0
778464,ATL,9,7,top,0
778464,ATL,9,7,bottom,2
778464,ATL,9,8,top,0
778464,ATL,9,8,bottom,5
778464,ATL,9,9,top,0
778464,ATL,9,9,bottom,NA
778481,MIA,11,1,top,1
778481,MIA,11,1,bottom,0
778481,MIA,11,2,top,0
778481,MIA,11,2,bottom,0
778481,MIA,11,3,top,0
778481,MIA,11,3,bottom,2
778481,MIA,11,4,top,0
778481,MIA,11,4,bottom,0
778481,MIA,11,5,top,0
778481,MIA,11,5,bottom,0
778481,MIA,11,6,top,0
778481,MIA,11,6,bottom,0
778481,MIA,11,7,top,0
778481,MIA,11,7,bottom,2
778481,MIA,11,8,top,3
778481,MIA,11,8,bottom,0
778481,MIA,11,9,top,0
778481,MIA,11,9,bottom,0
778481,MIA,11,10,top,0
778481,MIA,11,10,bottom,0
778481,MIA,11,11,top,2
778481,MIA,11,11,bottom,1
778497,MIA,9,1,top,0
778497,MIA,9,1,bottom,2
778497,MIA,9,2,top,1
778497,MIA,9,2,bottom,0
778497,MIA,9,3,top,1
778497,MIA,9,3,bottom,0
778497,MIA,9,4,top,0
778497,MIA,9,4,bottom,2
778497,MIA,9,5,top,0
778497,MIA,9,5,bottom,0
778497,MIA,9,6,top,0
778497,MIA,9,6,bottom,0
778497,MIA,9,7,top,0
778497,MIA,9,7,bottom,0
778497,MIA,9,8,top,0
778497,MIA,9,8,bottom,0
778497,MIA,9,9,top,0
778497,MIA,9,9,bottom,NA
778509,MIA,9,1,top,0
778509,MIA,9,1,bottom,1
778509,MIA,9,2,top,0
778509,MIA,9,2,bottom,0
778509,MIA,9,3,top,1
778509,MIA,9,3,bottom,0
778509,MIA,9,4,top,0
778509,MIA,9,4,bottom,0
778509,MIA,9,5,top,7
778509,MIA,9,5,bottom,0
778509,MIA,9,6,top,2
778509,MIA,9,6,bottom,1
778509,MIA,9,7,top,0
778509,MIA,9,7,bottom,0
778509,MIA,9,8,top,0
778509,MIA,9,8,bottom,0
778509,MIA,9,9,top,0
778509,MIA,9,9,bottom,2
778519,MIA,9,1,top,0
778519,MIA,9,1,bottom,0
778519,MIA,9,2,top,1
778519,MIA,9,2,bottom,1
778519,MIA,9,3,top,0
778519,MIA,9,3,bottom,0
778519,MIA,9,4,top,0
778519,MIA,9,4,bottom,0
778519,MIA,9,5,top,1
778519,MIA,9,5,bottom,0
778519,MIA,9,6,top,0
778519,MIA,9,6,bottom,0
778519,MIA,9,7,top,0
778519,MIA,9,7,bottom,1
778519,MIA,9,8,top,0
778519,MIA,9,8,bottom,0
778519,MIA,9,9,top,0
778519,MIA,9,9,bottom,1
778539,MIA,12,1,top,1
778539,MIA,12,1,bottom,0
778539,MIA,12,2,top,0
778539,MIA,12,2,bottom,0
778539,MIA,12,3,top,0
778539,MIA,12,3,bottom,0
778539,MIA,12,4,top,0
778539,MIA,12,4,bottom,0
778539,MIA,12,5,top,0
778539,MIA,12,5,bottom,1
778539,MIA,12,6,top,1
778539,MIA,12,6,bottom,1
778539,MIA,12,7,top,1
778539,MIA,12,7,bottom,1
778539,MIA,12,8,top,0
778539,MIA,12,8,bottom,0
778539,MIA,12,9,top,0
778539,MIA,12,9,bottom,0
778539,MIA,12,10,top,0
778539,MIA,12,10,bottom,0
778539,MIA,12,11,top,1
778539,MIA,12,11,bottom,1
778539,MIA,12,12,top,0
778539,MIA,12,12,bottom,1
778548,MIA,9,1,top,0
778548,MIA,9,1,bottom,0
778548,MIA,9,2,top,0
778548,MIA,9,2,bottom,0
778548,MIA,9,3,top,0
778548,MIA,9,3,bottom,0
778548,MIA,9,4,top,2
778548,MIA,9,4,bottom,0
778548,MIA,9,5,top,2
778548,MIA,9,5,bottom,1
778548,MIA,9,6,top,0
778548,MIA,9,6,bottom,0
778548,MIA,9,7,top,0
778548,MIA,9,7,bottom,0
778548,MIA,9,8,top,0
778548,MIA,9,8,bottom,0
778548,MIA,9,9,top,0
778548,MIA,9,9,bottom,2
778562,MIA,9,1,top,0
778562,MIA,9,1,bottom,0
778562,MIA,9,2,top,0
778562,MIA,9,2,bottom,0
778562,MIA,9,3,top,0
778562,MIA,9,3,bottom,1
778562,MIA,9,4,top,0
778562,MIA,9,4,bottom,0
778562,MIA,9,5,top,2
778562,MIA,9,5,bottom,0
778562,MIA,9,6,top,2
778562,MIA,9,6,bottom,1
778562,MIA,9,7,top,0
778562,MIA,9,7,bottom,0
778562,MIA,9,8,top,0
778562,MIA,9,8,bottom,2
778562,MIA,9,9,top,0
778562,MIA,9,9,bottom,1
