game_pk,home,maxi,inning,half,runs
776842,ATL,9,5,bottom,0
776842,ATL,9,6,top,0
776842,ATL,9,6,bottom,3
776842,ATL,9,7,top,0
776842,ATL,9,7,bottom,2
776842,ATL,9,8,top,0
776842,ATL,9,8,bottom,1
776842,ATL,9,9,top,0
776842,ATL,9,9,bottom,NA
776849,MIA,9,1,top,2
776849,MIA,9,1,bottom,3
776849,MIA,9,2,top,0
776849,MIA,9,2,bottom,1
776849,MIA,9,3,top,0
776849,MIA,9,3,bottom,1
776849,MIA,9,4,top,0
776849,MIA,9,4,bottom,0
776849,MIA,9,5,top,1
776849,MIA,9,5,bottom,1
776849,MIA,9,6,top,1
776849,MIA,9,6,bottom,0
776849,MIA,9,7,top,0
776849,MIA,9,7,bottom,0
776849,MIA,9,8,top,0
776849,MIA,9,8,bottom,0
776849,MIA,9,9,top,0
776849,MIA,9,9,bottom,NA
776862,MIA,9,1,top,2
776862,MIA,9,1,bottom,0
776862,MIA,9,2,top,0
776862,MIA,9,2,bottom,1
776862,MIA,9,3,top,0
776862,MIA,9,3,bottom,0
776862,MIA,9,4,top,2
776862,MIA,9,4,bottom,0
776862,MIA,9,5,top,3
776862,MIA,9,5,bottom,1
776862,MIA,9,6,top,0
776862,MIA,9,6,bottom,0
776862,MIA,9,7,top,0
776862,MIA,9,7,bottom,1
776862,MIA,9,8,top,0
776862,MIA,9,8,bottom,0
776862,MIA,9,9,top,0
776862,MIA,9,9,bottom,0
776875,MIA,9,1,top,0
776875,MIA,9,1,bottom,0
776875,MIA,9,2,top,0
776875,MIA,9,2,bottom,0
776875,MIA,9,3,top,0
776875,MIA,9,3,bottom,0
776875,MIA,9,4,top,5
776875,MIA,9,4,bottom,0
776875,MIA,9,5,top,0
776875,MIA,9,5,bottom,0
776875,MIA,9,6,top,0
776875,MIA,9,6,bottom,0
776875,MIA,9,7,top,1
776875,MIA,9,7,bottom,2
776875,MIA,9,8,top,2
776875,MIA,9,8,bottom,0
776875,MIA,9,9,top,0
776875,MIA,9,9,bottom,0
776891,MIA,9,1,top,1
776891,MIA,9,1,bottom,0
776891,MIA,9,2,top,0
776891,MIA,9,2,bottom,3
776891,MIA,9,3,top,0
776891,MIA,9,3,bottom,0
776891,MIA,9,4,top,0
776891,MIA,9,4,bottom,3
776891,MIA,9,5,top,0
776891,MIA,9,5,bottom,0
776891,MIA,9,6,top,0
776891,MIA,9,6,bottom,0
776891,MIA,9,7,top,2
776891,MIA,9,7,bottom,1
776891,MIA,9,8,top,0
776891,MIA,9,8,bottom,0
776891,MIA,9,9,top,0
776891,MIA,9,9,bottom,NA
776910,MIA,9,1,top,0
776910,MIA,9,1,bottom,1
776910,MIA,9,2,top,0
776910,MIA,9,2,bottom,0
776910,MIA,9,3,top,0
776910,MIA,9,3,bottom,0
776910,MIA,9,4,top,0
776910,MIA,9,4,bottom,1
776910,MIA,9,5,top,0
776910,MIA,9,5,bottom,0
776910,MIA,9,6,top,0
776910,MIA,9,6,bottom,0
776910,MIA,9,7,top,0
776910,MIA,9,7,bottom,0
776910,MIA,9,8,top,0
776910,MIA,9,8,bottom,0
776910,MIA,9,9,top,0
776910,MIA,9,9,bottom,NA
776925,MIA,9,1,top,0
776925,MIA,9,1,bottom,0
776925,MIA,9,2,top,0
776925,MIA,9,2,bottom,0
776925,MIA,9,3,top,0
776925,MIA,9,3,bottom,0
776925,MIA,9,4,top,3
776925,MIA,9,4,bottom,0
776925,MIA,9,5,top,3
776925,MIA,9,5,bottom,4
776925,MIA,9,6,top,0
776925,MIA,9,6,bottom,0
776925,MIA,9,7,top,3
776925,MIA,9,7,bottom,6
776925,MIA,9,8,top,1
776925,MIA,9,8,bottom,0
776925,MIA,9,9,top,2
776925,MIA,9,9,bottom,3
776934,STL,9,1,top,0
776934,STL,9,1,bottom,0
776934,STL,9,2,top,0
776934,STL,9,2,bottom,0
776934,STL,9,3,top,2
776934,STL,9,3,bottom,0
776934,STL,9,4,top,0
776934,STL,9,4,bottom,0
776934,STL,9,5,top,0
776934,STL,9,5,bottom,0
776934,STL,9,6,top,0
776934,STL,9,6,bottom,0
776934,STL,9,7,top,0
776934,STL,9,7,bottom,0
776934,STL,9,8,top,0
776934,STL,9,8,bottom,0
776934,STL,9,9,top,0
776934,STL,9,9,bottom,0
776946,STL,9,1,top,0
776946,STL,9,1,bottom,0
776946,STL,9,2,top,2
776946,STL,9,2,bottom,0
776946,STL,9,3,top,0
776946,STL,9,3,bottom,0
776946,STL,9,4,top,0
776946,STL,9,4,bottom,0
776946,STL,9,5,top,1
776946,STL,9,5,bottom,0
776946,STL,9,6,top,2
776946,STL,9,6,bottom,0
776946,STL,9,7,top,0
776946,STL,9,7,bottom,0
776946,STL,9,8,top,0
776946,STL,9,8,bottom,0
776946,STL,9,9,top,0
776946,STL,9,9,bottom,0
776960,STL,9,1,top,0
776960,STL,9,1,bottom,0
776960,STL,9,2,top,0
776960,STL,9,2,bottom,0
776960,STL,9,3,top,0
776960,STL,9,3,bottom,1
776960,STL,9,4,top,0
776960,STL,9,4,bottom,1
776960,STL,9,5,top,0
776960,STL,9,5,bottom,0
776960,STL,9,6,top,0
776960,STL,9,6,bottom,0
776960,STL,9,7,top,0
776960,STL,9,7,bottom,5
776960,STL,9,8,top,0
776960,STL,9,8,bottom,0
776960,STL,9,9,top,1
776960,STL,9,9,bottom,NA
776978,MIL,9,1,top,1
776978,MIL,9,1,bottom,0
776978,MIL,9,2,top,0
776978,MIL,9,2,bottom,0
776978,MIL,9,3,top,0
776978,MIL,9,3,bottom,1
776978,MIL,9,4,top,1
776978,MIL,9,4,bottom,0
776978,MIL,9,5,top,0
776978,MIL,9,5,bottom,0
776978,MIL,9,6,top,0
776978,MIL,9,6,bottom,0
776978,MIL,9,7,top,0
776978,MIL,9,7,bottom,0
776978,MIL,9,8,top,0
776978,MIL,9,8,bottom,1
776978,MIL,9,9,top,0
776978,MIL,9,9,bottom,1
776996,MIL,9,1,top,0
776996,MIL,9,1,bottom,0
776996,MIL,9,2,top,0
776996,MIL,9,2,bottom,1
776996,MIL,9,3,top,1
776996,MIL,9,3,bottom,0
776996,MIL,9,4,top,1
776996,MIL,9,4,bottom,2
776996,MIL,9,5,top,3
776996,MIL,9,5,bottom,0
776996,MIL,9,6,top,2
776996,MIL,9,6,bottom,0
776996,MIL,9,7,top,0
776996,MIL,9,7,bottom,0
776996,MIL,9,8,top,0
776996,MIL,9,8,bottom,0
776996,MIL,9,9,top,0
776996,MIL,9,9,bottom,1
777008,MIL,9,1,top,0
777008,MIL,9,1,bottom,0
777008,MIL,9,2,top,0
777008,MIL,9,2,bottom,0
777008,MIL,9,3,top,1
777008,MIL,9,3,bottom,0
777008,MIL,9,4,top,0
777008,MIL,9,4,bottom,1
777008,MIL,9,5,top,0
777008,MIL,9,5,bottom,0
777008,MIL,9,6,top,0
777008,MIL,9,6,bottom,0
777008,MIL,9,7,top,4
777008,MIL,9,7,bottom,0
777008,MIL,9,8,top,0
777008,MIL,9,8,bottom,0
777008,MIL,9,9,top,0
777008,MIL,9,9,bottom,0
777037,MIA,9,1,top,0
777037,MIA,9,1,bottom,1
777037,MIA,9,2,top,0
777037,MIA,9,2,bottom,0
777037,MIA,9,3,top,0
777037,MIA,9,3,bottom,0
777037,MIA,9,4,top,1
777037,MIA,9,4,bottom,0
777037,MIA,9,5,top,0
777037,MIA,9,5,bottom,2
777037,MIA,9,6,top,0
777037,MIA,9,6,bottom,0
777037,MIA,9,7,top,0
777037,MIA,9,7,bottom,0
777037,MIA,9,8,top,1
777037,MIA,9,8,bottom,0
777037,MIA,9,9,top,0
777037,MIA,9,9,bottom,NA
777052,MIA,9,1,top,0
777052,MIA,9,1,bottom,2
777052,MIA,9,2,top,0
777052,MIA,9,2,bottom,0
777052,MIA,9,3,top,1
777052,MIA,9,3,bottom,0
777052,MIA,9,4,top,0
777052,MIA,9,4,bottom,0
777052,MIA,9,5,top,0
777052,MIA,9,5,bottom,0
777052,MIA,9,6,top,0
777052,MIA,9,6,bottom,1
777052,MIA,9,7,top,0
777052,MIA,9,7,bottom,0
777052,MIA,9,8,top,0
777052,MIA,9,8,bottom,1
777052,MIA,9,9,top,2
777052,MIA,9,9,bottom,NA
777062,MIA,9,1,top,0
777062,MIA,9,1,bottom,0
777062,MIA,9,2,top,2
777062,MIA,9,2,bottom,0
777062,MIA,9,3,top,0
777062,MIA,9,3,bottom,0
777062,MIA,9,4,top,0
777062,MIA,9,4,bottom,1
777062,MIA,9,5,top,0
777062,MIA,9,5,bottom,0
777062,MIA,9,6,top,0
777062,MIA,9,6,bottom,0
777062,MIA,9,7,top,0
777062,MIA,9,7,bottom,0
777062,MIA,9,8,top,0
777062,MIA,9,8,bottom,0
777062,MIA,9,9,top,0
777062,MIA,9,9,bottom,0
777082,MIA,9,1,top,0
777082,MIA,9,1,bottom,0
777082,MIA,9,2,top,0
777082,MIA,9,2,bottom,0
777082,MIA,9,3,top,0
777082,MIA,9,3,bottom,0
777082,MIA,9,4,top,3
777082,MIA,9,4,bottom,0
777082,MIA,9,5,top,3
777082,MIA,9,5,bottom,0
777082,MIA,9,6,top,0
777082,MIA,9,6,bottom,0
777082,MIA,9,7,top,0
777082,MIA,9,7,bottom,0
777082,MIA,9,8,top,1
777082,MIA,9,8,bottom,0
777082,MIA,9,9,top,0
777082,MIA,9,9,bottom,4
777093,MIA,9,1,top,0
777093,MIA,9,1,bottom,1
777093,MIA,9,2,top,0
777093,MIA,9,2,bottom,0
777093,MIA,9,3,top,0
777093,MIA,9,3,bottom,0
777093,MIA,9,4,top,0
777093,MIA,9,4,bottom,0
777093,MIA,9,5,top,0
777093,MIA,9,5,bottom,0
777093,MIA,9,6,top,0
777093,MIA,9,6,bottom,0
777093,MIA,9,7,top,0
777093,MIA,9,7,bottom,0
777093,MIA,9,8,top,1
777093,MIA,9,8,bottom,2
777093,MIA,9,9,top,0
777093,MIA,9,9,bottom,NA
777109,MIA,10,1,top,0
777109,MIA,10,1,bottom,3
777109,MIA,10,2,top,0
777109,MIA,10,2,bottom,0
777109,MIA,10,3,top,0
777109,MIA,10,3,bottom,2
777109,MIA,10,4,top,4
777109,MIA,10,4,bottom,0
777109,MIA,10,5,top,0
777109,MIA,10,5,bottom,0
777109,MIA,10,6,top,0
777109,MIA,10,6,bottom,0
777109,MIA,10,7,top,0
777109,MIA,10,7,bottom,0
777109,MIA,10,8,top,0
777109,MIA,10,8,bottom,0
777109,MIA,10,9,top,1
777109,MIA,10,9,bottom,0
777109,MIA,10,10,top,2
777109,MIA,10,10,bottom,3
777129,BAL,9,1,top,0
777129,BAL,9,1,bottom,0
777129,BAL,9,2,top,1
777129,BAL,9,2,bottom,0
777129,BAL,9,3,top,4
777129,BAL,9,3,bottom,0
777129,BAL,9,4,top,0
777129,BAL,9,4,bottom,0
777129,BAL,9,5,top,2
777129,BAL,9,5,bottom,0
777129,BAL,9,6,top,0
777129,BAL,9,6,bottom,0
777129,BAL,9,7,top,1
777129,BAL,9,7,bottom,0
777129,BAL,9,8,top,3
777129,BAL,9,8,bottom,1
777129,BAL,9,9,top,0
777129,BAL,9,9,bottom,0
777141,BAL,9,1,top,0
777141,BAL,9,1,bottom,0
777141,BAL,9,2,top,0
777141,BAL,9,2,bottom,0
777141,BAL,9,3,top,0
777141,BAL,9,3,bottom,0
777141,BAL,9,4,top,0
777141,BAL,9,4,bottom,0
777141,BAL,9,5,top,0
777141,BAL,9,5,bottom,0
777141,BAL,9,6,top,0
777141,BAL,9,6,bottom,0
777141,BAL,9,7,top,1
777141,BAL,9,7,bottom,0
777141,BAL,9,8,top,1
777141,BAL,9,8,bottom,0
777141,BAL,9,9,top,4
777141,BAL,9,9,bottom,0
777157,BAL,9,1,top,0
777157,BAL,9,1,bottom,2
777157,BAL,9,2,top,0
777157,BAL,9,2,bottom,0
777157,BAL,9,3,top,0
777157,BAL,9,3,bottom,2
777157,BAL,9,4,top,0
777157,BAL,9,4,bottom,0
777157,BAL,9,5,top,0
777157,BAL,9,5,bottom,0
777157,BAL,9,6,top,0
777157,BAL,9,6,bottom,0
777157,BAL,9,7,top,0
777157,BAL,9,7,bottom,1
777157,BAL,9,8,top,0
777157,BAL,9,8,bottom,0
777157,BAL,9,9,top,2
777157,BAL,9,9,bottom,NA
777168,CIN,9,1,top,0
777168,CIN,9,1,bottom,1
777168,CIN,9,2,top,0
777168,CIN,9,2,bottom,1
777168,CIN,9,3,top,0
777168,CIN,9,3,bottom,0
777168,CIN,9,4,top,0
777168,CIN,9,4,bottom,0
777168,CIN,9,5,top,0
777168,CIN,9,5,bottom,0
777168,CIN,9,6,top,0
777168,CIN,9,6,bottom,4
777168,CIN,9,7,top,0
777168,CIN,9,7,bottom,0
777168,CIN,9,8,top,0
777168,CIN,9,8,bottom,0
777168,CIN,9,9,top,0
777168,CIN,9,9,bottom,NA
777183,CIN,9,1,top,0
777183,CIN,9,1,bottom,3
777183,CIN,9,2,top,0
777183,CIN,9,2,bottom,0
777183,CIN,9,3,top,0
777183,CIN,9,3,bottom,0
777183,CIN,9,4,top,0
777183,CIN,9,4,bottom,3
777183,CIN,9,5,top,0
777183,CIN,9,5,bottom,0
777183,CIN,9,6,top,0
777183,CIN,9,6,bottom,0
777183,CIN,9,7,top,0
777183,CIN,9,7,bottom,0
777183,CIN,9,8,top,1
777183,CIN,9,8,bottom,1
777183,CIN,9,9,top,1
777183,CIN,9,9,bottom,NA
777197,CIN,9,1,top,0
777197,CIN,9,1,bottom,1
777197,CIN,9,2,top,0
777197,CIN,9,2,bottom,0
777197,CIN,9,3,top,7
777197,CIN,9,3,bottom,0
777197,CIN,9,4,top,0
777197,CIN,9,4,bottom,0
777197,CIN,9,5,top,0
777197,CIN,9,5,bottom,0
777197,CIN,9,6,top,3
777197,CIN,9,6,bottom,0
777197,CIN,9,7,top,0
777197,CIN,9,7,bottom,0
777197,CIN,9,8,top,1
777197,CIN,9,8,bottom,0
777197,CIN,9,9,top,1
777197,CIN,9,9,bottom,1
777208,CIN,9,1,top,0
777208,CIN,9,1,bottom,0
777208,CIN,9,2,top,0
777208,CIN,9,2,bottom,1
777208,CIN,9,3,top,0
777208,CIN,9,3,bottom,0
777208,CIN,9,4,top,0
777208,CIN,9,4,bottom,0
777208,CIN,9,5,top,2
777208,CIN,9,5,bottom,0
777208,CIN,9,6,top,2
777208,CIN,9,6,bottom,0
777208,CIN,9,7,top,1
777208,CIN,9,7,bottom,0
777208,CIN,9,8,top,0
777208,CIN,9,8,bottom,0
777208,CIN,9,9,top,0
777208,CIN,9,9,bottom,0
777224,MIA,9,1,top,0
777224,MIA,9,1,bottom,0
777224,MIA,9,2,top,0
777224,MIA,9,2,bottom,0
777224,MIA,9,3,top,2
777224,MIA,9,3,bottom,0
777224,MIA,9,4,top,0
777224,MIA,9,4,bottom,0
777224,MIA,9,5,top,0
777224,MIA,9,5,bottom,1
777224,MIA,9,6,top,0
777224,MIA,9,6,bottom,0
777224,MIA,9,7,top,0
777224,MIA,9,7,bottom,0
777224,MIA,9,8,top,1
777224,MIA,9,8,bottom,0
777224,MIA,9,9,top,0
777224,MIA,9,9,bottom,0
777238,MIA,9,1,top,0
777238,MIA,9,1,bottom,0
777238,MIA,9,2,top,1
777238,MIA,9,2,bottom,2
777238,MIA,9,3,top,0
777238,MIA,9,3,bottom,0
777238,MIA,9,4,top,1
777238,MIA,9,4,bottom,0
777238,MIA,9,5,top,0
777238,MIA,9,5,bottom,0
777238,MIA,9,6,top,0
777238,MIA,9,6,bottom,0
777238,MIA,9,7,top,0
777238,MIA,9,7,bottom,0
777238,MIA,9,8,top,0
