season,game_pk,at_bat_index,original_runner_id,inning,half,batting_score_diff,outs,expected_future_pa,future_defensive_half_innings
2022,663269,44,502110,5,bottom,0,1,2.0,4
2022,663329,75,606466,9,bottom,0,2,0.0,1
2022,663329,19,621020,3,top,-1,2,3.0,8
2022,663383,45,571970,6,top,0,2,1.0,3
2022,663394,36,607043,6,top,0,0,2.0,5
2022,663394,34,656976,5,bottom,0,1,2.0,5
2022,663399,19,502110,3,top,1,2,2.0,7
2022,663406,53,669701,7,top,-2,2,1.0,2
2022,663406,57,660271,7,bottom,2,2,0.0,2
2023,716407,51,665161,6,top,1,2,2.0,4
2023,716444,2,669242,1,top,0,1,3.0,8
2023,716473,20,676801,2,bottom,-2,2,3.0,7
2022,663269,30,502110,3,bottom,-2,2,3.0,6
2022,663323,2,607208,1,top,0,1,4.0,9
2022,663346,18,571466,3,top,0,2,3.0,7
2022,663362,39,621043,6,top,1,1,1.0,4
2022,663377,24,660271,3,bottom,1,1,2.0,6
2022,663383,20,607208,3,top,3,1,2.0,6
2022,663406,32,666176,4,bottom,1,2,2.0,5
2023,716356,7,621545,1,bottom,0,2,4.0,10
2022,663376,29,462101,4,top,-2,1,2.0,5
2022,663383,19,607208,3,top,3,0,2.0,6
2021,634295,36,592444,5,top,0,2,2.0,4
2021,634295,14,645801,2,bottom,0,1,3.0,7
2021,634306,64,476704,7,bottom,0,2,0.0,2
2021,634306,28,519048,3,bottom,2,2,2.0,6
2021,634334,71,650490,9,top,2,2,0.0,1
2021,634334,63,595281,8,top,2,2,0.0,2
2021,634343,58,668227,8,bottom,-1,1,0.0,1
2021,634415,48,663586,6,bottom,2,2,1.0,3
2021,634508,23,571745,4,top,-1,0,3.0,7
2021,634508,50,572122,7,top,0,2,2.0,4
2021,634532,34,571875,5,top,1,1,1.0,3
2021,634590,61,642715,8,top,2,1,1.0,5
2021,634607,12,672386,2,top,3,1,3.0,8
2021,634308,3,592192,1,top,0,2,3.0,8
2021,634396,25,467793,4,bottom,0,1,2.0,5
2021,634607,17,457803,2,bottom,-3,2,3.0,7
2021,634308,15,650490,2,bottom,0,1,3.0,7
2021,634308,14,650490,2,bottom,0,0,3.0,7
2021,632207,18,660670,2,bottom,2,2,3.0,7
2021,632256,38,663757,6,top,-1,2,2.0,5
2021,632259,20,677551,3,top,2,1,4.0,7
2021,632259,14,642336,2,top,2,2,4.0,8
2021,632346,20,642715,3,bottom,0,1,2.0,6
2021,632365,53,546318,6,bottom,2,2,1.0,3
2021,632371,30,676801,5,top,-1,0,2.0,4
2021,632402,17,520471,2,bottom,0,2,3.0,8
2021,632237,3,594838,1,top,1,1,4.0,9
2021,632278,26,656976,3,top,2,2,3.0,7
2021,632317,13,600474,2,bottom,-1,1,3.0,7
2021,632381,22,458731,3,bottom,-1,0,3.0,6
2021,632443,58,641933,7,bottom,3,0,0.0,2
2021,632278,29,596103,3,bottom,-2,0,3.0,6
2021,632317,42,642721,6,bottom,-2,1,1.0,3
2021,632211,17,516782,2,top,0,2,4.0,8
2024,746676,6,668715,1,bottom,0,2,3.0,8
2024,746710,2,605141,1,top,0,1,3.0,8
2024,746713,37,663697,4,bottom,-1,2,2.0,5
2024,746725,45,593160,6,top,1,0,1.0,3
2024,746725,78,687952,8,bottom,3,2,0.0,1
2024,746754,36,672820,4,bottom,1,1,2.0,5
2024,746821,13,683734,2,bottom,0,1,2.0,7
2024,746865,38,641355,5,bottom,1,2,1.0,4
2024,746865,19,543228,3,bottom,0,0,3.0,6
2024,746606,66,680757,7,bottom,-3,1,1.0,2
2024,746752,37,666150,4,bottom,-1,2,2.0,5
2024,746907,7,646240,1,bottom,-1,2,3.0,8
2024,746713,11,606192,2,top,-3,0,4.0,7
2024,746921,56,641680,7,top,-2,0,1.0,4
2024,746921,8,608701,1,bottom,0,2,5.0,9
2023,717238,14,643565,2,top,3,2,4.0,8
2023,717313,19,645277,3,top,1,0,2.0,7
2023,717313,12,669221,2,top,-1,2,3.0,8
2023,717313,26,686894,3,bottom,-3,2,2.0,6
2023,717399,73,691016,8,bottom,-2,0,0.0,1
2023,717417,9,660821,2,top,0,0,3.0,7
2023,717418,33,596142,5,top,2,0,2.0,5
2023,717493,13,668715,2,top,0,2,5.0,8
2023,717515,49,663457,7,top,1,1,1.0,2
2023,717537,22,672580,2,bottom,2,0,2.0,7
2023,717537,58,680118,7,bottom,2,0,0.0,2
2023,717546,18,642708,3,top,2,2,3.0,7
2023,717575,31,608348,4,bottom,2,2,2.0,5
2023,717599,28,408234,4,top,2,2,2.0,5
2023,717603,56,457705,6,bottom,2,0,1.0,3
2023,717642,35,630105,5,bottom,1,1,3.0,4
2023,717238,17,641933,2,bottom,-3,1,3.0,7
2023,717402,23,680757,3,top,-2,2,2.0,6
2023,717595,19,665923,3,bottom,1,1,2.0,6
2023,717603,36,595978,4,bottom,2,0,2.0,5
2023,717399,54,680869,6,bottom,-1,1,1.0,3
2023,717424,19,462101,3,bottom,1,1,3.0,7
2025,776479,61,687462,7,bottom,3,2,0.0,2
2025,776537,43,608070,6,bottom,1,2,1.0,3
2025,776545,40,691406,5,top,2,2,2.0,5
2025,776545,44,656180,5,bottom,-2,2,2.0,4
2025,776564,53,666185,7,bottom,0,0,1.0,2
2025,776581,24,805300,3,bottom,0,2,3.0,6
2025,776636,40,660271,6,top,-1,1,1.0,3
2025,776675,65,543760,9,top,-3,2,0.0,0
2025,776685,28,682985,4,bottom,0,0,2.0,6
2025,776707,2,668227,1,top,0,1,4.0,8
2025,776707,11,624413,2,bottom,0,0,4.0,7
2025,776707,44,643446,5,bottom,2,1,2.0,4
2025,776730,25,682998,4,top,-2,1,2.0,5
2025,776761,70,666185,9,bottom,0,2,0.0,0
2025,776481,31,677942,4,bottom,-2,1,2.0,5
2025,776545,3,650490,1,top,0,2,3.0,9
2025,776552,30,656941,4,bottom,-1,0,2.0,5
2025,776707,15,683146,2,bottom,3,1,3.0,7
2025,776730,59,606466,8,top,-1,1,0.0,1
2025,776730,31,691720,4,bottom,0,1,2.0,5
2025,776479,43,687462,5,bottom,2,2,1.0,4
2025,776670,16,650968,3,top,-1,0,3.0,6
2025,776735,15,680718,2,bottom,-3,0,3.0,7
2025,776761,53,666185,7,bottom,2,2,1.0,2
2025,776479,27,687462,3,bottom,2,1,2.0,6
2025,776479,26,687462,3,bottom,2,0,2.0,6
2025,777852,59,592206,8,top,-1,0,1.0,2
2025,777918,54,592626,6,bottom,3,2,1.0,3
2025,777927,67,665966,9,top,0,0,0.0,1
2025,777955,6,686668,1,bottom,-1,0,4.0,8
2025,777955,4,657757,1,top,1,2,3.0,8
2025,778062,23,683002,3,bottom,0,2,3.0,6
2025,778062,71,663624,8,bottom,-3,0,0.0,1
2025,778098,27,666160,4,top,0,2,2.0,6
2025,778111,71,678246,8,bottom,-2,2,0.0,1
2025,778143,59,669127,8,top,1,1,0.0,2
2025,778143,17,680474,3,top,0,0,3.0,7
2025,778244,47,608385,6,bottom,2,0,1.0,3
2025,778244,20,621438,3,bottom,1,1,3.0,6
2025,778251,58,543760,8,bottom,-1,2,0.0,1
2025,778307,45,596019,6,top,-2,2,2.0,3
2025,778307,50,666397,6,bottom,3,2,1.0,3
2025,777918,6,592626,1,bottom,2,0,4.0,8
2025,777918,27,666969,3,bottom,3,1,3.0,6
2025,778111,10,641943,1,bottom,-2,1,4.0,8
2025,778143,24,669127,4,top,0,0,2.0,6
2025,778143,1,805779,1,top,0,0,4.0,9
2025,778307,66,680777,8,bottom,3,0,0.0,1
2025,778059,20,682998,3,top,2,1,4.0,8
2025,778111,39,661388,5,top,1,1,2.0,5
2025,777852,44,624641,6,top,-1,2,2.0,4
2025,778234,22,641680,3,bottom,0,1,2.0,6
2024,745454,23,669364,3,top,-3,2,2.0,6
2024,745459,73,650559,9,bottom,-1,1,0.0,0
2024,745571,38,664761,5,bottom,3,1,2.0,4
2024,745571,52,643446,7,top,0,0,1.0,3
2024,745591,38,678662,5,top,-3,1,2.0,4
2024,745637,67,663624,9,top,2,0,0.0,1
2024,745673,23,668804,3,top,-1,0,2.0,6
2024,745692,19,668804,3,top,0,1,2.0,7
2024,745487,13,642133,2,bottom,0,0,3.0,8
2024,745495,24,681624,3,top,3,1,3.0,7
2024,745512,58,642715,7,top,-1,1,1.0,3
2024,745539,20,682928,3,top,-1,2,3.0,7
2024,745637,64,691016,8,bottom,-2,1,0.0,1
2024,745673,17,647351,2,bottom,0,0,3.0,7
2024,745387,41,686668,6,top,-1,0,2.0,4
2024,745432,7,630105,1,bottom,0,2,4.0,8
2024,745600,31,664761,4,bottom,2,2,2.0,6
2024,745692,12,656582,2,top,0,1,3.0,8
2024,745432,58,701538,6,bottom,-3,1,1.0,3
2021,633934,45,666969,7,top,-2,2,1.0,2
2021,633956,45,643376,6,top,3,1,1.0,4
2021,633956,42,640449,5,bottom,-3,2,2.0,4
2021,633962,18,595777,3,top,2,2,2.0,7
2021,633966,13,545341,2,top,-2,0,4.0,5
2021,633981,67,408234,8,bottom,-1,0,1.0,1
2021,634074,24,664913,3,bottom,3,2,2.0,6
2021,634080,6,664247,1,bottom,-2,0,3.0,8
2021,634080,20,657656,3,top,2,2,2.0,6
2021,634123,21,624431,3,top,-2,1,2.0,6
2021,634168,1,518934,1,top,0,0,3.0,9
2021,634190,7,624424,1,bottom,0,2,3.0,8
2021,634196,21,547004,2,bottom,-2,2,3.0,7
2021,634217,55,518934,7,bottom,0,0,1.0,2
2021,634255,43,570731,5,top,-1,0,3.0,4
2021,634255,46,592348,5,top,1,1,2.0,4
2021,634403,53,649557,7,bottom,0,1,1.0,2
2021,634403,60,665120,8,top,1,2,0.0,2
2021,633987,3,666185,1,top,1,1,4.0,9
2021,634196,13,592669,2,top,1,1,4.0,8
2021,634198,21,456715,3,bottom,0,2,2.0,6
2021,634255,74,614173,7,bottom,0,1,1.0,2
2021,634255,29,570731,4,top,-3,0,4.0,5
2021,634074,69,664034,9,top,-3,0,0.0,0
2021,634190,24,596019,3,bottom,2,1,2.0,6
2023,718423,12,676475,2,top,1,2,3.0,7
2023,718477,65,669394,9,top,0,1,0.0,2
2023,718477,21,462101,3,top,-1,2,3.0,8
2023,718622,8,595879,2,top,0,1,3.0,7
2023,718676,63,621566,7,bottom,-1,1,1.0,2
2023,718780,67,621566,8,top,2,1,0.0,2
2024,744811,19,650402,3,top,-1,2,3.0,6
2023,718412,35,643446,4,bottom,-1,2,2.0,5
2023,718423,54,666165,6,bottom,1,2,1.0,3
2023,718478,4,642731,1,bottom,0,0,3.0,8
2023,718622,17,662139,2,bottom,-3,1,3.0,7
2023,718776,53,542194,7,bottom,3,1,0.0,2
2021,633943,26,623912,4,top,1,2,3.0,6
2021,633943,31,595978,5,top,1,0,2.0,5
2021,634024,47,592178,6,bottom,1,0,1.0,3
2021,634124,64,547989,8,bottom,-1,0,1.0,1
2023,717517,67,663886,9,top,1,1,0.0,1
2023,717541,40,571657,6,top,1,1,1.0,4
2023,717670,48,608324,4,bottom,1,2,2.0,5
2023,717756,65,670623,8,top,1,1,0.0,2
2023,717756,7,623912,2,top,0,0,3.0,8
2021,633849,1,592192,1,top,0,0,4.0,10
2021,633943,14,606992,2,bottom,-1,1,3.0,7
2021,633970,31,408234,4,bottom,-2,1,2.0,5
2023,717517,9,641584,2,top,0,1,3.0,8
2021,634018,55,641505,6,bottom,1,0,1.0,3
2023,717483,6,592885,1,bottom,0,0,4.0,8
2024,747107,59,592192,8,top,-1,2,0.0,1
2024,747107,7,542303,1,bottom,2,0,3.0,8
2024,747124,21,673548,3,top,-1,2,2.0,6
2024,747124,19,691718,3,top,-1,0,2.0,6
2024,747189,34,677942,4,bottom,3,0,2.0,5
2024,747202,40,621028,6,bottom,0,0,2.0,3
2025,776226,67,667472,9,top,2,1,0.0,1
2025,776299,25,680776,3,bottom,1,0,3.0,7
2025,776313,14,670242,2,bottom,0,2,3.0,7
2025,776366,16,691594,2,bottom,3,2,2.0,7
2025,776378,17,678246,2,bottom,-1,2,3.0,7
2025,776436,65,641355,8,bottom,2,1,0.0,1
2025,776436,20,680718,3,top,-2,2,2.0,6
2025,776491,34,624431,3,bottom,-2,2,3.0,6
2025,776496,73,693304,8,bottom,3,2,0.0,1
2025,776505,12,666310,2,top,-2,0,3.0,7
2024,747126,40,672284,5,bottom,2,2,1.0,4
2025,776157,6,677800,1,bottom,0,1,3.0,8
2025,776226,42,672640,6,top,3,0,1.0,4
2025,776258,62,660670,8,top,-1,2,1.0,2
2025,776291,7,666176,2,top,0,0,3.0,7
2025,776313,17,663757,3,top,0,1,2.0,6
2025,776436,9,664770,2,top,0,1,3.0,7
2025,776491,48,672386,5,top,2,1,2.0,5
2025,776491,15,643396,2,top,3,1,3.0,8
2025,776491,85,701398,9,bottom,-3,1,0.0,0
2024,747107,15,594807,2,bottom,2,0,2.0,7
2025,776157,32,693307,5,top,-1,1,2.0,5
2025,777152,35,543807,5,top,1,1,2.0,5
2025,777221,44,518692,5,bottom,-1,1,2.0,4
2025,777231,32,681351,4,top,-1,1,3.0,8
2025,777426,72,553869,8,bottom,-2,1,0.0,1
2021,633924,35,663630,5,top,0,1,2.0,4
2021,633936,11,602074,2,top,-1,2,2.0,5
2021,633944,49,592743,6,bottom,3,2,1.0,3
2021,633944,2,467793,1,top,0,1,3.0,8
2021,634006,51,476704,7,bottom,0,0,1.0,2
2021,634045,15,664702,3,top,-1,0,3.0,7
2021,634073,68,593871,8,bottom,-2,0,1.0,1
2025,777347,8,646240,1,bottom,-3,1,4.0,8
2025,777383,58,666971,8,top,3,1,0.0,2
2021,633997,19,643396,3,top,-1,1,2.0,6
2025,777111,8,669720,2,top,-1,0,4.0,8
2025,777394,7,666969,2,top,0,0,2.0,7
2021,634026,81,621028,9,top,-3,0,0.0,0
2021,632231,55,657656,7,top,3,0,1.0,3
2021,632231,76,656305,9,top,3,2,0.0,1
2021,632268,15,621006,3,top,0,1,3.0,6
2021,632275,65,650859,8,top,1,0,0.0,1
2021,632275,1,669016,1,top,0,0,4.0,8
2021,632287,15,621028,2,bottom,0,2,3.0,7
2021,632293,55,664761,7,top,-3,2,0.0,2
2021,632382,10,663630,2,top,0,1,3.0,7
2021,632382,50,621006,7,top,-1,1,1.0,2
2021,632400,22,643524,3,bottom,0,2,2.0,6
2021,632463,9,656252,2,top,0,2,4.0,8
2021,632574,51,656371,7,bottom,0,1,1.0,3
2021,632602,46,650559,6,bottom,0,2,1.0,4
2021,632287,14,621028,2,bottom,0,1,3.0,7
2021,632287,59,657061,7,bottom,-1,0,1.0,2
2021,632287,11,605361,2,top,0,1,4.0,8
2021,632288,12,596142,2,top,-1,1,3.0,8
2021,632382,15,663837,2,bottom,0,2,3.0,7
2021,632617,9,624424,2,top,1,1,4.0,9
2021,632293,14,594807,2,bottom,1,0,3.0,7
2021,632617,18,607043,3,top,1,1,4.0,8
2022,662857,8,488726,1,bottom,1,2,3.0,8
2022,663033,35,621439,5,top,3,0,2.0,5
2022,663053,50,608703,7,bottom,0,1,1.0,3
2022,663053,63,595281,9,top,0,2,0.0,2
2022,663117,12,676391,2,top,0,2,4.0,8
2022,663130,73,543228,9,bottom,-2,0,0.0,0
2022,663135,19,676391,3,bottom,0,0,2.0,6
2022,663207,31,571771,3,bottom,2,2,3.0,6
2022,663304,61,672779,9,top,-3,1,0.0,0
2022,663313,4,668942,1,bottom,0,0,4.0,8
2022,662964,24,543305,3,top,2,2,3.0,7
2022,662971,61,683002,9,top,3,0,0.0,1
2022,662971,13,596059,2,top,2,2,3.0,8
2022,662977,1,682985,1,top,0,0,3.0,8
2022,663169,77,664670,9,bottom,-3,0,0.0,0
2022,663201,71,502110,8,bottom,0,1,1.0,3
2022,663130,34,621573,5,top,1,1,2.0,5
2022,663203,17,543877,2,bottom,-2,1,3.0,7
2022,662977,21,664702,3,bottom,-1,1,3.0,6
2021,634094,24,621028,3,bottom,-1,2,2.0,6
2021,634109,68,669242,8,bottom,3,2,0.0,1
2021,634109,59,571448,7,bottom,3,1,0.0,2
2021,634126,18,458731,3,top,-2,0,2.0,6
2021,634136,14,670370,2,bottom,0,2,3.0,7
2021,634171,37,666969,4,bottom,-2,1,2.0,5
2021,634232,20,628450,3,bottom,0,2,3.0,6
2021,634232,6,543281,1,bottom,0,2,4.0,8
2021,634260,28,668800,4,top,3,0,2.0,6
2021,634380,2,608348,1,top,1,0,3.0,7
2021,634401,13,543068,2,bottom,-1,0,3.0,7
2021,634446,50,621433,7,top,2,0,1.0,3
2021,634260,24,640444,3,bottom,-3,0,2.0,6
2021,634289,9,543877,2,top,0,1,3.0,7
2021,634446,43,650490,6,top,2,1,2.0,4
2021,634240,22,596103,3,bottom,0,2,2.0,6
2021,634289,12,666969,2,bottom,0,0,3.0,7
2023,717270,8,660821,2,top,0,1,2.0,7
2023,717274,15,543543,2,top,-2,1,4.0,8
2023,717274,70,673237,7,bottom,0,2,1.0,2
2023,717274,39,455117,4,bottom,-2,2,2.0,5
2023,717323,37,643289,6,top,-1,2,1.0,4
2023,717323,45,676801,7,top,1,1,1.0,3
2023,717349,6,672478,1,bottom,0,2,3.0,8
2023,717367,6,543760,1,bottom,-1,0,3.0,8
2023,717367,41,543257,6,bottom,-2,0,1.0,3
2023,717379,16,543877,3,top,-1,2,3.0,7
2023,717381,1,643289,1,top,0,0,5.0,9
2023,717383,2,661388,1,top,0,1,4.0,9
2023,717390,17,682985,3,top,2,2,2.0,7
2023,717433,61,643565,8,top,0,0,1.0,2
2023,717437,3,660271,1,top,0,2,4.0,8
2023,717438,29,624585,3,bottom,0,2,2.0,6
2023,717438,36,667472,4,bottom,0,1,2.0,5
2023,717487,61,681297,8,top,2,2,0.0,2
2023,717487,75,518626,9,bottom,-3,2,0.0,0
2023,717532,11,660821,2,top,0,0,3.0,7
2023,717274,83,663656,9,bottom,0,0,0.0,0
2023,717274,34,543760,4,top,2,0,2.0,6
2023,717454,49,682626,6,top,0,0,2.0,5
2025,778112,57,643396,7,bottom,-1,2,0.0,2
2025,778116,48,467793,7,bottom,1,1,0.0,2
2025,778159,40,642715,5,bottom,0,1,1.0,4
2025,778185,49,672386,7,top,1,0,1.0,3
2025,778249,15,672284,2,bottom,2,2,2.0,7
2025,778264,16,671213,2,bottom,0,2,4.0,8
2025,778264,55,805367,7,top,-2,2,1.0,4
2025,778264,53,641943,7,top,-3,1,1.0,4
2025,778278,16,683146,2,bottom,2,2,2.0,7
2025,778278,2,575929,1,top,0,1,3.0,8
2025,778278,22,680977,3,top,-3,2,2.0,6
2025,778282,40,502671,5,top,-1,1,2.0,5
2025,778282,53,691176,6,top,1,1,1.0,4
2025,778282,13,665828,2,top,1,2,3.0,8
2025,778305,55,663656,7,top,0,1,1.0,4
2025,778310,45,656555,6,bottom,3,0,1.0,3
2025,778377,67,623168,9,top,0,1,0.0,2
2025,778377,41,680776,6,bottom,0,1,2.0,4
2025,778108,8,700932,1,bottom,1,2,4.0,9
2025,778149,22,680474,3,bottom,0,0,2.0,7
2025,778159,20,607680,3,top,1,1,2.0,7
2025,778310,22,661388,3,bottom,2,2,3.0,6
2025,778351,11,666176,2,top,2,1,3.0,8
2025,778363,78,679529,9,top,2,0,0.0,1
2025,778377,53,692225,7,bottom,-1,0,1.0,3
2025,778233,62,663586,8,bottom,-1,1,0.0,1
2025,778282,32,683011,4,top,-2,0,2.0,6
2025,778116,8,663616,2,top,0,0,3.0,7
2022,661607,44,656941,5,bottom,-3,0,2.0,4
2022,661648,7,596146,1,bottom,0,2,4.0,8
2022,661665,9,669304,1,bottom,-2,2,4.0,8
2022,661671,27,408234,4,top,1,2,2.0,7
2022,661675,18,669304,2,bottom,-2,0,3.0,7
2022,661675,32,543281,4,top,1,1,3.0,6
2022,661734,33,607208,5,top,3,0,2.0,5
2022,661734,49,571970,7,top,3,2,1.0,3
2022,661782,65,606192,7,bottom,0,2,0.0,2
2022,661866,33,656775,5,top,3,1,3.0,5
2022,661875,2,646240,1,top,0,1,3.0,8
2022,661913,20,669701,3,bottom,0,2,3.0,6
2022,661913,23,664034,4,top,0,1,2.0,6
2022,661913,57,666211,8,top,-1,2,0.0,2
2022,661945,30,676369,5,top,1,1,2.0,5
2022,661979,37,628451,5,bottom,0,1,2.0,4
2022,661607,2,607043,1,top,0,1,4.0,9
2022,661665,14,570482,2,bottom,-2,0,3.0,7
2022,661730,3,408234,1,top,0,2,4.0,9
2022,661730,40,570482,5,bottom,2,1,2.0,4
2022,661762,36,606132,5,bottom,1,2,2.0,4
2022,661808,18,594777,2,bottom,-3,1,3.0,7
2022,661890,15,518934,2,top,0,2,2.0,7
2022,661896,24,683734,4,top,0,0,2.0,6
2022,661730,7,650333,1,bottom,0,1,3.0,8
2022,662008,9,500871,2,top,0,1,3.0,8
2025,778420,24,666018,4,top,-1,0,2.0,6
2025,778420,65,676609,9,top,0,2,0.0,1
2025,778420,53,665750,7,bottom,2,2,0.0,2
2025,778431,15,687859,3,top,-2,0,2.0,6
2025,778516,13,669394,2,bottom,0,0,2.0,7
2025,778530,20,676801,3,bottom,0,2,2.0,6
2025,778552,3,673548,1,top,0,2,4.0,9
2025,778436,35,669208,5,top,-1,1,2.0,4
2022,662352,30,676694,5,top,1,0,3.0,5
2022,662398,20,668804,3,top,-1,1,2.0,6
2022,662410,66,596129,8,bottom,2,1,0.0,1
2022,662410,42,571970,6,top,1,2,1.0,3
2022,662410,28,457759,4,top,1,1,2.0,5
2022,662422,73,643446,9,bottom,-3,0,0.0,0
2022,662438,59,621512,7,bottom,2,1,0.0,2
2022,662438,71,624431,9,top,-3,0,0.0,0
2022,662453,16,642165,2,bottom,-3,2,3.0,7
2022,662502,21,592206,3,top,2,2,3.0,8
2022,662534,30,541645,4,top,-3,1,3.0,5
2022,662534,40,624585,5,top,-2,2,2.0,4
2022,662552,24,545121,3,bottom,-2,1,3.0,6
2022,662633,55,681987,7,bottom,1,0,0.0,2
2022,662711,64,608324,8,bottom,2,2,0.0,1
2022,662757,3,673357,1,top,0,2,3.0,8
2022,662766,19,593160,3,bottom,0,2,2.0,6
2022,662766,31,595978,5,top,1,2,2.0,4
2022,662848,6,640457,1,bottom,0,1,4.0,8
2022,662398,3,668804,1,top,0,2,3.0,8
2022,662711,40,665482,5,top,-2,2,1.0,4
2022,662734,8,607208,1,bottom,2,2,3.0,8
2022,662757,16,676801,2,bottom,3,2,3.0,7
2024,744848,22,663586,3,top,-3,1,2.0,6
2024,744848,50,660688,6,bottom,3,0,1.0,3
2024,744910,18,669234,3,top,0,2,3.0,7
2024,744910,31,668723,5,top,0,2,2.0,5
2024,744911,16,672761,3,top,0,2,2.0,7
2024,744911,14,570482,3,top,0,0,3.0,7
2024,744912,70,670541,9,top,2,0,0.0,1
2024,744968,61,669701,8,bottom,-3,0,1.0,1
2024,744972,30,663993,4,bottom,-1,1,2.0,5
2024,744991,7,669701,1,bottom,0,2,3.0,8
2024,744991,60,676059,8,top,-1,2,0.0,1
2024,745048,77,666163,9,bottom,-1,1,0.0,0
2024,745048,23,593428,4,top,0,0,3.0,6
2024,745074,45,657077,6,top,-3,0,1.0,3
2024,745090,37,656577,5,bottom,1,2,1.0,4
2024,745102,64,670623,8,bottom,-2,2,0.0,1
2024,745103,65,676609,7,bottom,-1,2,1.0,3
2024,744908,3,608369,1,top,1,1,3.0,8
2024,744912,50,670541,6,top,1,2,1.0,4
2024,744972,22,543760,3,bottom,-2,1,3.0,6
2024,745021,57,696285,8,top,-3,1,0.0,1
2024,745074,53,518934,7,top,-3,1,1.0,2
2024,745090,7,670623,1,bottom,2,1,3.0,8
2024,745102,5,650490,1,bottom,0,0,3.0,8
2024,745103,64,642708,7,bottom,-1,1,1.0,3
2024,744843,3,592626,1,top,2,0,4.0,9
2024,744991,29,694671,4,bottom,0,1,2.0,5
2024,745074,39,518934,5,top,-3,2,2.0,4
2021,634101,61,670351,7,bottom,3,0,0.0,2
2021,634154,63,593428,8,bottom,-3,1,0.0,1
2021,634156,5,514888,1,bottom,0,1,3.0,8
2021,634173,13,606157,2,top,0,1,3.0,7
2021,634261,70,643396,9,top,0,1,0.0,2
2021,634399,4,595777,1,bottom,0,0,3.0,8
2021,634465,39,543685,5,bottom,3,1,0.0,2
2021,634468,4,606132,1,bottom,0,0,3.0,8
2021,634493,49,670084,7,top,1,0,1.0,3
2021,634499,20,519317,3,top,0,2,2.0,6
2021,634505,24,614177,3,bottom,3,2,2.0,6
2021,634568,3,543939,1,top,0,2,4.0,8
2021,634571,48,596748,6,bottom,-2,0,0.0,1
2021,634586,68,665120,9,bottom,-2,1,0.0,0
2021,634101,58,641343,7,top,-3,1,1.0,2
2021,634156,16,594838,3,top,0,1,2.0,6
2021,634156,6,514888,1,bottom,0,2,3.0,8
2021,634213,23,608369,3,top,-3,1,3.0,6
2021,634298,53,571466,6,bottom,0,0,2.0,4
2021,634619,10,500871,2,top,0,2,5.0,12
2021,632665,2,488726,1,top,0,1,4.0,9
2021,632665,64,663656,8,top,0,1,0.0,2
2021,632665,49,572122,6,bottom,-1,0,1.0,3
2021,632697,25,502054,4,top,-3,0,3.0,5
2021,632697,17,665487,3,top,-1,2,3.0,6
2021,632704,53,467092,6,bottom,-1,2,1.0,3
2021,632926,3,664040,1,top,0,2,4.0,9
2021,632929,22,458015,3,top,3,0,3.0,7
2021,632952,65,628451,9,top,0,2,0.0,1
2021,633003,55,642708,8,top,-3,2,0.0,1
2021,633061,26,649557,4,top,1,1,2.0,6
2021,633062,29,519317,4,bottom,0,2,3.0,7
2021,632704,5,664702,1,bottom,-1,0,4.0,8
2021,632898,71,543309,9,top,1,1,0.0,2
2021,632637,11,571466,2,top,2,0,3.0,8
2021,632637,33,489119,5,top,1,0,2.0,5
2021,632671,28,518735,4,bottom,0,1,2.0,5
2021,632736,3,668227,1,top,1,1,4.0,9
2021,632740,58,669257,8,bottom,-1,0,0.0,1
2021,632952,43,641487,6,bottom,-1,0,1.0,3
2021,633062,57,664034,8,top,1,1,1.0,4
2023,717330,40,673357,6,top,1,0,1.0,4
2023,717332,65,672580,9,bottom,-3,1,0.0,0
2023,717332,15,658668,2,bottom,-2,1,2.0,7
2023,717364,2,642708,1,top,1,0,4.0,9
2023,717386,59,666971,8,top,-1,1,0.0,1
2023,717395,75,645277,9,bottom,-1,0,0.0,0
2023,717395,42,663586,5,bottom,0,2,2.0,4
2023,717395,63,650391,8,top,2,2,0.0,2
2023,717488,71,666185,8,top,-1,1,0.0,2
2023,717557,58,665742,8,top,-1,2,1.0,4
2023,717641,67,666971,8,top,-3,2,0.0,1
2023,717659,42,650490,5,bottom,0,2,2.0,4
2023,717680,45,446334,6,top,1,1,1.0,3
2023,717386,23,666971,3,top,0,0,2.0,6
2023,717395,62,650391,8,top,2,1,0.0,2
2023,717448,55,641857,8,top,3,0,0.0,2
2023,717597,37,596129,5,bottom,2,1,2.0,4
2023,717641,39,682998,5,top,1,1,1.0,4
2023,717641,41,664774,5,bottom,-1,0,2.0,4
2023,718414,8,668227,1,bottom,-1,2,2.0,8
2025,776808,37,676391,5,top,-2,2,1.0,4
2025,776812,54,693304,7,bottom,-1,0,1.0,2
2025,776852,78,677942,9,bottom,0,1,1.0,2
2025,776852,38,592518,5,top,-1,2,3.0,7
2025,776857,7,677594,1,bottom,-1,2,4.0,8
2025,776923,46,593871,6,bottom,3,0,1.0,3
2025,776937,1,682928,1,top,0,0,3.0,8
2025,776949,32,691176,4,bottom,0,0,2.0,5
2025,777018,74,664774,9,bottom,-2,1,0.0,0
2025,777018,19,677594,3,top,-1,2,3.0,7
2025,777040,43,694728,6,top,-1,1,2.0,4
2025,777040,63,669450,8,top,1,2,0.0,2
2025,776823,47,571970,6,bottom,1,1,1.0,3
2025,776852,3,592518,1,top,0,2,5.0,11
