season,game_pk,at_bat_index,original_runner_id,inning,half,batting_score_diff,outs,expected_future_pa,future_defensive_half_innings
2024,745367,51,518792,7,top,-2,2,1.0,2
2024,745369,19,663837,3,top,-3,1,3.0,7
2024,745369,11,690993,2,top,-1,1,3.0,8
2024,745391,11,553993,2,top,0,2,3.0,8
2024,745393,1,641487,1,top,0,0,4.0,9
2024,745396,4,650333,1,bottom,0,0,3.0,8
2024,745448,30,457705,4,bottom,-1,2,3.0,5
2024,745514,35,669261,4,bottom,-1,2,2.0,5
2024,745522,59,683002,8,top,-1,2,1.0,4
2024,745522,45,642133,6,bottom,3,1,2.0,5
2024,745531,12,671739,2,top,0,2,3.0,7
2024,745582,14,643446,2,top,0,2,3.0,7
2024,745582,50,681082,6,bottom,3,0,1.0,3
2024,745659,33,665750,4,top,1,0,3.0,6
2024,745303,42,664774,5,bottom,-3,1,2.0,4
2024,745367,33,665161,5,top,-2,1,2.0,4
2024,745455,25,671277,4,top,1,0,2.0,6
2024,745455,7,663698,1,bottom,0,2,3.0,8
2022,661223,63,669003,8,bottom,3,2,0.0,1
2022,661297,61,542932,8,bottom,-1,1,0.0,1
2022,661388,34,519390,5,top,-2,2,1.0,4
2022,661418,66,542583,8,bottom,1,0,0.0,1
2022,661430,8,660162,1,bottom,-2,2,3.0,8
2022,661432,33,664702,5,top,1,0,2.0,5
2022,661436,17,553869,3,top,-3,1,2.0,6
2022,661455,20,641820,3,top,1,1,2.0,7
2022,661499,7,663586,1,bottom,1,2,3.0,8
2022,661505,3,624413,1,top,0,2,4.0,9
2022,661520,20,605137,3,top,0,2,3.0,10
2022,661520,54,645302,7,top,1,1,2.0,6
2022,661243,5,592450,1,bottom,0,0,4.0,9
2022,661297,43,641779,6,bottom,3,1,1.0,3
2022,661430,7,660162,1,bottom,-2,1,3.0,8
2022,661466,14,621566,2,bottom,-1,1,3.0,7
2022,661436,20,602074,3,top,-1,2,2.0,6
2022,661520,13,542303,2,bottom,0,0,4.0,10
2022,661547,58,641513,6,bottom,2,2,1.0,3
2024,745678,13,668832,2,bottom,0,2,3.0,7
2024,745690,10,665742,1,bottom,-3,1,4.0,8
2024,745805,63,643446,8,bottom,3,0,0.0,1
2024,745806,15,624431,2,top,-1,2,3.0,7
2024,745887,49,467793,6,bottom,1,2,1.0,4
2024,745901,43,669701,6,top,1,2,1.0,3
2024,745901,16,467793,2,bottom,1,1,3.0,7
2021,632196,3,596129,1,top,1,1,4.0,9
2021,632241,12,457763,2,bottom,0,2,4.0,7
2021,632252,34,668731,5,top,0,0,2.0,5
2021,632285,38,668731,5,top,0,0,2.0,5
2021,632289,62,593871,8,bottom,3,0,0.0,1
2021,632289,7,641598,1,bottom,0,2,3.0,8
2021,632289,15,667670,2,bottom,0,0,2.0,7
2024,745806,23,592450,3,top,-3,1,3.0,6
2024,745844,5,607043,1,bottom,0,1,5.0,10
2021,632202,31,493329,4,bottom,-2,2,2.0,5
2021,632235,5,543760,1,bottom,1,0,4.0,8
2021,632236,10,640458,2,top,1,1,3.0,8
2024,745678,1,680776,1,top,0,0,3.0,9
2021,632252,11,650489,2,top,0,1,3.0,8
2021,632300,29,605612,4,top,-2,2,2.0,5
2022,662523,4,607043,1,bottom,0,0,3.0,8
2022,662523,13,643446,2,bottom,1,0,3.0,7
2022,662561,1,621563,1,top,0,0,3.0,8
2022,662577,5,516782,1,bottom,0,1,4.0,8
2022,662613,17,572191,3,bottom,0,1,2.0,6
2022,662641,52,641487,6,top,0,0,2.0,4
2022,662666,18,669004,2,bottom,1,1,3.0,7
2022,662709,12,608324,2,bottom,0,0,3.0,7
2022,662759,64,493329,7,bottom,-3,1,1.0,2
2022,662779,68,686469,9,bottom,-2,0,0.0,0
2022,662447,7,596019,1,bottom,0,2,3.0,8
2022,662523,33,645801,5,top,0,0,2.0,5
2022,662613,18,572191,3,bottom,0,2,2.0,6
2022,662659,11,679529,2,top,1,0,3.0,7
2022,662759,24,488726,3,bottom,-1,1,3.0,6
2022,662779,39,650391,6,top,1,0,1.0,4
2022,662798,20,543257,3,top,0,0,2.0,6
2022,662523,15,643446,2,bottom,1,2,3.0,7
2022,662595,7,607208,1,bottom,0,2,4.0,8
2022,662675,24,643217,3,bottom,1,1,2.0,6
2022,662679,29,467793,3,bottom,0,1,3.0,6
2024,745951,9,668930,1,bottom,-3,0,3.0,8
2024,745951,35,669003,4,bottom,0,0,2.0,5
2024,745966,22,663368,3,bottom,-2,2,2.0,6
2024,745966,9,681146,2,top,2,0,3.0,8
2024,746011,9,571970,2,top,1,0,5.0,8
2024,746039,74,673357,9,top,1,2,0.0,1
2024,746039,47,664901,6,top,1,0,1.0,4
2024,746039,18,683734,3,top,0,2,3.0,7
2024,746101,1,664023,1,top,0,0,4.0,9
2024,746101,19,673548,3,top,3,1,3.0,7
2024,746189,45,672284,6,top,0,0,1.0,3
2024,746189,16,593160,3,top,0,0,3.0,6
2024,746212,34,680474,5,top,1,1,2.0,4
2024,746110,7,668227,2,top,0,0,4.0,7
2024,745978,38,592885,5,bottom,-1,1,2.0,4
2024,746021,22,663743,3,bottom,-1,1,3.0,6
2024,746039,13,667472,2,bottom,0,1,3.0,7
2024,746184,5,593871,1,top,2,2,4.0,9
2024,747019,66,647304,9,top,-2,2,0.0,0
2024,747095,29,542303,4,bottom,-3,0,2.0,5
2024,747174,34,672515,4,bottom,-2,1,2.0,5
2024,747177,20,677870,3,top,-2,0,2.0,6
2024,747182,54,545341,7,bottom,0,0,1.0,2
2024,747182,42,691016,6,top,0,1,1.0,3
2024,747201,9,690993,2,top,0,1,4.0,8
2024,747221,46,572233,5,bottom,-3,2,2.0,4
2025,776315,1,595777,1,top,0,0,4.0,9
2025,776296,30,682985,4,bottom,-1,1,2.0,5
2025,776173,42,669364,5,bottom,2,2,1.0,4
2023,717388,21,689172,3,top,-1,0,3.0,8
2023,717408,45,630105,6,top,3,2,1.0,3
2023,717494,12,668670,2,bottom,0,1,3.0,8
2023,717565,17,592885,3,top,0,1,3.0,7
2023,717565,50,502054,6,bottom,0,2,1.0,3
2023,717591,10,665926,2,top,0,2,3.0,8
2023,717646,1,643393,1,top,0,0,3.0,9
2023,717646,45,607054,6,top,0,1,1.0,4
2023,717664,74,663586,9,top,2,1,0.0,2
2023,717664,75,621566,9,top,2,2,0.0,2
2023,717675,40,621545,5,bottom,1,1,2.0,4
2023,717693,32,621439,4,bottom,-3,1,2.0,5
2023,717732,14,630105,2,bottom,-1,2,3.0,7
2023,717732,34,642350,5,top,3,0,2.0,5
2023,717798,1,665487,1,top,0,0,4.0,9
2023,717798,16,663796,2,bottom,1,2,2.0,7
2023,717565,60,592192,7,bottom,-1,1,1.0,2
2023,717613,40,666310,5,bottom,-3,1,2.0,5
2023,717613,2,592885,1,top,0,1,4.0,10
2023,717664,27,621566,4,top,0,0,3.0,7
2023,717737,26,663656,4,bottom,0,2,2.0,5
2022,661729,40,605612,5,top,-1,2,1.0,4
2022,661791,38,553993,5,top,2,2,2.0,5
2022,661795,32,681962,4,bottom,1,2,1.0,5
2022,661801,25,665489,3,bottom,-1,2,3.0,8
2022,661818,50,677649,6,bottom,0,1,1.0,3
2022,661818,32,669701,4,bottom,0,0,2.0,5
2022,661823,24,518626,4,top,0,2,2.0,6
2022,661831,42,543877,5,top,3,1,2.0,5
2022,661831,30,682073,4,top,1,0,3.0,6
2022,661882,35,663993,5,bottom,-1,2,1.0,4
2022,661889,21,623912,3,bottom,3,0,2.0,6
2022,661720,24,686469,4,top,0,0,2.0,6
2022,661729,30,570731,4,top,-2,1,2.0,5
2022,661764,14,656305,2,bottom,0,1,3.0,7
2022,661797,65,672386,7,bottom,1,1,0.0,2
2022,661801,45,614177,6,top,2,1,2.0,6
2024,745980,34,663368,4,bottom,-2,2,2.0,6
2024,745981,28,642715,3,bottom,-1,1,2.0,6
2024,746001,34,650402,5,top,1,1,3.0,5
2024,746023,50,670623,7,top,-2,1,1.0,2
2024,746043,36,666152,6,top,1,1,3.0,7
2024,746046,9,657557,2,top,0,0,3.0,8
2024,746061,34,543760,5,top,3,2,2.0,5
2024,746090,45,669707,5,top,-2,2,2.0,6
2024,745911,46,596146,6,bottom,2,1,1.0,3
2024,745933,54,607208,8,top,0,1,0.0,2
2024,745933,25,664761,4,top,1,1,2.0,6
2024,746001,13,596142,2,bottom,-1,0,4.0,7
2024,746079,48,656896,6,bottom,-1,0,1.0,3
2024,745911,4,677800,1,top,1,2,3.0,8
2024,746079,61,650333,7,bottom,1,0,1.0,2
2024,746001,28,596142,4,bottom,-1,0,3.0,5
2021,632640,41,669720,5,top,-2,2,1.0,4
2021,632640,35,606192,4,bottom,0,2,2.0,5
2021,632717,67,605204,8,bottom,2,2,0.0,1
2021,632755,24,656941,3,bottom,0,2,3.0,6
2021,632767,69,592669,8,bottom,-2,2,1.0,2
2021,632774,4,514888,1,bottom,0,0,4.0,8
2021,632778,7,572233,2,top,0,0,3.0,8
2021,632820,46,666801,5,bottom,2,1,1.0,2
2021,632820,27,607732,3,bottom,1,2,2.0,4
2021,632848,20,605113,3,bottom,-1,0,3.0,6
2021,632851,32,608566,4,bottom,2,2,2.0,5
2021,632911,17,607208,3,top,1,0,3.0,8
2021,632640,34,606192,4,bottom,0,1,2.0,5
2021,632717,10,671277,2,top,0,0,3.0,7
2021,632717,35,444876,5,top,1,1,1.0,4
2021,632640,39,669720,5,top,-2,0,1.0,4
2021,632755,26,650333,4,top,0,0,3.0,5
2021,632789,19,657041,3,top,0,1,3.0,7
2021,632911,9,621035,2,top,1,0,4.0,9
2023,716966,76,657077,9,top,-3,0,0.0,0
2023,716995,70,669127,8,top,-2,2,0.0,1
2023,717078,52,605170,7,bottom,0,1,1.0,3
2023,717078,61,553869,9,top,0,0,1.0,2
2023,717105,5,661388,1,bottom,0,1,3.0,8
2023,717136,30,662139,4,top,1,2,2.0,6
2023,717148,5,677951,1,bottom,0,1,4.0,8
2023,717148,26,624413,4,top,-3,2,2.0,5
2023,717281,21,553993,3,bottom,2,2,3.0,6
2023,717325,34,670156,4,bottom,3,2,1.0,5
2023,717445,18,663457,3,top,1,1,2.0,7
2023,717136,25,649966,3,bottom,-3,2,3.0,6
2023,717232,2,666397,1,top,0,1,4.0,10
2023,717445,54,502671,8,top,2,0,0.0,2
2023,717242,19,671213,3,bottom,0,1,3.0,6
2023,717258,39,673490,5,bottom,1,0,2.0,4
2023,717331,9,593428,2,top,0,1,3.0,7
2023,717331,37,663757,5,top,-1,0,1.0,4
2023,717445,40,571448,6,top,2,1,1.0,4
2023,717499,55,656941,8,top,2,0,0.0,2
2023,716957,25,665487,4,bottom,-2,0,2.0,5
2023,716995,6,502671,1,bottom,0,2,4.0,8
2023,716724,36,673237,5,top,-3,2,3.0,5
2023,716787,75,592206,8,bottom,1,2,0.0,1
2023,716812,34,671739,5,top,0,0,3.0,5
2023,716878,41,457759,5,top,-2,1,2.0,6
2023,716878,19,622569,3,top,-3,1,3.0,8
2023,716900,52,666163,7,bottom,0,2,0.0,2
2023,716915,33,678545,4,top,-3,1,2.0,5
2023,716999,8,642350,2,top,0,1,4.0,8
2023,717163,19,673237,2,bottom,0,0,3.0,7
2023,717192,38,669743,5,bottom,0,0,2.0,4
2023,716742,5,596019,1,bottom,0,1,3.0,8
2023,716787,51,669016,6,bottom,-2,1,2.0,3
2023,716812,19,660670,3,top,-1,2,4.0,7
2023,716812,17,671739,3,top,-1,0,4.0,7
2023,716878,52,673237,6,bottom,0,0,2.0,4
2023,717051,2,672580,1,top,0,1,3.0,8
2023,717163,27,608324,3,bottom,0,2,2.0,6
2023,717185,22,683011,3,bottom,-2,1,2.0,6
2023,717185,1,650490,1,top,0,0,3.0,9
2023,716742,9,663728,2,top,-1,0,3.0,7
2023,717074,3,593160,1,top,0,2,3.0,8
2023,716878,7,608324,1,bottom,1,2,4.0,9
2023,716787,31,669016,4,bottom,0,0,3.0,5
2022,661660,46,593160,6,top,2,2,2.0,4
2022,661660,49,593871,6,bottom,-2,1,1.0,3
2022,661683,3,641820,1,top,0,2,3.0,9
2022,661701,50,666135,7,bottom,1,2,0.0,2
2022,661714,44,408234,6,top,-2,2,1.0,3
2022,661768,17,592450,3,top,2,0,3.0,8
2022,661780,77,624415,9,bottom,-2,2,0.0,0
2022,661785,28,608369,3,bottom,-3,1,2.0,6
2022,661785,8,543760,1,bottom,-2,0,3.0,8
2023,716745,8,467793,1,bottom,-1,2,3.0,8
2023,716745,41,642715,5,bottom,3,2,1.0,4
2023,716840,13,650859,2,top,3,2,3.0,8
2023,716884,17,672580,3,top,1,0,3.0,7
2023,716816,3,608841,1,top,1,1,3.0,8
2022,661780,2,668939,1,top,0,1,4.0,9
2022,661683,39,663624,5,top,3,1,1.0,5
2023,718644,21,545361,3,bottom,3,1,4.0,7
2023,718647,26,650559,4,top,2,0,3.0,6
2023,718647,31,643446,4,bottom,-2,1,2.0,5
2023,718650,60,608385,7,bottom,3,1,0.0,2
2023,718745,7,663616,2,top,0,0,4.0,8
2024,744909,68,676914,8,bottom,1,2,0.0,1
2024,744909,31,662139,4,bottom,3,2,2.0,5
2024,744934,28,642708,5,top,0,0,2.0,5
2024,745014,80,608369,9,bottom,-3,2,0.0,0
2024,745037,9,666624,2,top,0,0,3.0,7
2024,745108,27,668227,4,bottom,-3,0,4.0,9
2024,745117,20,666163,3,bottom,-1,0,3.0,6
2024,745118,41,691026,6,bottom,-1,2,1.0,3
2024,745154,14,680977,2,bottom,0,2,3.0,7
2023,718650,9,641933,2,top,0,1,3.0,7
2023,718679,21,641313,3,top,-1,1,3.0,6
2024,744909,2,690993,1,top,0,1,3.0,8
2024,745154,35,686780,5,bottom,0,0,2.0,4
2024,744875,24,645302,3,bottom,-2,1,3.0,6
2024,744883,28,671056,5,top,0,1,2.0,4
2024,745500,1,682641,1,top,0,0,4.0,9
2024,745500,78,668804,9,bottom,-1,2,0.0,0
2024,745532,14,606115,3,top,0,0,3.0,6
2024,745546,75,592206,9,bottom,-1,1,2.0,3
2024,745551,40,668709,6,top,3,0,2.0,4
2024,745578,30,681082,4,bottom,1,1,2.0,5
2024,745609,43,669701,6,top,-3,1,1.0,3
2024,745609,61,694671,8,top,-1,2,0.0,1
2024,745681,17,696285,3,top,0,1,3.0,6
2022,661786,53,669352,6,bottom,3,2,0.0,3
2022,661865,26,650490,3,bottom,-1,2,3.0,6
2022,661880,55,514888,8,top,-3,0,1.0,2
2022,661894,14,621433,2,bottom,0,1,3.0,8
2022,661894,41,641933,6,top,0,2,2.0,5
2022,661902,50,656305,7,top,-3,2,0.0,2
2022,661902,16,666971,3,top,0,1,2.0,6
2022,661921,66,502671,8,bottom,2,0,0.0,1
2022,661977,46,572228,7,top,-2,2,1.0,4
2022,662007,6,502671,1,bottom,0,2,3.0,8
2022,662007,50,543510,7,top,2,0,1.0,3
2023,716538,30,680869,4,bottom,-2,0,2.0,5
2023,716538,11,640492,2,top,0,2,4.0,8
2022,661759,16,641470,2,bottom,-2,1,3.0,7
2022,661786,27,666969,3,bottom,2,1,2.0,6
2022,661955,40,592144,6,top,-3,0,2.0,4
2022,661977,20,680977,3,bottom,0,0,3.0,7
2022,661865,31,622761,4,top,-2,0,2.0,5
2023,717007,27,663898,4,top,-2,0,2.0,5
2023,717085,38,669357,6,top,1,2,1.0,3
2023,717117,5,665923,1,bottom,0,0,3.0,8
2023,717131,6,669707,1,top,3,2,4.0,9
2023,717229,70,677551,9,top,1,2,0.0,1
2023,717252,20,642350,3,bottom,-1,0,2.0,6
2023,717317,4,592518,1,top,1,2,3.0,9
2023,717373,36,668670,5,top,-2,2,1.0,4
2023,717632,31,658668,4,top,-1,1,2.0,6
2023,717632,21,670032,3,top,-3,0,3.0,7
2023,717019,34,663457,5,top,1,0,2.0,5
2023,717049,8,656941,1,bottom,0,2,4.0,8
2023,717302,17,624641,3,top,0,0,2.0,6
2023,717378,16,665828,3,top,-1,1,4.0,9
2023,717117,25,605204,4,top,0,1,2.0,5
2024,746656,8,665926,1,bottom,0,2,3.0,8
2024,746689,72,642851,9,bottom,-3,0,0.0,0
2024,746781,46,663967,6,top,2,2,1.0,4
2024,746834,51,693304,7,top,2,0,1.0,3
2024,746838,34,543807,5,top,1,2,2.0,5
2024,746844,37,665804,5,bottom,0,0,2.0,4
2024,746849,8,502054,2,top,1,0,3.0,8
2024,746949,39,608701,5,bottom,0,2,1.0,4
2024,746981,16,624512,2,bottom,0,2,2.0,7
2024,746982,29,681297,4,bottom,-3,1,2.0,5
2024,747032,66,676356,8,top,-2,2,0.0,1
2024,746819,13,663538,2,bottom,0,0,3.0,7
2024,746838,46,676914,7,top,1,1,1.0,3
2024,746982,56,683002,7,bottom,-1,0,1.0,2
2024,747016,15,656811,2,bottom,-1,1,3.0,7
2024,746715,28,682829,4,bottom,-1,1,2.0,5
2024,747007,1,543807,1,top,0,0,4.0,8
2024,746803,51,666163,6,top,-2,0,2.0,5
2024,747032,7,683002,1,bottom,0,1,4.0,8
2025,776894,14,663604,2,top,1,2,4.0,8
2025,776916,4,687263,1,bottom,0,0,3.0,8
2025,776938,65,691406,9,top,-1,0,1.0,3
2025,777023,20,671056,2,bottom,2,2,3.0,7
2025,777023,47,669369,5,top,-1,2,1.0,4
2025,777063,41,608324,6,top,-1,1,2.0,5
2025,777093,52,670231,8,top,0,2,0.0,1
2025,777118,53,680977,6,bottom,2,2,0.0,3
2025,777118,23,671056,3,bottom,0,0,2.0,6
2025,777195,34,650490,5,top,1,0,1.0,4
2025,777198,5,676059,1,bottom,0,1,4.0,9
2025,777329,60,571448,7,top,2,2,1.0,3
2025,777364,9,669065,2,top,0,1,3.0,8
2025,777522,19,808982,3,top,0,1,3.0,7
2025,776925,18,805300,3,bottom,0,2,4.0,6
2025,777041,24,621566,3,bottom,0,0,3.0,6
2025,777096,28,701350,4,top,-3,1,2.0,5
2025,777141,29,667472,5,top,0,0,2.0,5
2025,777141,34,681297,5,bottom,0,1,2.0,4
2025,777242,3,545361,1,top,0,2,4.0,10
2025,777195,46,679529,6,bottom,0,0,1.0,3
2022,662823,10,608324,1,bottom,0,2,3.0,8
2022,662878,74,661531,9,bottom,0,2,1.0,2
2022,662909,3,669221,1,top,0,2,3.0,8
2022,662951,21,608070,3,bottom,0,1,3.0,6
2022,663012,77,641531,8,top,3,2,0.0,2
2022,663069,55,592273,7,bottom,3,1,0.0,2
2022,663075,52,641553,7,top,-1,2,0.0,2
2022,663192,53,657077,6,bottom,-3,2,1.0,3
2022,663240,2,680977,1,top,0,1,4.0,9
2022,663240,6,669357,1,top,3,2,4.0,9
2022,663277,19,608700,3,bottom,1,1,3.0,7
2022,663307,34,642727,5,bottom,1,2,1.0,4
2022,663090,79,608703,9,bottom,-1,0,0.0,0
2022,663092,33,670623,5,top,0,0,3.0,6
2022,663192,3,642133,1,top,1,1,4.0,9
2022,663192,28,593428,3,bottom,-1,2,3.0,6
2022,663126,10,663898,2,top,-1,0,3.0,7
2021,633479,31,571718,4,bottom,3,1,3.0,5
2021,633556,42,666969,5,bottom,2,2,1.0,4
2021,633610,12,501659,2,bottom,-2,0,2.0,5
2021,633610,17,666185,3,top,2,2,2.0,5
2021,633695,8,666182,1,bottom,0,0,3.0,8
2021,633815,11,606192,2,bottom,0,1,3.0,7
2021,633479,30,571718,4,bottom,3,0,3.0,5
2021,633479,14,606213,2,bottom,0,1,3.0,7
2021,633490,60,502671,7,bottom,2,1,0.0,2
2021,633569,35,621028,4,bottom,0,2,2.0,5
2021,633659,56,425784,6,bottom,1,2,1.0,3
2021,633802,17,641432,2,bottom,1,2,3.0,7
2021,633827,45,656976,6,top,-1,2,1.0,3
2021,633828,19,628338,3,bottom,-1,1,3.0,6
2021,633498,15,663457,2,bottom,0,1,4.0,7
2021,633574,20,663616,3,top,2,0,3.0,7
2021,633827,43,656976,6,top,-1,0,1.0,3
2021,633825,6,669242,1,bottom,0,2,4.0,8
2021,633939,47,502210,6,bottom,2,0,1.0,3
2021,633999,64,541600,9,top,0,2,0.0,1
2021,633999,54,606299,8,top,-1,1,1.0,2
2021,633999,2,596019,1,top,0,1,3.0,9
2021,634055,66,642715,8,top,0,2,0.0,2
2021,634060,14,643269,2,top,-2,1,2.0,7
2021,634111,19,543257,2,bottom,1,2,4.0,8
2021,634132,20,669242,3,top,-1,1,3.0,6
2021,634159,35,622569,5,bottom,0,2,3.0,6
2021,634166,3,643217,1,top,0,2,2.0,6
2021,634199,15,645277,2,bottom,-3,0,5.0,10
2021,633863,57,665742,7,top,2,0,1.0,3
2021,633939,10,573131,2,top,-1,1,3.0,8
2021,633863,30,608723,4,top,1,0,3.0,6
2025,776975,18,545341,2,bottom,2,2,3.0,7
2025,776996,6,686217,1,bottom,0,1,3.0,8
2025,777020,40,687597,5,top,1,2,1.0,5
2025,777080,71,666160,8,bottom,3,2,0.0,1
2025,777080,26,687597,3,bottom,-2,2,3.0,6
2025,777128,55,571657,7,top,-1,1,1.0,2
2025,777128,46,666160,6,top,-1,1,1.0,3
2025,777171,48,694671,6,top,-1,1,1.0,3
2025,777274,73,700250,8,top,-2,1,1.0,1
2025,777277,45,596115,6,bottom,1,2,1.0,3
2025,777080,33,686668,4,bottom,0,1,2.0,5
2025,777193,26,661388,4,bottom,-1,0,2.0,5
2025,776922,57,514888,8,top,0,1,0.0,3
2025,777113,10,663647,2,top,1,1,3.0,8
2021,632595,54,656976,7,bottom,-2,2,0.0,2
2021,632650,31,595751,5,top,-1,0,2.0,4
2021,632670,23,444876,3,bottom,1,2,3.0,6
2021,632708,65,641343,8,top,0,1,1.0,3
2021,632711,6,607043,1,bottom,0,1,4.0,8
2021,632808,51,457705,7,bottom,0,0,2.0,4
2021,632953,54,664238,7,top,0,2,1.0,3
2021,632985,60,502671,7,bottom,-3,1,1.0,2
2021,632675,33,458731,5,top,-1,1,2.0,4
2021,632711,49,607680,6,bottom,1,0,1.0,3
2021,632759,65,596146,8,bottom,2,1,0.0,1
2021,632770,31,621043,4,bottom,-1,0,2.0,5
2021,632961,35,543877,4,bottom,2,1,2.0,5
2021,632985,18,593160,3,top,-1,2,3.0,7
2021,632700,13,543228,2,bottom,0,1,3.0,7
2025,777800,51,676694,6,bottom,1,0,1.0,3
2025,777800,46,663728,6,top,-1,0,1.0,4
2025,777800,38,810938,5,top,0,2,2.0,5
2025,777982,23,682626,3,bottom,-3,1,3.0,6
2025,778002,23,661388,4,top,0,0,2.0,5
2025,778043,35,642136,5,top,-1,2,1.0,4
2025,778063,76,678882,9,bottom,-1,2,0.0,0
2025,778071,25,608348,4,top,0,0,2.0,6
2025,778072,45,683002,6,bottom,-2,2,1.0,3
2025,778103,2,682998,1,top,0,1,4.0,9
2025,778119,9,680574,1,bottom,-3,2,3.0,8
2025,777773,35,624424,5,top,-2,1,2.0,4
2025,777893,31,642201,4,top,3,1,2.0,6
2025,777922,8,575929,2,top,0,1,3.0,7
2025,777930,29,808982,3,bottom,1,1,3.0,6
2025,778019,17,691176,3,bottom,0,0,3.0,7
2025,778026,65,669743,7,bottom,-2,0,1.0,2
2025,778071,2,664023,1,top,0,1,4.0,9
2025,778118,33,592663,4,bottom,2,1,2.0,5
2025,777783,45,542303,6,bottom,0,0,1.0,3
2024,745925,20,668885,3,bottom,-1,1,2.0,6
2024,745940,6,661388,1,bottom,0,1,3.0,8
2024,746129,18,660271,2,bottom,2,2,3.0,7
2024,746129,32,500743,4,bottom,1,0,2.0,5
2024,746170,3,808982,1,top,0,2,4.0,8
2024,746180,16,676694,3,top,1,2,3.0,7
2024,746183,60,677594,8,top,-1,2,0.0,1
2024,746228,60,650402,8,top,1,2,0.0,2
2024,746238,11,592663,2,top,0,1,3.0,8
2024,746303,34,673490,6,top,0,1,2.0,4
2024,746020,66,681146,8,bottom,-3,0,0.0,1
2024,746129,26,518692,3,bottom,2,2,3.0,6
2024,746137,21,605141,3,bottom,1,0,2.0,6
2024,746228,67,665742,9,top,1,1,0.0,1
2024,746238,27,621493,3,bottom,-1,1,3.0,6
2024,746258,7,502054,1,bottom,0,1,3.0,8
2024,746306,7,521692,1,bottom,2,1,3.0,8
2024,745974,57,665750,7,top,-3,2,1.0,2
2024,746129,25,518692,3,bottom,2,1,3.0,6
2024,746258,17,543877,3,top,0,0,2.0,6
2022,662474,46,665742,5,bottom,-1,2,1.0,4
2022,662474,29,643446,4,top,3,2,2.0,6
2022,662481,16,682928,3,top,0,0,3.0,7
2022,662496,57,596019,8,bottom,0,2,1.0,2
2022,662571,41,624413,6,top,2,2,2.0,4
2022,662571,50,605137,6,bottom,-3,2,1.0,3
2022,662579,54,656941,7,top,-2,2,1.0,2
2022,662667,40,670032,4,bottom,-2,2,2.0,5
2022,662672,79,593160,8,bottom,-1,2,0.0,1
2022,662672,56,572191,6,bottom,-2,1,2.0,3
2022,662688,47,593160,6,bottom,-3,1,2.0,3
2022,662726,51,669004,6,bottom,0,1,1.0,3
2022,662726,35,641553,5,top,-1,1,2.0,4
2022,662729,22,605141,2,bottom,-2,2,3.0,7
2022,662791,12,664702,2,top,3,2,2.0,8
2022,662529,17,607043,3,top,0,1,2.0,6
2022,662529,25,571980,4,top,0,2,2.0,5
2022,662655,6,643217,1,bottom,0,1,4.0,8
2022,662672,62,669221,7,top,2,1,1.0,3
2022,662726,45,518735,6,top,0,1,1.0,3
2022,662804,12,408234,2,bottom,-1,1,3.0,7
2022,662629,66,607208,9,bottom,-1,0,0.0,0
2022,662691,4,518626,1,top,1,2,4.0,9
2022,662672,42,669221,5,top,2,0,2.0,5
2022,663152,24,669242,4,top,-1,1,3.0,7
2022,663171,40,650490,5,top,1,1,2.0,4
2022,663180,72,656775,9,top,-2,2,0.0,0
2022,663180,17,669065,3,top,0,0,3.0,6
2022,663253,41,657077,5,bottom,2,1,1.0,4
2022,663320,49,642851,7,top,1,2,1.0,2
2022,663341,50,672695,6,bottom,1,0,2.0,4
2022,663370,60,641487,8,top,0,2,1.0,2
2022,663436,48,650859,7,bottom,-1,0,2.0,5
2022,663253,70,679529,9,top,-3,1,0.0,0
2022,663341,33,669450,4,bottom,1,1,3.0,6
2022,663355,21,605353,3,top,-1,1,2.0,6
2022,663458,14,602104,2,bottom,-1,1,4.0,7
2023,716517,22,594777,3,top,-2,2,3.0,6
2023,716527,15,641487,2,top,1,2,3.0,8
2023,716527,24,643393,3,bottom,-1,1,2.0,6
2023,716527,8,676116,1,bottom,0,1,3.0,8
2022,663341,5,669450,1,bottom,0,0,5.0,9
2022,663355,12,660650,2,top,-1,0,3.0,7
2023,716449,32,543228,4,bottom,-1,0,2.0,5
2023,716578,36,642133,5,bottom,-3,0,2.0,4
2022,663370,25,664058,3,bottom,-1,0,2.0,6
2022,661698,39,680777,5,bottom,0,0,2.0,4
2022,661708,34,606132,4,bottom,-2,2,2.0,5
2022,661719,42,666182,5,bottom,3,2,2.0,4
2022,661834,33,543543,4,bottom,0,1,2.0,5
2022,661893,7,596847,1,bottom,-1,2,3.0,8
2022,661919,48,668715,7,top,2,0,1.0,3
2022,661919,66,680977,9,bottom,-2,0,0.0,0
2022,661938,55,663457,7,bottom,2,1,1.0,2
2022,661997,72,664056,8,bottom,-1,2,0.0,1
2022,661893,33,621433,5,bottom,-1,1,2.0,4
2022,661976,2,592273,1,top,0,1,4.0,9
2022,661997,48,405395,5,bottom,-2,2,2.0,4
2022,661997,71,664056,8,bottom,-1,1,0.0,1
2022,661698,27,642708,4,top,-1,0,3.0,5
2022,662076,20,543333,3,top,2,0,3.0,7
2022,662898,61,641857,8,bottom,-3,0,0.0,1
2022,662898,8,545341,1,bottom,-1,2,3.0,8
2022,662898,43,592626,6,top,2,2,1.0,4
2022,662906,23,650489,3,bottom,2,2,2.0,6
2022,662973,15,622761,3,top,1,0,2.0,6
2022,662973,16,656775,3,top,1,1,2.0,6
