steal,inning,half,batting_score_diff,outs,hold_we,success_we,caught_we,we_break_even_success,elite_90_we_gain,primary_success_probability,max_replacement_cost_wpa,adverse_battery_success_probability,adverse_battery_we_gain,re_break_even_success,elite_90_run_gain,max_replacement_cost_ubr_runs,max_replacement_cost_war,worth_before_replacement_cost
1B_to_2B,4,bottom,-2,2,0.273993,0.283065,0.244214,0.766501,0.005187,0.931467,0.006409,0.900000,0.005187,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,4,bottom,-1,0,0.473732,0.514631,0.379812,0.696638,0.027417,0.931467,0.031659,0.900000,0.027417,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,4,bottom,-1,1,0.420142,0.447328,0.353650,0.709789,0.017819,0.931467,0.020766,0.900000,0.017819,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,4,bottom,-1,2,0.374636,0.392001,0.336263,0.688453,0.011791,0.931467,0.013545,0.900000,0.011791,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,4,bottom,0,0,0.628694,0.662421,0.555052,0.685881,0.022990,0.931467,0.026369,0.900000,0.022990,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,4,bottom,0,1,0.586756,0.609368,0.534062,0.699740,0.015081,0.931467,0.017451,0.900000,0.015081,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,4,bottom,0,2,0.550715,0.565254,0.519880,0.679578,0.010001,0.931467,0.011429,0.900000,0.010001,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,4,bottom,1,0,0.752753,0.778260,0.700109,0.673615,0.017692,0.931467,0.020151,0.900000,0.017692,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,4,bottom,1,1,0.722718,0.739966,0.684760,0.687582,0.011727,0.931467,0.013465,0.900000,0.011727,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,4,bottom,1,2,0.696685,0.707865,0.674224,0.667661,0.007816,0.931467,0.008874,0.900000,0.007816,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,4,bottom,2,0,0.844414,0.860553,0.810104,0.680084,0.011095,0.931467,0.012682,0.900000,0.011095,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,4,bottom,2,1,0.825061,0.835942,0.800125,0.696189,0.007300,0.931467,0.008426,0.900000,0.007300,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,4,bottom,2,2,0.808149,0.815149,0.793285,0.679864,0.004813,0.931467,0.005502,0.900000,0.004813,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,4,bottom,3,0,0.901688,0.915264,0.879868,0.616454,0.010037,0.931467,0.011150,0.900000,0.010037,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,4,bottom,3,1,0.888753,0.898206,0.872924,0.626088,0.006925,0.931467,0.007720,0.900000,0.006925,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,4,bottom,3,2,0.877506,0.883853,0.867864,0.603007,0.004749,0.931467,0.005251,0.900000,0.004749,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,-3,0,0.176820,0.195573,0.111362,0.777312,0.010332,0.931467,0.012982,0.900000,0.010332,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,-3,1,0.138414,0.149721,0.096170,0.788865,0.005951,0.931467,0.007637,0.900000,0.005951,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,-3,2,0.109075,0.115782,0.087485,0.762971,0.003877,0.931467,0.004768,0.900000,0.003877,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,-2,0,0.271735,0.298924,0.188297,0.754223,0.016127,0.931467,0.019607,0.900000,0.016127,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,-2,1,0.223723,0.240736,0.167660,0.767194,0.009705,0.931467,0.012005,0.900000,0.009705,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,-2,2,0.185252,0.195585,0.155216,0.744038,0.006296,0.931467,0.007566,0.900000,0.006296,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,-1,0,0.395138,0.430438,0.301804,0.725577,0.022437,0.931467,0.026484,0.900000,0.022437,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,-1,1,0.342353,0.365248,0.277012,0.740532,0.014071,0.931467,0.016848,0.900000,0.014071,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,-1,2,0.298082,0.312315,0.261139,0.721866,0.009116,0.931467,0.010726,0.900000,0.009116,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,0,0,0.536718,0.579420,0.451980,0.664928,0.029958,0.931467,0.033968,0.900000,0.029958,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,0,1,0.487767,0.516774,0.427098,0.676539,0.020039,0.931467,0.022861,0.900000,0.020039,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,0,2,0.445761,0.464715,0.409888,0.654295,0.013471,0.931467,0.015197,0.900000,0.013471,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,1,0,0.689875,0.711023,0.636186,0.717414,0.013664,0.931467,0.016019,0.900000,0.013664,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,1,1,0.659428,0.673245,0.621742,0.731726,0.008667,0.931467,0.010287,0.900000,0.008667,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,1,2,0.633801,0.642466,0.612404,0.711748,0.005659,0.931467,0.006605,0.900000,0.005659,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,2,0,0.773528,0.796112,0.726288,0.676554,0.015602,0.931467,0.017799,0.900000,0.015602,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,2,1,0.746571,0.761815,0.712591,0.690325,0.010321,0.931467,0.011871,0.900000,0.010321,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,2,2,0.723303,0.733163,0.703211,0.670808,0.006865,0.931467,0.007807,0.900000,0.006865,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,top,3,0,0.854754,0.870621,0.823723,0.661660,0.011178,0.931467,0.012653,0.900000,0.011178,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,top,3,1,0.836695,0.847482,0.814614,0.671810,0.007500,0.931467,0.008534,0.900000,0.007500,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,top,3,2,0.821270,0.828349,0.808327,0.646456,0.005077,0.931467,0.005707,0.900000,0.005077,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,-3,0,0.235854,0.257147,0.164629,0.769848,0.012041,0.931467,0.014952,0.900000,0.012041,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,-3,1,0.194062,0.207050,0.147869,0.780543,0.007070,0.931467,0.008932,0.900000,0.007070,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,-3,2,0.161917,0.169714,0.138174,0.752794,0.004643,0.931467,0.005635,0.900000,0.004643,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,-2,0,0.341246,0.368852,0.252274,0.763196,0.015948,0.931467,0.019617,0.900000,0.015948,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,-2,1,0.290617,0.307714,0.230384,0.778915,0.009363,0.931467,0.011797,0.900000,0.009363,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,-2,2,0.249687,0.259891,0.217278,0.760549,0.005942,0.931467,0.007284,0.900000,0.005942,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,-1,0,0.467244,0.510637,0.367467,0.696915,0.029076,0.931467,0.033581,0.900000,0.029076,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,-1,1,0.410312,0.439146,0.339692,0.710080,0.018888,0.931467,0.022018,0.900000,0.018888,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,-1,2,0.361953,0.380370,0.321253,0.688471,0.012505,0.931467,0.014366,0.900000,0.012505,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,0,0,0.632067,0.667273,0.553302,0.691093,0.023809,0.931467,0.027395,0.900000,0.023809,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,0,1,0.587553,0.611086,0.530933,0.706406,0.015517,0.931467,0.018040,0.900000,0.015517,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,0,2,0.549071,0.564114,0.515874,0.688149,0.010220,0.931467,0.011737,0.900000,0.010220,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,1,0,0.761462,0.791944,0.704750,0.650414,0.021763,0.931467,0.024506,0.900000,0.021763,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,1,1,0.728935,0.749844,0.687489,0.664689,0.014673,0.931467,0.016636,0.900000,0.014673,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,1,2,0.700366,0.714101,0.675276,0.646224,0.009853,0.931467,0.011074,0.900000,0.009853,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,2,0,0.866123,0.880327,0.836940,0.672628,0.009865,0.931467,0.011231,0.900000,0.009865,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,2,1,0.849390,0.858993,0.828453,0.685580,0.006548,0.931467,0.007510,0.900000,0.006548,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,2,2,0.834956,0.841194,0.822640,0.663753,0.004383,0.931467,0.004966,0.900000,0.004383,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,5,bottom,3,0,0.917635,0.925573,0.898104,0.711013,0.005191,0.931467,0.006055,0.900000,0.005191,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,5,bottom,3,1,0.906845,0.912079,0.892659,0.730463,0.003293,0.931467,0.003903,0.900000,0.003293,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,5,bottom,3,2,0.897378,0.900650,0.889056,0.717814,0.002112,0.931467,0.002477,0.900000,0.002112,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,-3,0,0.158167,0.172256,0.094387,0.819066,0.006302,0.931467,0.008752,0.900000,0.006302,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,-3,1,0.120624,0.128377,0.080748,0.837210,0.002991,0.931467,0.004489,0.900000,0.002991,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,-3,2,0.092901,0.097103,0.073637,0.820966,0.001855,0.931467,0.002594,0.900000,0.001855,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,-2,0,0.243873,0.273100,0.150090,0.762407,0.016925,0.931467,0.020797,0.900000,0.016925,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,-2,1,0.190200,0.208302,0.127119,0.777029,0.009983,0.931467,0.012538,0.900000,0.009983,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,-2,2,0.147133,0.157980,0.113406,0.756648,0.006390,0.931467,0.007792,0.900000,0.006390,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,-1,0,0.378559,0.421832,0.271831,0.711517,0.028273,0.931467,0.032993,0.900000,0.028273,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,-1,1,0.317903,0.346320,0.242844,0.725372,0.018070,0.931467,0.021325,0.900000,0.018070,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,-1,2,0.266757,0.284681,0.223958,0.704825,0.011852,0.931467,0.013762,0.900000,0.011852,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,0,0,0.547611,0.590721,0.456517,0.678772,0.029690,0.931467,0.033913,0.900000,0.029690,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,0,1,0.495562,0.524604,0.430260,0.692165,0.019608,0.931467,0.022576,0.900000,0.019608,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,0,2,0.450769,0.469543,0.412362,0.671672,0.013056,0.931467,0.014855,0.900000,0.013056,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,1,0,0.704352,0.733622,0.642198,0.679839,0.020128,0.931467,0.023004,0.900000,0.020128,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,1,1,0.668858,0.688562,0.624314,0.693323,0.013279,0.931467,0.015301,0.900000,0.013279,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,1,2,0.638303,0.651031,0.612148,0.672655,0.008840,0.931467,0.010063,0.900000,0.008840,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,2,0,0.811135,0.830932,0.768197,0.684420,0.013524,0.931467,0.015498,0.900000,0.013524,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,2,1,0.786830,0.800127,0.755859,0.699616,0.008871,0.931467,0.010263,0.900000,0.008871,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,2,2,0.765746,0.774288,0.747480,0.681354,0.005861,0.931467,0.006705,0.900000,0.005861,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,top,3,0,0.882917,0.898796,0.853507,0.649379,0.011350,0.931467,0.012775,0.900000,0.011350,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,top,3,1,0.866014,0.876909,0.844553,0.663271,0.007660,0.931467,0.008678,0.900000,0.007660,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,top,3,2,0.851188,0.858354,0.838219,0.644134,0.005152,0.931467,0.005786,0.900000,0.005152,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,-3,0,0.200856,0.223578,0.121986,0.776341,0.012563,0.931467,0.015760,0.900000,0.012563,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,-3,1,0.154584,0.168298,0.103651,0.787872,0.007249,0.931467,0.009284,0.900000,0.007249,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,-3,2,0.119148,0.127301,0.093181,0.761058,0.004741,0.931467,0.005815,0.900000,0.004741,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,-2,0,0.315984,0.347403,0.215130,0.762468,0.018192,0.931467,0.022354,0.900000,0.018192,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,-2,1,0.258599,0.278071,0.190287,0.778191,0.010693,0.931467,0.013456,0.900000,0.010693,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,-2,2,0.212130,0.223768,0.175418,0.759306,0.006803,0.931467,0.008324,0.900000,0.006803,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,-1,0,0.459522,0.507476,0.346162,0.702730,0.031822,0.931467,0.036899,0.900000,0.031822,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,-1,1,0.395423,0.427170,0.314707,0.717711,0.020501,0.931467,0.024040,0.900000,0.020501,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,-1,2,0.340553,0.360686,0.293909,0.698507,0.013455,0.931467,0.015557,0.900000,0.013455,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,0,0,0.641434,0.686694,0.551585,0.665007,0.031750,0.931467,0.036001,0.900000,0.031750,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,0,1,0.590410,0.621207,0.524823,0.680484,0.021158,0.931467,0.024192,0.900000,0.021158,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,0,2,0.545572,0.565604,0.506188,0.662851,0.014090,0.931467,0.015960,0.900000,0.014090,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,1,0,0.799479,0.827751,0.747474,0.647818,0.020244,0.931467,0.022770,0.900000,0.020244,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,1,1,0.769734,0.789161,0.731525,0.662940,0.013663,0.931467,0.015477,0.900000,0.013663,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,1,2,0.743443,0.756212,0.720192,0.645488,0.009168,0.931467,0.010300,0.900000,0.009168,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,2,0,0.895669,0.908840,0.870206,0.659072,0.009308,0.931467,0.010523,0.900000,0.009308,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,2,1,0.881087,0.890074,0.862585,0.673064,0.006238,0.931467,0.007103,0.900000,0.006238,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,2,2,0.868343,0.874222,0.857259,0.653467,0.004182,0.931467,0.004716,0.900000,0.004182,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,6,bottom,3,0,0.941804,0.948403,0.927176,0.689105,0.004477,0.931467,0.005144,0.900000,0.004477,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,6,bottom,3,1,0.933614,0.938038,0.922970,0.706429,0.002917,0.931467,0.003391,0.900000,0.002917,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,6,bottom,3,2,0.926436,0.929259,0.920114,0.691324,0.001908,0.931467,0.002196,0.900000,0.001908,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,-3,0,0.130389,0.145082,0.062363,0.822370,0.006422,0.931467,0.009024,0.900000,0.006422,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,-3,1,0.090033,0.098022,0.048043,0.840161,0.002991,0.931467,0.004564,0.900000,0.002991,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,-3,2,0.060625,0.064938,0.040709,0.821984,0.001890,0.931467,0.002653,0.900000,0.001890,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,-2,0,0.222814,0.252047,0.120000,0.778622,0.016028,0.931467,0.020183,0.900000,0.016028,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,-2,1,0.164175,0.181841,0.095477,0.795446,0.009030,0.931467,0.011747,0.900000,0.009030,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,-2,2,0.117415,0.127722,0.081241,0.778264,0.005658,0.931467,0.007122,0.900000,0.005658,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,-1,0,0.364779,0.415371,0.240683,0.710391,0.033122,0.931467,0.038620,0.900000,0.033122,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,-1,1,0.294599,0.327873,0.206756,0.725269,0.021163,0.931467,0.024973,0.900000,0.021163,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,-1,2,0.234936,0.255910,0.184567,0.706017,0.013839,0.931467,0.016085,0.900000,0.013839,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,0,0,0.560304,0.612098,0.456905,0.666260,0.036275,0.931467,0.041158,0.900000,0.036275,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,0,1,0.501307,0.536502,0.426307,0.680616,0.024175,0.931467,0.027643,0.900000,0.024175,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,0,2,0.449849,0.472756,0.405083,0.661502,0.016140,0.931467,0.018269,0.900000,0.016140,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,1,0,0.743128,0.773860,0.680770,0.669863,0.021423,0.931467,0.024352,0.900000,0.021423,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,1,1,0.707672,0.728512,0.662396,0.684792,0.014229,0.931467,0.016309,0.900000,0.014229,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,1,2,0.676694,0.690219,0.649698,0.666224,0.009473,0.931467,0.010748,0.900000,0.009473,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,2,0,0.851901,0.871653,0.813560,0.659977,0.013944,0.931467,0.015771,0.900000,0.013944,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,2,1,0.830099,0.843580,0.802037,0.675482,0.009327,0.931467,0.010634,0.900000,0.009327,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,2,2,0.810885,0.819681,0.793966,0.657927,0.006225,0.931467,0.007034,0.900000,0.006225,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,top,3,0,0.920349,0.931646,0.899118,0.652695,0.008044,0.931467,0.009068,0.900000,0.008044,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,top,3,1,0.908291,0.916039,0.892632,0.668994,0.005407,0.931467,0.006144,0.900000,0.005407,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,top,3,2,0.897594,0.902664,0.888032,0.653505,0.003607,0.931467,0.004067,0.900000,0.003607,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,-3,0,0.169804,0.189342,0.087381,0.808381,0.009342,0.931467,0.012550,0.900000,0.009342,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,-3,1,0.121492,0.132547,0.069320,0.825151,0.004732,0.931467,0.006722,0.900000,0.004732,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,-3,2,0.085257,0.091417,0.059669,0.805961,0.002986,0.931467,0.003984,0.900000,0.002986,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,-2,0,0.282531,0.319125,0.165465,0.761850,0.021228,0.931467,0.026063,0.900000,0.021228,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,-2,1,0.216143,0.238849,0.136504,0.778145,0.012471,0.931467,0.015692,0.900000,0.012471,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,-2,2,0.162066,0.175631,0.119131,0.759911,0.007915,0.931467,0.009693,0.900000,0.007915,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,-1,0,0.448717,0.504747,0.318184,0.699670,0.037374,0.931467,0.043244,0.900000,0.037374,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,-1,1,0.375341,0.412557,0.281557,0.715908,0.024116,0.931467,0.028238,0.900000,0.024116,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,-1,2,0.311859,0.335469,0.257157,0.698513,0.015779,0.931467,0.018243,0.900000,0.015779,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,0,0,0.657366,0.711951,0.558801,0.643587,0.039270,0.931467,0.044089,0.900000,0.039270,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,0,1,0.601094,0.638697,0.528264,0.659497,0.026559,0.931467,0.030035,0.900000,0.026559,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,0,2,0.551011,0.575769,0.506443,0.642884,0.017825,0.931467,0.020007,0.900000,0.017825,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,1,0,0.841221,0.865372,0.796003,0.651848,0.017214,0.931467,0.019397,0.900000,0.017214,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,1,1,0.815565,0.832134,0.782158,0.668454,0.011572,0.931467,0.013144,0.900000,0.011572,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,1,2,0.792725,0.803574,0.772342,0.652645,0.007725,0.931467,0.008709,0.900000,0.007725,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,2,0,0.923016,0.936352,0.900908,0.623748,0.009791,0.931467,0.010907,0.900000,0.009791,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,2,1,0.910236,0.919510,0.893838,0.638732,0.006707,0.931467,0.007515,0.900000,0.006707,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,2,2,0.898838,0.905013,0.888678,0.621979,0.004541,0.931467,0.005056,0.900000,0.004541,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,7,bottom,3,0,0.967001,0.970344,0.958990,0.705587,0.002207,0.931467,0.002565,0.900000,0.002207,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,7,bottom,3,1,0.962512,0.964723,0.956762,0.722353,0.001414,0.931467,0.001665,0.900000,0.001414,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,7,bottom,3,2,0.958632,0.960027,0.955286,0.705912,0.000920,0.931467,0.001070,0.900000,0.000920,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,-3,0,0.101094,0.113618,0.033909,0.842885,0.004553,0.931467,0.007061,0.900000,0.004553,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,-3,1,0.060492,0.066785,0.020621,0.863681,0.001677,0.931467,0.003129,0.900000,0.001677,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,-3,2,0.032073,0.035265,0.014335,0.847479,0.001099,0.931467,0.001758,0.900000,0.001099,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,-2,0,0.192569,0.218104,0.081169,0.813531,0.011841,0.931467,0.016150,0.900000,0.011841,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,-2,1,0.129414,0.143790,0.056070,0.836113,0.005604,0.931467,0.008364,0.900000,0.005604,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,-2,2,0.079770,0.087477,0.042410,0.829002,0.003200,0.931467,0.004618,0.900000,0.003200,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,-1,0,0.334271,0.395521,0.183939,0.710515,0.040092,0.931467,0.046750,0.900000,0.040092,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,-1,1,0.249997,0.290322,0.142524,0.727163,0.025545,0.931467,0.030196,0.900000,0.025545,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,-1,2,0.177470,0.202810,0.115325,0.710355,0.016591,0.931467,0.019344,0.900000,0.016591,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,0,0,0.567440,0.635091,0.446246,0.641765,0.048766,0.931467,0.054709,0.900000,0.048766,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,0,1,0.498094,0.544735,0.408626,0.657323,0.033031,0.931467,0.037313,0.900000,0.033031,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,0,2,0.436461,0.467211,0.381698,0.640410,0.022198,0.931467,0.024890,0.900000,0.022198,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,1,0,0.795172,0.823469,0.740250,0.659970,0.019975,0.931467,0.022594,0.900000,0.019975,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,1,1,0.763994,0.783309,0.723720,0.675862,0.013356,0.931467,0.015231,0.900000,0.013356,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,1,2,0.736449,0.749047,0.712134,0.658716,0.008907,0.931467,0.010068,0.900000,0.008907,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,2,0,0.892963,0.909501,0.862857,0.645444,0.011874,0.931467,0.013341,0.900000,0.011874,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,2,1,0.875849,0.887238,0.853530,0.662148,0.008017,0.931467,0.009079,0.900000,0.008017,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,2,2,0.860573,0.868054,0.846861,0.646994,0.005362,0.931467,0.006029,0.900000,0.005362,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,top,3,0,0.948276,0.956807,0.934807,0.612241,0.006331,0.931467,0.007023,0.900000,0.006331,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,top,3,1,0.940344,0.946300,0.930457,0.624030,0.004372,0.931467,0.004870,0.900000,0.004372,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,top,3,2,0.933363,0.937362,0.927257,0.604293,0.002988,0.931467,0.003306,0.900000,0.002988,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,-3,0,0.127423,0.144617,0.046590,0.824601,0.007391,0.931467,0.010476,0.900000,0.007391,0.728116,0.150082,0.177557,0.018125,True
