year,catcher,pop_time,distance,lead,sprint,is_cs,is_sb,tracked,pitchout
2022,571912,1.505,48.46270600073194,31.396,27,0,1,1,0
2022,572287,1.452,50.01393852547692,28.759,30.1,1,0,1,0
2022,572287,1.518,45.53059444290097,31.928,29,0,1,1,0
2022,572287,NA,40.365157270312665,36.848,26.6,0,1,0,0
2022,572287,1.548,51.93051310782605,27.857,27.1,1,0,1,0
2022,575929,NA,37.60963542654101,39.925,28.6,0,1,0,0
2022,575929,1.466,47.272182072842114,30.645,27.8,1,0,1,0
2022,575929,NA,37.1713713463033,38.714,27.3,0,1,0,0
2022,592200,1.714,49.72319041064965,29.002,27,0,1,1,0
2022,592200,NA,36.407481244449706,41.468,28.8,0,1,0,0
2022,592663,1.402,44.90061738349681,34.461,28.6,0,1,1,0
2022,592663,1.384,46.16568876116189,31.95,28.6,0,1,1,0
2022,592663,NA,43.36023392850101,35.307,27.3,0,1,0,0
2022,592663,NA,45.76141424749224,33.624,30,0,1,0,0
2022,592663,NA,44.148601235807526,34.613,28.8,0,1,0,0
2022,595284,NA,52.285922587872825,28.8,28.6,0,1,0,0
2022,595284,1.499,47.91211044541757,31.533,27.9,0,1,1,0
2022,595453,NA,51.04786379284377,29.114,28.1,0,1,0,0
2022,595453,1.549,48.24480274212337,30.728,28.8,0,1,1,0
2022,595453,1.505,47.94405558811296,30.371,27.8,0,1,1,0
2022,595751,NA,48.41957797511959,31.421,25.1,0,1,0,0
2022,595751,NA,47.422541320674604,31.117,26.6,0,1,0,0
2022,595751,1.541,45.846870856027415,32.563,27.8,0,1,1,0
2022,595751,1.464,42.95215996215291,35.498,28.7,0,1,1,0
2022,595751,1.49,52.01500769499928,27.464,28.8,0,1,1,0
2022,595978,NA,33.52311993077257,43.59,28,0,1,0,0
2022,595978,1.559,50.08122675521726,29.161,27.3,1,0,1,0
2022,596117,1.524,51.5317639765352,28.561,28.1,0,1,1,0
2022,596142,1.533,43.47716038362401,34.401,27.4,0,1,1,0
2022,596142,1.487,47.445257543297465,31.728,28.3,1,0,1,0
2022,596142,NA,34.385825569862625,41.859,29.4,0,1,0,0
2022,596142,1.514,48.88598325230214,28.661,27.9,0,1,1,0
2022,605131,1.559,51.42062421817515,28.264,27.9,0,1,1,0
2022,605131,1.669,54.325982792510494,27.057,27.6,0,1,1,0
2022,605170,1.578,47.26442406026935,32.569,28.6,0,1,1,0
2022,605170,NA,37.17894276534007,40.821,28.2,0,1,0,0
2022,605170,NA,44.30877225794601,33.772,28.3,0,1,0,0
2022,605170,NA,40.54562666332361,36.114,27.9,0,1,0,0
2022,605170,1.559,53.047016274253124,26.214,28.3,0,1,1,0
2022,605244,1.454,49.48890717964163,30.608,29.2,0,1,1,0
2022,605244,NA,40.425787599484984,38.609,27.8,0,1,0,0
2022,605244,1.441,53.367364085114836,25.151,27.3,1,0,1,0
2022,606992,NA,41.70845694286139,36.511,27,0,1,0,0
2022,606992,1.52,46.61041555290135,30.854,30.4,0,1,1,0
2022,607732,1.609,46.24818202957473,33.895,27.7,0,1,1,0
2022,607732,NA,46.76486732212736,30.779,28.1,0,1,0,0
2022,608348,1.418,42.94616000999003,34.92,28.4,0,1,1,0
2022,608348,NA,43.991550222154906,31.505,29.1,0,1,0,0
2022,608348,NA,47.54101659966269,31.113,28.5,0,1,0,0
2022,608348,1.566,49.91522075926418,29.683,28,1,0,1,0
2022,608348,NA,37.03329386586544,41.048,28.4,0,1,0,0
2022,608348,1.513,48.737466719553275,30.112,27.3,0,1,1,0
2022,608348,NA,43.6622002931681,33.308,28.9,0,1,0,0
2022,608596,1.489,46.23507950272687,31.985,30.1,0,1,1,0
2022,608700,NA,48.727176551631615,30.916,28,0,1,0,0
2022,608700,NA,50.372285343320705,28.997,30.6,0,1,0,0
2022,608700,NA,42.09554252653752,37.937,28,0,1,0,0
2022,620443,1.574,47.494739310664585,31.471,27.6,0,1,1,0
2022,620443,1.627,47.931648644022346,30.711,28.6,0,1,1,0
2022,620443,1.516,46.810292823812325,31.035,29,0,1,1,0
2022,621512,1.458,45.725576425182766,33.23,27.7,0,1,1,0
2022,621512,NA,44.16511994202934,34.799,29.4,0,1,0,0
2022,621512,NA,40.59798666208408,38.616,26.5,0,1,0,0
2022,621512,NA,28.615592319482232,49.699,26.6,0,1,0,0
2022,621512,1.59,48.299165826722685,30.609,30,0,1,1,0
2022,621512,NA,50.3831239441144,27.733,29.5,0,1,0,0
2022,621512,1.534,48.89523940646574,29.882,28.3,0,1,1,0
2022,623168,NA,50.29298087729144,28.702,27.8,0,1,0,0
2022,624431,NA,69.16779620415521,17.139,26.4,0,1,0,0
2022,624431,1.537,46.15841299797361,32.928,28.1,0,1,1,0
2022,624512,NA,35.89770520838873,42.507,26.6,0,1,0,0
2022,624512,1.501,48.098684411409906,32.329,29.5,0,1,1,0
2022,624513,NA,49.91105722188074,28.082,30.2,0,1,0,0
2022,624513,NA,47.04135725022145,32.505,25.5,0,1,0,0
2022,641511,NA,51.151846432138555,26.946,28.5,0,1,0,0
2022,641511,NA,48.1214527250951,31.175,27.9,0,1,0,0
2022,641511,NA,47.63719725428606,30.111,28.5,0,1,0,0
2022,641680,1.55,50.484857815780096,28.002,28.2,0,1,1,0
2022,641680,NA,45.12014025813763,32.803,28,0,1,0,0
2022,641680,NA,65.06209922448964,19.623,28.3,0,1,0,0
2022,641680,1.534,43.60370091556249,35.077,27.8,0,1,1,0
2022,641680,NA,37.80493409340554,39.92,29.1,0,1,0,0
2022,641680,1.498,50.78204743092889,27.939,27.7,1,0,1,0
2022,641680,NA,37.15143491884217,41.864,27.9,0,1,0,0
2022,641680,NA,43.73744002962417,36.053,26.9,0,1,0,0
2022,641680,1.584,47.116058079245974,31.062,28.1,0,1,1,0
2022,641680,1.51,40.705051125584006,37.095,28.1,0,1,1,0
2022,642020,1.535,48.380734770172324,30.509,27.3,0,1,1,0
2022,642020,NA,41.69570981504034,37.688,28.3,0,1,0,0
2022,642020,NA,49.44204672682435,30.149,28.5,0,1,0,0
2022,642020,NA,42.87414718385349,35.988,29.8,0,1,0,0
2022,642336,NA,28.22855836130109,49.93,25.5,0,1,0,0
2022,642336,1.51,48.879312035201686,27.932,28.5,0,1,1,0
2022,642336,NA,43.525044257119724,35.169,27.9,0,1,0,0
2022,642336,1.689,46.61430232664477,30.269,27.9,0,1,1,0
2022,642336,1.65,40.6170627554527,35.96,30.4,0,1,1,0
2022,642336,1.734,55.63724589173648,25.81,28.8,1,0,1,0
2022,642851,NA,45.88794178669972,31.065,29.9,0,1,0,0
2022,642851,1.522,50.84909400371528,28.285,27.8,0,1,1,0
2022,643376,1.63,48.78660151555758,28.008,27.7,0,1,1,0
2022,643376,NA,46.8491002989033,31.426,27.5,0,1,0,0
2022,645444,1.515,45.2947585031531,32.81,28.5,0,1,1,0
2022,645444,NA,40.58674390191867,36.705,26.5,0,1,0,0
2022,645444,1.44,47.19772464826759,32.031,27.6,1,0,1,0
2022,645444,1.515,49.90453477612094,28.398,28.7,1,0,1,0
2022,645444,1.527,48.934189746521774,30.894,28.5,0,1,1,0
2022,650907,NA,41.23241112998622,36.693,26.6,0,1,0,0
2022,650907,NA,72.10615408329438,15.13,26.4,0,1,0,0
2022,650907,1.721,51.494574649005145,27.998,26.7,0,1,1,0
2022,656180,NA,53.76768768708871,27.722,26.1,0,1,0,0
2022,656180,NA,38.27046791293816,39.207,28.1,0,1,0,0
2022,656180,NA,48.573509925946325,31.398,28.6,0,1,0,0
2022,657136,NA,45.04528299510437,33.634,30.1,0,1,0,0
2022,657136,NA,43.994616047598,35.537,27.8,0,1,0,0
2022,657136,1.567,46.70766092115783,32.449,27.5,0,1,1,0
2022,657709,NA,49.482568780317166,30.207,28.6,0,1,0,0
2022,657709,1.597,46.91314000889235,30.41,28.8,0,1,1,0
2022,657709,NA,48.8221637993245,31.858,28.8,0,1,0,0
2022,657709,1.686,44.59141996495966,32.457,28.8,0,1,1,0
2022,660688,1.501,48.120940766623534,29.772,27.4,1,0,1,0
2022,660688,NA,48.05777710112202,30.773,27.8,0,1,0,0
2022,660688,NA,46.56133357088387,33.854,27.6,0,1,0,0
2022,660688,1.501,38.53397623955837,39.537,26.5,0,1,1,0
2022,660688,1.749,61.81861685803653,20.422,27.9,1,0,1,0
2022,661388,NA,52.179147024564756,28.444,27.3,0,1,0,0
2022,661388,1.534,49.51800908025482,29.95,29.5,1,0,1,0
2022,661388,NA,39.95980295530533,37.803,29.9,0,1,0,0
2022,661388,1.498,42.61809569651315,36.433,28.9,0,1,1,0
2022,661531,1.481,49.59355496099368,30.494,28,1,0,1,0
2022,661531,NA,38.308582865742785,38.897,28.5,0,1,0,0
2022,661531,NA,45.469002611002296,33.184,28.5,0,1,0,0
2022,661531,NA,49.87256405620545,28.997,29.5,0,1,0,0
2022,661531,1.6,44.171517629222066,34.362,29.2,0,1,1,0
2022,661531,1.585,42.68548800511614,35.229,29.7,0,1,1,0
2022,661531,1.491,52.324908803979056,26.128,29.7,1,0,1,0
2022,661531,1.543,52.91054594662415,27.046,28.5,0,1,1,0
2022,661531,NA,44.35607305917279,34.46,29.9,0,1,0,0
2022,663698,NA,45.561743200358855,32.022,28.1,0,1,0,0
2022,663698,1.535,47.37776002687875,32.463,28,0,1,1,0
2022,663698,NA,53.7077064546687,25.29,28.3,1,0,0,0
2022,663698,NA,43.39628393773076,34.82,27.8,0,1,0,0
2022,663698,1.726,56.39547917221181,25.067,28.7,1,0,1,0
2022,663698,NA,43.549013997942055,33.6,27.3,0,1,0,0
2022,663698,NA,52.19359723398402,28.223,27.8,0,1,0,0
2022,663698,NA,48.92729763371005,29.374,27.1,0,1,0,0
2022,663728,1.513,48.657965066997434,30.218,27.8,0,1,1,0
2022,663728,1.541,58.39314679347778,21.879,27.8,1,0,1,0
2022,663728,NA,44.19931282718074,32.337,28.5,0,1,0,0
2022,663728,NA,41.03145422677978,37.51,28.5,0,1,0,0
2022,663728,NA,48.49515455591239,30.147,29.1,0,1,0,0
2022,663728,1.479,51.16770719886933,26.528,29.8,0,1,1,0
2022,663728,NA,40.40764701093426,36.853,30,0,1,0,0
2022,663743,1.489,47.029343701745624,31.548,28.6,0,1,1,0
2022,663743,NA,43.528843940543055,34.243,27.3,0,1,0,0
2022,663743,1.527,52.80458311402615,25.932,28.1,1,0,1,0
2022,663743,1.472,50.94600672854593,28.676,27.2,1,0,1,0
2022,663743,1.467,47.51288783367684,30.543,28.3,0,1,1,0
2022,663886,NA,52.599644453112205,27.141,28.4,0,1,0,0
2022,663886,NA,45.39213254200996,33.395,28.7,0,1,0,0
2022,664731,1.518,44.653459391233454,34.206,26.9,0,1,1,0
2022,664731,NA,49.64379442548226,29.638,28.1,0,1,0,0
2022,664850,1.699,51.8664754300722,26.225,26.9,0,1,1,0
2022,664850,NA,40.61021246276733,36.237,27.9,0,1,0,0
2022,664874,1.57,48.40918903882515,30.232,29.3,0,1,1,0
2022,664874,NA,19.399558349217315,60.488,27,0,1,0,0
2022,664874,1.602,51.24916060709966,28.201,27.8,0,1,1,0
2022,664874,NA,42.35514223846407,36.147,25.4,0,1,0,0
2022,664874,1.553,54.30935528848464,26.802,27.3,1,0,1,0
2022,664874,1.529,52.76033071469772,27.92,27.8,0,1,1,0
2022,665861,1.414,46.40496055071428,30.847,28.4,0,1,1,0
2022,668663,1.663,48.93027351667299,30.953,28.8,0,1,1,0
2022,668663,1.715,50.664149324241244,28.916,28.6,0,1,1,0
2022,668800,NA,45.18102209900698,34.437,27.8,0,1,0,0
2022,668939,NA,40.02417226515985,36.712,29.1,0,1,0,0
2022,668939,1.577,46.762788202724806,30.905,27.3,0,1,1,0
2022,668939,NA,40.6171456778141,37.179,28.6,0,1,0,0
2022,668939,NA,37.90183539296208,41.002,27.5,0,1,0,0
2022,668939,1.45,43.56249505066907,35.181,28.3,0,1,1,0
2022,668939,1.505,53.237739579284394,24.837,28.3,1,0,1,0
2022,669004,1.531,53.49324865418479,26.442,28.2,0,1,1,0
2022,669004,1.621,47.655797599612676,31.332,24,0,1,1,0
2022,669004,NA,33.501984061337886,43.718,27.6,0,1,0,0
2022,669004,NA,48.66290614759819,29.407,29.7,0,1,0,0
2022,669004,NA,49.72442235006717,28.361,28.5,0,1,0,0
2022,669004,NA,34.04157027634061,42.336,29.4,0,1,0,0
2022,669004,NA,46.65770996423549,32.393,29.7,0,1,0,0
2022,669004,NA,41.58590888078436,35.647,28.9,0,1,0,0
2022,669087,1.456,48.7622824086559,31.927,25.4,1,0,1,0
2022,669087,1.64,48.87346882884248,29.359,26.9,0,1,1,0
2022,669087,1.451,49.43855701114895,28.033,28.6,0,1,1,0
2022,669087,NA,49.45169172184846,29.327,29.4,0,1,0,0
2022,669087,1.478,52.86271785738204,27.397,28.8,0,1,1,0
2022,669087,1.516,48.83472528491937,30.689,27.8,1,0,1,0
2022,669087,1.44,50.61843243758089,28.891,29.3,1,0,1,0
2022,669127,1.576,47.740141092847075,30.12,28.4,0,1,1,0
2022,669127,1.499,42.95439086198098,35.673,29.1,0,1,1,0
2022,669127,NA,50.37240650499317,29.005,27.6,0,1,0,0
2022,669134,NA,45.489187427323955,31.602,30.2,0,1,0,0
2022,669134,1.462,44.43994744643399,33.767,28.2,0,1,1,0
2022,669221,NA,33.71511036485804,44.446,27,0,1,0,0
2022,669221,NA,46.23807485156131,33.103,28.3,0,1,0,0
2022,669221,NA,35.50473550136289,42.371,27.6,0,1,0,0
2022,669221,1.401,42.550197006813114,33.545,29.4,1,0,1,0
2022,669257,1.452,46.23596952362923,33.35,27.8,0,1,1,0
2022,669257,1.588,43.69640206311373,34.625,25.1,0,1,1,0
2022,669257,1.567,46.758916044588084,31.425,27.9,0,1,1,0
2022,669257,NA,46.21241771855878,32.05,28.8,0,1,0,0
2022,669257,NA,50.03175251437709,28.495,28.6,0,1,0,0
2022,669257,NA,49.603287665912596,28.455,28.1,0,1,0,0
2022,672386,NA,43.34640794099103,35.209,27,0,1,0,0
2022,672386,1.46,45.09464836961188,33.205,28.6,0,1,1,0
2022,672386,NA,51.87416904729243,29.166,28.6,0,1,0,0
2022,672386,1.57,42.89788093531155,34.579,27.5,0,1,1,0
2022,672386,1.516,50.188304086430016,28.731,30.3,0,1,1,0
2022,672386,NA,45.59991427597594,33.494,30,0,1,0,0
2022,672515,1.644,55.36993645095898,24.045,30.1,0,1,1,0
2022,680777,1.511,50.816608193876924,27.321,27.8,1,0,1,0
2022,680777,NA,40.878631970674874,38.355,28.4,0,1,0,0
2022,680777,1.538,49.1266141469666,30.355,28.3,0,1,1,0
2022,686676,NA,61.682151410460364,20.171,28.8,0,1,0,0
2023,444489,NA,33.71418344106494,43.862,29.2,0,1,0,0
2023,455117,1.435,48.29379868647908,31.435,28.8,1,0,1,0
2023,455117,NA,44.301142275365464,32.799,28.6,0,1,0,0
2023,455117,NA,24.38678225002081,50.325,29.4,0,1,0,0
2023,455117,1.588,46.094865672193485,33.396,28.4,0,1,1,0
2023,455117,NA,37.61347277478537,40.593,28.4,0,1,0,0
2023,455117,NA,45.42318410946515,33.041,28.7,0,1,0,0
2023,455117,NA,44.48255234473706,34.747,28.3,0,1,0,0
2023,455117,NA,38.915244641239276,39.806,29.7,0,1,0,0
2023,455117,NA,45.99506026145324,32.548,28.2,0,1,0,0
2023,455117,NA,36.12912202366453,40.613,28.1,0,1,0,0
2023,455117,NA,40.38669420855665,38.239,27.9,0,1,0,0
2023,455117,1.515,51.74155966521134,27.939,29.5,0,1,1,0
2023,455117,NA,45.02158272226376,31.457,29.9,0,1,0,0
2023,455117,NA,46.68979479932393,31.681,29.9,0,1,0,0
2023,455117,NA,38.21486077939759,38.311,27.3,0,1,0,0
2023,506702,1.448,49.03789482650625,30.362,30.4,0,1,1,0
2023,518595,NA,45.74905296382073,33.517,30,0,1,0,0
2023,518595,NA,43.143697885177396,35.797,27.8,0,1,0,0
2023,518595,NA,42.52503641819455,34.258,27.5,0,1,0,0
2023,518595,1.497,44.29079305935205,34.709,28.4,0,1,1,0
2023,518595,NA,41.5427306538789,37.077,29.9,0,1,0,0
2023,518735,1.555,52.616001805988006,27.28,27.8,0,1,1,0
2023,518735,NA,53.868524096028914,24.42,29.1,0,1,0,0
2023,518735,1.65,49.06022251670255,29.739,29.7,0,1,1,0
2023,518735,NA,42.294061679253,35.907,28.3,0,1,0,0
2023,518735,NA,42.41053038528015,36.359,28.8,0,1,0,0
2023,518735,1.726,61.82294475930715,20.148,27.8,1,0,1,0
2023,518735,1.678,50.91326112733279,28.475,28.3,0,1,1,0
2023,518735,NA,37.05345387215633,38.831,28.4,0,1,0,0
2023,518735,1.655,49.84526445707699,28.868,28.3,0,1,1,0
2023,518735,NA,38.78756663707241,39.074,30.4,0,1,0,0
2023,518735,1.719,51.70745588967179,27.815,29.4,0,1,1,0
2023,518735,1.617,46.517186069280044,30.129,30.4,0,1,1,0
2023,518735,1.663,46.4498444752373,31.756,28.5,0,1,1,0
2023,521692,1.478,46.381125191535325,31.117,28.5,0,1,1,0
2023,521692,NA,40.5401491090881,36.506,28.4,0,1,0,0
2023,521692,1.491,43.548203870206095,35.044,28.9,0,1,1,0
2023,521692,1.602,49.812326158295384,28.968,27,0,1,1,0
2023,521692,1.668,50.64644177505919,28.295,29.1,0,1,1,0
2023,521692,NA,41.89342304585742,35.196,30.1,0,1,0,0
2023,521692,1.443,49.458030694688254,29.508,30.1,1,0,1,0
2023,521692,NA,46.14491188214285,31.562,29.4,0,1,0,0
2023,521692,NA,47.70239450699892,29.903,28.7,0,1,0,0
2023,521692,NA,42.386613607649934,35.519,29.9,0,1,0,0
2023,521692,1.49,46.776349905320664,32.506,29.7,0,1,1,0
2023,521692,1.493,49.69237765085721,28.473,29,0,1,1,0
2023,521692,1.559,47.81192972701675,31.458,29.4,0,1,1,0
2023,521692,NA,39.91068587535032,40.05,28.1,0,1,0,0
2023,542194,NA,41.87566060799268,36.44,27.9,0,1,0,0
2023,542194,1.508,52.99679516690348,26.322,28.9,1,0,1,0
2023,542194,NA,43.415136411369744,35.42,27,0,1,0,0
2023,542194,1.507,49.211522759669315,29.526,28.1,0,1,1,0
2023,542194,1.404,46.85915056644806,32.365,29.7,0,1,1,0
2023,542194,1.454,46.05880963525216,31.742,28,0,1,1,0
2023,542208,NA,45.51245492216413,30.667,29.6,0,1,0,0
2023,542208,NA,39.209290541079945,37.128,28.1,0,1,0,0
2023,542208,1.393,46.084563716781396,32.499,28.3,1,0,1,0
2023,543228,NA,33.85288090095272,44.4,28.2,0,1,0,0
2023,543228,NA,48.78877121994986,29.418,28.6,0,1,0,0
2023,543228,1.488,47.97388894491193,31.22,29.2,0,1,1,0
2023,543228,1.602,51.631755382218664,27.775,28.2,1,0,1,0
2023,543228,1.56,44.34716906282483,32.823,29.1,0,1,1,0
2023,543228,NA,44.68690699897344,33.61,29.1,0,1,0,0
2023,543228,1.544,51.282134112106924,28.903,28.2,1,0,1,0
2023,543228,NA,43.593716966926685,35.313,28,0,1,0,0
2023,543228,1.58,54.28365098096367,25.617,28.5,0,1,1,0
2023,543228,1.489,39.26112346434183,38.797,27.1,0,1,1,0
2023,543309,NA,40.11857246463049,38.207,27.8,0,1,0,0
2023,543309,1.735,45.02890499907592,34.151,27.9,0,1,1,0
2023,543309,1.462,50.718832737616026,27.925,28,0,1,1,0
2023,543309,1.651,46.925328844334814,32.465,28.3,0,1,1,0
2023,543309,1.409,49.33332868126932,31.332,26.8,1,0,1,0
2023,543309,NA,44.59833952008035,33.265,27.9,0,1,0,0
2023,543309,1.444,54.30110868721043,24.549,28.6,0,1,1,0
2023,543309,NA,47.600403437334585,32.151,28.2,0,1,0,0
2023,543309,NA,38.704946339842486,39.51,29.1,0,1,0,0
2023,543309,NA,48.744924337341125,31.289,28.6,0,1,0,0
2023,543510,NA,44.55562729104085,34.928,29,0,1,0,0
2023,543510,1.454,43.24373501081233,34.51,28,0,1,1,0
2023,543510,1.491,48.43021481492709,31.538,28,0,1,1,0
2023,543510,1.565,45.6362206675975,33.264,28.1,0,1,1,0
2023,543510,1.563,47.854783678495394,30.98,26.4,0,1,1,0
2023,543592,1.669,46.13783809879486,33.473,27.6,0,1,1,0
2023,543592,1.526,52.073264260766656,26.495,28.5,0,1,1,0
2023,543592,1.469,47.98764090907625,31.709,28.2,1,0,1,0
2023,543592,NA,42.398614684175676,35.54,29.7,0,1,0,0
2023,543592,NA,28.477104793057265,48.725,26.2,0,1,0,0
2023,543877,NA,43.66541114289124,34.771,28.5,0,1,0,0
2023,543877,1.372,47.38345797068248,30.987,29.9,0,1,1,0
2023,543877,NA,44.27949793530816,34.217,28.2,0,1,0,0
2023,543877,1.442,43.97368721268124,35.016,26.8,1,0,1,0
2023,543877,1.491,47.642562726993496,31.937,27.5,1,0,1,0
2023,543877,NA,38.32891891267327,38.691,28.7,0,1,0,0
2023,543877,1.408,53.30652635272222,25.509,29.1,1,0,1,0
2023,543877,NA,46.25173917884722,31.911,28.2,0,1,0,0
2023,543877,NA,50.756076535798286,27.919,29.9,0,1,0,0
2023,543877,NA,47.82292061956027,31.942,28.4,0,1,0,0
2023,553869,NA,44.15803805168832,33.375,28.6,0,1,0,0
2023,553869,NA,41.14570387471042,37.613,27.3,0,1,0,0
2023,553869,1.501,52.00217129398399,26.536,29,0,1,1,0
2023,553869,NA,40.13728551541478,37.376,28.6,0,1,0,0
2023,553869,1.439,51.271420389275924,28.61,29.7,1,0,1,0
2023,553869,1.425,48.93957845097722,30.257,26.8,0,1,1,0
2023,553869,1.529,51.769676570190036,26.815,29.6,0,1,1,0
2023,553869,1.791,59.44811078784386,22.867,27.4,1,0,1,0
2023,553869,1.484,46.23074197807716,31.407,27,0,1,1,0
2023,553869,1.485,53.47337597976915,27.194,29.3,0,1,1,0
2023,553869,NA,26.559776528116654,50.392,27.3,0,1,0,0
2023,553869,NA,52.59606777302312,27.966,27.6,0,1,1,0
2023,553869,NA,39.24424019535118,39.137,26.9,0,1,0,0
2023,553869,1.446,47.63789581164679,28.657,29.9,0,1,1,0
2023,553869,1.44,44.821497110747195,33.304,28.8,0,1,1,0
2023,553869,NA,50.31655980934141,30.459,30.1,0,1,0,0
2023,553882,NA,44.36958765057053,34.94,28.2,0,1,0,0
2023,553882,NA,42.719738412347915,34.406,26.9,0,1,0,0
2023,553882,NA,42.769068643087465,34.054,28.1,0,1,0,0
2023,553882,1.494,49.27161639235774,29.937,28.8,1,0,1,0
2023,553882,1.443,47.51738647346155,31.531,29.1,0,1,1,0
2023,553882,1.646,46.7463583466,31.235,30.2,0,1,1,0
2023,571466,1.577,47.72985309878572,31.363,27.3,1,0,1,0
2023,571466,1.442,44.59253390684631,33.801,27.7,0,1,1,0
2023,571912,NA,43.398224265865956,35.493,26.3,0,1,0,0
2023,571912,1.507,52.7443315436485,26.877,29.4,1,0,1,0
2023,571912,1.68,56.69853151710841,24.619,26.8,0,1,1,0
2023,571912,1.514,47.27485756812327,30.853,28.1,0,1,1,0
2023,571912,1.598,52.353001995204764,26.601,29.3,0,1,1,0
2023,572287,NA,39.6203289020629,37.28,28.5,0,1,0,0
2023,572287,1.541,48.80326004991897,30.741,29,0,1,1,0
2023,575929,NA,45.2287877846429,31.589,28.6,0,1,0,0
2023,575929,1.466,44.67394460310954,32.912,28.2,0,1,1,0
2023,575929,1.537,47.25747431316903,31.01,29.1,0,1,1,0
2023,575929,NA,46.800890705329664,29.663,27.8,0,1,0,0
2023,575929,NA,41.12822528152989,37.225,28.5,0,1,0,0
2023,575929,1.648,51.796299666564614,26.549,30,0,1,1,0
2023,592200,NA,43.857720248753466,34.575,28.5,0,1,0,0
2023,592200,NA,49.40364837918374,29.83,29.7,0,1,0,0
2023,592200,1.528,48.93940839444456,31.2,28.1,0,1,1,0
2023,592663,1.451,44.389347564756065,33.087,28.7,0,1,1,0
2023,592663,1.477,44.93947527467271,32.372,29.7,0,1,1,0
2023,592663,NA,47.83639225436363,30.567,29.5,0,1,0,0
2023,592663,1.432,46.180058957528374,32.162,27.9,0,1,1,0
2023,592663,1.407,50.00238006983989,28.074,28,0,1,1,0
2023,592663,1.488,46.08096173167473,31.132,29,0,1,1,0
2023,592663,NA,38.87777183218308,38.583,26.7,0,1,0,0
2023,592663,NA,45.927309246389854,31.979,30,0,1,0,0
2023,592663,1.361,53.299373538169164,27.178,28.2,1,0,1,0
2023,592663,NA,47.50673012885513,32.554,26.6,0,1,0,0
2023,592663,NA,40.868996654415625,36.25,28.3,0,1,0,0
2023,592663,1.452,49.039913035324915,29.561,29.7,0,1,1,0
2023,592663,NA,47.44167977495225,32.312,27.2,0,1,0,0
2023,592663,1.341,47.77433386957679,32.653,28.1,0,1,1,0
2023,595453,1.557,49.019384990467906,27.881,28.6,0,1,1,0
2023,595453,NA,49.36984984541381,28.568,27.8,0,1,0,0
2023,595956,NA,38.055696408330654,41.783,27.3,0,1,0,0
2023,595956,1.52,49.02097986520576,28.939,28.4,0,1,1,0
2023,595956,NA,48.555261210302056,28.527,27.8,0,1,0,0
2023,595956,NA,41.64064069350562,37.329,28.9,0,1,0,0
2023,595978,NA,44.465287535205476,34.862,27.2,0,1,0,0
2023,595978,NA,39.00821711075541,36.363,28.4,0,1,0,0
2023,595978,NA,53.75437472944692,26.037,29.9,0,1,0,0
2023,595978,NA,37.35748286790842,41.619,28.1,0,1,0,0
2023,595978,NA,43.1680407513425,34.344,27.3,0,1,0,0
2023,595978,NA,28.137580892478415,50.374,27.8,0,1,0,0
2023,595978,NA,40.688910628586704,36.872,28.8,0,1,0,0
2023,595978,NA,45.71292027204696,32.098,29.4,0,1,0,0
2023,595978,NA,35.75347818424728,38.556,28.8,0,1,0,0
2023,596117,NA,44.0171242308421,36.066,28.3,0,1,0,0
2023,596117,NA,44.55382668422951,34.392,28.8,0,1,0,0
2023,596117,1.524,46.6166374554431,31.13,26.9,0,1,1,0
2023,596142,1.6,51.23610215862721,28.816,28.1,0,1,1,0
2023,596142,1.474,48.966727147115634,29.756,26.7,0,1,1,0
2023,596142,1.428,41.24853518661994,37.388,28.7,0,1,1,0
2023,596142,1.399,45.99706544929007,32.667,29.4,0,1,1,0
2023,596142,1.466,47.869223997425564,30.182,27.9,0,1,1,0
2023,596142,NA,45.00746163727606,33.618,30.2,0,1,0,0
2023,596142,1.451,47.176911089735526,31.625,28.8,1,0,1,0
2023,605131,NA,49.24063588363651,27.695,28.1,0,1,0,0
2023,605131,1.457,51.878006631427034,27.634,28.5,0,1,1,0
2023,605131,1.625,48.2006153715642,30.565,28.2,0,1,1,0
2023,605131,NA,47.92887990166494,30.699,28.2,0,1,0,0
2023,605131,NA,40.94752412727027,37.254,26.7,0,1,0,0
2023,605131,NA,41.783509234193374,37.153,27.9,0,1,0,0
2023,605131,NA,47.51376902622385,29.492,29,0,1,0,0
2023,605131,NA,67.12490638260431,20.294,28.4,0,1,0,0
2023,605131,NA,46.31076442184755,32.001,30.1,0,1,0,0
2023,605131,NA,44.805338815875594,30.559,27.7,0,1,0,0
2023,605131,NA,40.941867824263916,35.8,28.6,0,1,0,0
2023,605131,NA,40.506641597777325,36.057,29.6,0,1,0,0
2023,605170,NA,44.284999108284325,33.97,27.8,0,1,0,0
2023,605170,NA,43.36013381601768,34.083,28.2,0,1,0,0
2023,605170,NA,50.11964661247023,29.549,28.6,0,1,0,0
2023,605170,1.588,50.99962723526737,28.464,28,0,1,1,0
2023,605170,NA,44.307655497593025,36.118,28.1,0,1,0,0
2023,606992,NA,43.156190865543394,34.032,30.1,0,1,0,0
2023,606992,1.579,51.356472740161024,26.741,28.4,0,1,1,0
2023,606992,1.493,50.34153544106653,28.251,29.1,0,1,1,0
2023,606992,NA,42.50005765338608,35.596,29.9,0,1,0,0
2023,606992,NA,42.913890408872625,32.802,28,0,1,0,0
