season,runner_id,catcher_id,pop_time,pop_n,sprint_speed,caught
2024,680869,543510,1.98,38,28.7,0
2024,663853,553869,1.9,33,28.9,0
2024,676609,680728,2.04,13,28.3,0
2024,664983,657136,1.95,46,29.8,0
2024,663457,663728,1.95,70,27.0,1
2025,702616,657136,1.97,32,28.6,1
2025,681481,663728,1.97,55,27.1,1
2025,663897,660688,2.0,42,28.4,0
2025,665750,660688,2.0,42,28.8,0
2025,666160,663743,1.93,48,28.5,0
2025,670764,665966,1.92,63,28.2,1
2025,672695,455117,1.98,31,27.2,1
2025,682177,607732,2.0,36,27.9,0
2025,664702,663698,1.99,39,29.4,0
2025,641355,656577,1.9,18,28.2,0
2025,666139,665966,1.92,63,28.1,0
2021,668227,521692,1.97,28,28.7,1
2024,673962,650907,1.94,8,27.3,0
2021,665862,596142,1.95,25,29.1,1
2021,570256,668800,2.0,13,27.2,1
2021,543063,669257,1.96,56,25.8,1
2021,624641,553882,2.0,47,29.7,0
2022,670764,543228,1.97,28,28.8,0
2022,594777,663728,1.99,47,25.4,1
2022,456715,543592,2.01,36,28.3,0
2022,593871,664874,1.97,14,28.1,1
2022,643396,455139,2.04,20,28.4,0
2022,663457,605170,2.01,34,28.2,0
2023,665923,542194,1.87,39,29.6,0
2023,664040,643376,1.99,30,27.3,0
2023,666211,672386,1.98,48,27.1,1
2023,666182,673237,1.9,35,27.1,0
2023,680911,542208,1.98,13,29.0,1
2023,680118,595453,1.99,18,30.3,0
2023,650559,657136,1.92,60,27.7,1
2023,677551,596117,1.87,18,27.5,0
2023,682928,657136,1.92,60,28.6,0
2023,665923,668800,2.01,33,29.6,0
2023,677594,455117,1.93,55,29.6,0
2023,518934,672386,1.98,48,25.7,0
2023,657656,668670,1.95,30,27.9,1
2023,657088,660688,2.06,64,28.2,0
2024,687263,650907,1.94,8,28.2,0
2024,668885,681351,2.02,59,28.3,0
2024,592206,641680,1.98,70,27.4,1
2024,657136,668670,1.93,30,28.4,0
2024,669016,641680,1.98,70,28.2,1
2024,666139,666023,1.88,23,28.4,0
2024,669016,669221,1.95,39,28.2,0
2024,665926,605131,2.0,27,28.9,0
2024,668952,668832,2.0,18,27.5,0
2024,621493,686676,1.85,46,26.8,0
2025,668804,663743,1.93,48,28.1,0
2025,687363,620443,1.87,29,30.2,0
2025,802415,455117,1.98,31,29.6,1
2025,682829,696100,1.95,45,29.1,0
2025,677951,665966,1.92,63,30.2,0
2025,608070,623168,1.92,38,28.4,0
2025,678011,663728,1.97,55,26.7,0
2025,672640,686780,1.93,52,28.5,1
2025,687263,543309,2.03,45,28.1,0
2025,647304,691019,1.96,31,24.4,0
2025,669288,641598,2.04,23,29.2,0
2025,682663,650968,2.0,24,26.7,0
2025,572233,518595,2.0,33,26.2,0
2025,668930,543309,2.03,45,28.9,0
2025,686681,681351,2.0,50,26.0,0
2021,592192,641598,2.03,15,27.8,0
2021,640457,435559,1.99,26,27.5,0
2021,641313,595956,2.03,14,28.2,0
2021,665155,643376,1.94,12,27.1,0
2021,663611,425877,1.91,24,28.0,1
2021,596019,624513,2.01,28,27.8,0
2021,669242,661388,2.01,11,28.9,0
2021,664057,605170,2.02,28,29.3,0
2021,660271,680777,2.03,34,28.8,1
2021,543257,672386,1.94,15,27.7,0
2022,543877,545358,2.03,33,25.5,1
2021,640457,435559,1.99,26,27.5,0
2022,663656,663728,1.99,47,26.7,0
2022,622761,669127,1.93,14,30.1,0
2022,663656,669221,1.89,33,26.7,1
2022,668843,620443,2.0,20,27.4,1
2023,542932,682626,1.94,57,29.3,0
2023,668942,605131,2.01,29,26.7,0
2023,643217,542194,1.87,39,27.3,0
2023,543760,663728,1.96,66,28.7,0
2023,660271,572287,2.04,33,27.8,0
2023,545341,663743,2.01,44,27.4,1
2023,656716,664874,2.0,28,28.5,0
2023,664983,553869,1.93,51,30.0,0
2023,669242,521692,1.98,26,28.8,0
2023,665742,607732,1.97,41,26.8,0
2023,683146,518595,1.97,39,27.3,0
2023,665923,592663,1.83,50,29.6,0
2023,656448,596142,1.9,24,28.5,0
2023,680911,665804,1.98,17,29.0,0
2023,680757,518595,1.97,39,28.1,0
2023,666971,553869,1.93,51,27.1,0
2024,641343,664874,1.97,10,27.2,0
2024,669707,592663,1.85,39,28.5,0
2024,679032,663698,2.0,35,30.1,0
2024,641584,686676,1.85,46,28.3,0
2024,650859,641680,1.98,70,26.9,0
2024,682998,681351,2.02,59,29.6,0
2024,682998,665561,1.87,6,29.6,0
2024,666139,663728,1.95,70,28.4,0
2024,630105,641680,1.98,70,27.7,0
2024,696285,686780,1.93,39,29.7,0
2024,643396,669134,1.97,25,27.8,0
2024,669003,666310,1.97,38,29.5,0
2024,686765,543510,1.98,38,27.7,0
2024,681393,665804,2.04,50,29.3,0
2024,607680,661531,1.98,7,28.4,0
2024,673237,521692,2.01,24,27.1,0
2024,663538,686452,1.94,12,28.4,0
2025,656775,660688,2.0,42,28.4,0
2025,671277,682626,1.93,35,26.5,0
2025,669257,682663,1.99,53,27.3,0
2025,642180,663698,1.99,39,28.1,1
2025,622761,660688,2.0,42,29.3,0
2025,656775,686780,1.93,52,28.4,0
2025,593428,661388,1.96,46,27.6,0
2025,671221,687221,1.93,15,27.6,1
2025,670764,691019,1.96,31,28.2,0
2025,694192,641598,2.04,23,29.2,0
2025,663897,666023,1.9,35,28.4,0
2025,687231,641598,2.04,23,28.2,0
2025,687515,663743,1.93,48,28.6,0
2025,663330,680777,1.98,34,28.1,0
2025,642715,663743,1.93,48,28.0,0
2025,668930,668800,2.0,13,28.9,0
2025,663968,623168,1.92,38,29.1,0
2021,665862,600474,1.97,23,29.1,0
2021,571788,543877,1.98,43,26.2,0
2021,656555,543510,2.01,35,26.4,0
2021,641505,543877,1.98,43,28.6,0
2021,592626,425877,1.91,24,26.9,1
2021,664238,641680,1.99,25,28.4,0
2021,669256,553869,1.95,20,29.0,1
2022,516782,645444,1.94,11,28.0,0
2022,622534,518735,2.09,29,27.9,0
2022,643393,571466,1.99,38,26.3,0
2022,669242,621512,1.96,30,28.7,0
2022,547180,645444,1.94,11,27.6,0
2022,593428,663728,1.99,47,27.9,0
2022,542364,621512,1.96,30,27.1,1
2022,656305,542194,1.89,19,28.4,1
2022,680700,596142,1.93,29,27.8,0
2023,665862,592663,1.83,50,28.4,0
2023,663837,672386,1.98,48,29.1,1
2023,542932,592663,1.83,50,29.3,0
2023,624641,663728,1.96,66,29.2,0
2023,606466,669127,1.9,68,27.7,0
2023,596059,660688,2.06,64,26.8,0
2023,663697,605170,2.06,31,27.8,0
2023,665161,572287,2.04,33,29.4,1
2023,666134,592200,1.99,13,28.4,0
2023,682829,605170,2.06,31,30.5,0
2023,660670,661388,1.95,47,28.0,0
2023,686681,665804,1.98,17,27.3,0
2023,641355,672515,1.9,33,28.3,0
2023,642731,553869,1.93,51,28.1,0
2023,596019,663743,2.01,44,28.1,0
2024,656582,668939,1.96,55,26.9,0
2024,686668,592663,1.85,39,29.3,0
2024,660271,663743,1.93,60,28.1,0
2024,666158,621512,1.93,27,27.7,0
2024,677594,673237,1.97,73,29.6,0
2024,663728,668832,2.0,18,26.6,0
2024,676391,543510,1.98,38,28.4,0
2024,655316,641680,1.98,70,27.6,0
2024,677008,624431,2.07,44,28.5,0
2024,596019,553869,1.9,33,27.6,0
2024,657041,661388,1.96,58,29.3,1
2024,672642,681351,2.02,59,28.9,1
2024,686823,663886,2.02,64,28.2,1
2024,676609,668670,1.93,30,28.3,1
2025,608701,686780,1.93,52,26.7,0
2025,641680,666163,1.96,19,25.2,0
2025,656305,681351,2.0,50,28.1,0
2025,670764,669224,1.97,42,28.2,0
2025,642201,607732,2.0,36,29.9,0
2025,694671,665966,1.92,63,28.9,0
2025,621439,693307,1.94,60,30.2,0
2025,663368,663698,1.99,39,29.1,0
2025,805300,696100,1.95,45,28.1,1
2025,687637,669224,1.97,42,28.9,1
2025,573262,680862,2.0,9,26.9,0
2021,542340,608348,1.98,21,27.3,0
2021,444482,605131,2.06,21,27.6,1
2021,595777,553882,2.0,47,26.2,0
2021,668731,455117,1.96,32,28.8,1
2021,519299,553882,2.0,47,25.5,0
2021,650402,455117,1.96,32,27.0,0
2021,668942,669257,1.96,56,27.6,1
2021,663757,519390,2.09,18,28.8,0
2021,642180,641470,2.02,30,29.1,0
2021,641584,624512,1.97,14,27.7,0
2021,516782,488771,1.97,11,28.5,0
2021,664983,624513,2.01,28,30.4,1
2022,623205,455117,1.92,40,29.1,0
2022,669222,660688,2.0,46,28.7,0
2022,660821,592663,1.82,44,27.3,0
2022,543877,596142,1.93,29,25.5,1
2022,663656,545358,2.03,33,26.7,0
2023,664761,518735,2.08,69,26.6,0
2023,668942,660688,2.06,64,26.7,0
2023,686894,666165,2.0,21,28.9,0
2023,669222,642851,1.91,23,28.3,1
2023,607208,608348,1.96,23,30.3,0
2023,608701,672386,1.98,48,27.1,0
2023,664023,518735,2.08,69,27.7,0
2023,668930,660688,2.06,64,29.4,0
2023,641355,663886,2.01,36,28.3,0
2023,663630,686676,1.91,17,28.7,0
2023,542364,641680,1.97,57,27.2,0
2023,682928,643376,1.99,30,28.6,0
2023,680700,669221,1.9,53,28.0,0
2023,672820,624512,1.98,21,27.6,1
2024,642350,672275,1.85,58,29.9,1
2024,657041,669127,1.91,70,29.3,1
2024,662139,521692,2.01,24,28.5,0
2024,670623,624431,2.07,44,25.9,1
2024,669261,665804,2.04,50,28.3,0
2024,641343,665804,2.04,50,27.2,0
2024,595281,686676,1.85,46,28.7,0
2024,621439,666023,1.88,23,29.7,0
2024,672580,686676,1.85,46,27.9,0
2024,666176,669127,1.91,70,28.8,0
2024,682928,686780,1.93,39,28.5,0
2024,669364,592663,1.85,39,28.4,0
2024,673548,518735,2.09,31,28.3,0
2024,641658,595978,1.94,19,29.8,0
2024,664023,518735,2.09,31,27.9,0
2024,671732,668670,1.93,30,27.6,0
2024,678882,624431,2.07,44,28.8,0
2024,661388,518735,2.09,31,26.4,0
2024,694671,642136,2.01,15,29.8,0
2025,696285,623168,1.92,38,29.3,1
2025,680776,663728,1.97,55,29.1,0
2025,665862,595978,1.94,21,27.6,0
2025,687263,663728,1.97,55,28.1,1
2025,677951,663728,1.97,55,30.2,0
2025,677942,553869,1.91,25,28.8,0
2025,682998,640902,1.93,13,29.8,0
2025,671732,663886,1.99,35,26.9,0
2025,687597,553869,1.91,25,28.7,0
2025,807712,543309,2.03,45,28.7,0
2021,673490,624513,2.01,28,28.4,0
2021,643396,488771,1.97,11,28.0,0
2021,446334,669257,1.96,56,26.1,0
2021,664056,575929,1.91,37,29.4,0
2021,571788,545358,2.02,25,26.2,0
2021,641343,543309,1.94,28,27.4,0
2021,664774,669257,1.96,56,26.5,0
2021,542364,641598,2.03,15,27.5,0
2022,643289,664850,2.05,7,28.2,1
2022,623205,455117,1.92,40,29.1,0
2022,624428,543309,1.95,22,26.8,0
2022,572204,663698,1.97,22,27.7,0
2023,680757,624431,1.99,18,28.1,0
2023,686823,518735,2.08,69,28.3,1
2023,624512,543309,1.98,43,25.9,1
2023,669016,661388,1.95,47,28.6,0
2023,643217,682626,1.94,57,27.3,0
2023,641355,571912,1.93,36,28.3,0
2023,668930,553869,1.93,51,29.4,0
2023,621020,641511,1.99,27,28.4,0
2023,502054,663886,2.01,36,27.8,0
2023,664238,663886,2.01,36,27.7,0
2023,664702,608348,1.96,23,29.2,0
2023,664983,455117,1.93,55,30.0,1
2024,622569,663728,1.95,70,27.3,1
2024,545361,650907,1.94,8,28.9,0
2024,663697,669134,1.97,25,28.0,0
2024,676801,671056,1.99,28,28.7,0
2024,608385,620443,1.87,19,26.1,1
2024,656811,643376,1.99,38,27.8,0
2023,672356,518735,2.08,69,28.0,1
2024,607680,596142,1.96,20,28.4,0
2024,680776,643376,1.99,38,29.6,0
2024,641313,665561,1.87,6,27.1,1
2024,624641,605131,2.0,27,29.2,0
2024,669261,686780,1.93,39,28.3,0
2024,623912,681351,2.02,59,28.0,0
2024,444482,682626,1.92,37,26.9,0
2024,687263,605131,2.0,27,28.2,0
2024,642715,671056,1.99,28,27.4,0
2024,663368,592663,1.85,39,29.6,0
2025,681962,673237,1.95,72,28.3,0
2025,502671,607732,2.0,36,26.1,0
2025,543760,642136,2.0,38,28.5,0
2025,670231,663743,1.93,48,28.9,0
2025,645277,641680,2.01,44,27.2,0
2025,665862,686780,1.93,52,27.6,0
2025,682998,666163,1.96,19,29.8,0
2021,683734,620443,2.0,9,26.4,0
2021,664913,455117,1.96,32,28.1,0
2021,665862,592663,1.84,16,29.1,1
2021,621020,553882,2.0,47,28.3,0
2021,592325,606992,1.94,21,27.8,1
2021,596103,575929,1.91,37,28.4,0
2021,592696,593590,1.9,7,27.4,0
2021,605548,624431,2.08,29,29.4,0
2021,664702,624431,2.08,29,29.3,0
2022,672284,572287,2.03,13,27.3,0
2022,664023,669257,1.93,32,27.9,1
2022,541645,592663,1.82,44,28.3,0
2022,673490,596142,1.93,29,28.4,0
2022,665750,518735,2.09,29,29.3,1
2022,656305,641680,1.99,46,28.4,1
2022,682928,592663,1.82,44,29.0,0
2022,656941,543592,2.01,36,26.4,0
2022,514888,592663,1.82,44,28.1,1
2023,683002,543309,1.98,43,28.8,0
2023,467793,592200,1.99,13,25.9,0
2023,502054,668670,1.95,30,27.8,1
2023,643396,682626,1.94,57,27.7,0
2023,666152,664874,2.0,28,29.2,0
2023,621035,518595,1.97,39,28.3,0
2023,678894,668800,2.01,33,29.3,1
2023,668930,663743,2.01,44,29.4,0
2024,666152,681351,2.02,59,29.4,0
2024,668942,607732,1.96,44,27.0,0
2024,595777,643376,1.99,38,26.5,0
2024,672515,672275,1.85,58,27.2,1
2024,663538,621512,1.93,27,28.4,0
2024,665828,664874,1.97,10,27.4,1
2024,665926,672386,2.0,55,28.9,0
2024,663993,666023,1.88,23,26.4,0
2024,657041,607732,1.96,44,29.3,1
2024,657041,686780,1.93,39,29.3,1
2024,695391,681351,2.02,59,27.2,1
2024,592626,665804,2.04,50,25.5,0
2024,673357,521692,2.01,24,28.8,1
2024,669242,663728,1.95,70,27.9,0
2024,665833,542194,1.9,29,28.8,0
2024,670042,641680,1.98,70,28.9,0
2024,624413,592663,1.85,39,26.1,0
2025,683737,669257,1.94,53,26.5,0
2025,668930,669224,1.97,42,28.9,0
2025,670042,689414,2.0,38,28.7,1
2025,609280,663743,1.93,48,26.9,0
2025,657656,681351,2.0,50,27.8,0
2025,665833,455117,1.98,31,29.2,0
2025,665833,665561,1.88,24,29.2,0
2025,666969,596142,1.91,9,27.0,0
2025,593871,543309,2.03,45,27.1,0
2025,687597,680779,1.89,25,28.7,0
2021,641432,455117,1.96,32,26.2,1
2021,656371,519390,2.09,18,25.9,1
2022,621453,595978,1.95,39,27.7,0
2022,605548,595978,1.95,39,29.3,0
2022,642350,641680,1.99,46,30.3,0
2022,664913,620443,2.0,20,27.8,0
2022,665862,553869,1.94,28,29.3,0
2022,664983,518595,1.99,36,30.1,1
2022,660271,641680,1.99,46,28.2,1
2022,621446,543228,1.97,28,28.9,0
2022,518692,608348,1.98,39,26.9,1
2022,571771,624431,1.99,29,26.9,1
2023,641584,543228,1.99,45,28.0,1
2023,607043,543592,1.97,28,28.0,0
2023,668227,657136,1.92,60,28.4,0
2023,643217,606992,1.99,15,27.3,0
2023,605170,669127,1.9,68,25.0,0
2023,676694,669257,1.91,56,29.2,0
2023,677951,680777,1.95,27,30.5,0
2023,643565,518595,1.97,39,27.3,0
2023,596019,543510,2.01,25,28.1,0
2023,658668,666310,1.94,44,28.6,1
2024,665487,575929,1.97,29,28.4,0
2024,621493,663743,1.93,60,26.8,1
2024,605141,672275,1.85,58,26.7,0
2024,650859,663886,2.02,64,26.9,0
2024,664314,518595,1.98,37,28.7,1
2024,664314,642136,2.01,15,28.7,0
2024,683011,543877,1.96,32,28.6,0
2024,663656,681351,2.02,59,26.0,0
2024,542932,663728,1.95,70,29.0,1
2024,676609,521692,2.01,24,28.3,0
2024,600869,607732,1.96,44,27.4,0
2024,682829,543228,1.98,12,30.0,0
2024,676609,673237,1.97,73,28.3,1
2024,657041,665804,2.04,50,29.3,0
2024,696285,669224,1.98,45,29.7,0
2024,663538,518735,2.09,31,28.4,0
2024,664728,663698,2.0,35,27.9,0
2025,683011,623168,1.92,38,28.3,1
2025,593428,663728,1.97,55,27.6,0
2025,656582,650968,2.0,24,27.0,0
2025,687401,690924,2.0,14,28.7,0
2025,621439,642136,2.0,38,30.2,0
2025,681297,643376,2.0,60,27.4,0
2025,647304,518595,2.0,33,24.4,0
2025,664023,700337,1.95,46,27.4,0
2025,649966,681351,2.0,50,26.0,1
2025,664238,673237,1.95,72,27.7,0
2021,596146,444489,1.94,21,27.4,0
2021,614177,596142,1.95,25,26.1,0
2021,666182,595284,1.94,15,28.0,0
2021,657041,575929,1.91,37,29.0,0
2021,593428,572287,1.95,28,27.7,0
2021,666969,545358,2.02,25,28.4,0
2022,669374,455139,2.04,20,27.5,0
2022,677594,596142,1.93,29,29.7,0
2022,596142,543877,1.94,37,25.2,0
2022,543305,595978,1.95,39,27.9,0
2022,666971,543309,1.95,22,27.3,0
2022,570481,518595,1.99,36,28.0,0
2022,621550,605170,2.01,34,27.8,0
2022,669701,660688,2.0,46,28.2,0
2022,660757,571466,1.99,38,28.8,0
2023,680757,669127,1.9,68,28.1,0
2023,457705,624512,1.98,21,28.4,0
2023,457705,673237,1.9,35,28.4,0
2023,543807,543510,2.01,25,27.8,0
2023,673490,666165,2.0,21,28.5,0
2023,545350,553869,1.93,51,28.8,0
2023,516782,608348,1.96,23,27.1,0
2023,665862,592663,1.83,50,28.4,0
2023,663656,666310,1.94,44,26.6,0
2023,643396,607732,1.97,41,27.7,0
2023,640492,672275,1.87,51,29.6,1
2023,643396,657136,1.92,60,27.7,0
2024,681082,553869,1.9,33,29.1,0
2024,543807,669224,1.98,45,28.1,0
2024,622569,666310,1.97,38,27.3,0
2024,679032,663886,2.02,64,30.1,0
2024,641857,663743,1.93,60,25.9,1
2024,681082,672386,2.0,55,29.1,0
2024,453568,669134,1.97,25,27.4,0
2024,656716,542194,1.9,29,28.4,0
2024,516782,672515,1.89,26,27.1,0
2024,676694,680777,1.93,40,28.9,0
2024,677594,455117,1.97,17,29.6,0
2024,668885,666163,1.92,47,28.3,0
2024,657041,686780,1.93,39,29.3,0
2024,665506,669221,1.95,39,28.5,0
2024,680776,641680,1.98,70,29.6,0
2024,666971,518735,2.09,31,26.6,0
2024,641343,607732,1.96,44,27.2,0
2025,802415,669224,1.97,42,29.6,0
2025,641355,643376,2.0,60,28.2,0
2025,668930,669127,1.89,67,28.9,0
2025,668930,700337,1.95,46,28.9,1
2025,667472,669257,1.94,53,28.4,0
2025,810938,660688,2.0,42,28.1,0
2025,687597,663743,1.93,48,28.7,0
2025,682928,696100,1.95,45,28.2,0
2025,687401,608348,1.95,39,28.7,1
2025,668930,608348,1.95,39,28.9,0
2025,681624,696100,1.95,45,28.1,1
2025,647304,553869,1.91,25,24.4,0
2025,592663,641598,2.04,23,28.4,0
2025,642715,656577,1.9,18,28.0,0
2025,665742,624431,2.0,47,25.8,0
2025,666152,663743,1.93,48,29.3,0
2025,683002,700250,2.07,10,28.5,0
2021,607208,519390,2.09,18,30.6,0
2021,670084,444489,1.94,21,29.1,1
2021,503556,669221,1.9,31,26.8,0
2021,641914,553869,1.95,20,27.0,0
2021,545350,518595,2.03,14,28.8,0
2022,621020,543228,1.97,28,28.4,0
2022,516782,657709,2.08,21,28.0,0
2022,643396,657136,1.92,15,28.4,0
2022,664029,669221,1.89,33,27.6,0
2023,662139,624431,1.99,18,28.1,0
2023,595879,543510,2.01,25,28.1,0
2023,669364,660688,2.06,64,28.2,0
2023,650489,455117,1.93,55,28.6,0
2023,571771,607732,1.97,41,26.9,1
2023,656775,571912,1.93,36,28.0,1
2023,606132,543228,1.99,45,28.7,0
2023,664702,518735,2.08,69,29.2,0
2023,608671,682626,1.94,57,29.0,0
2023,678009,571912,1.93,36,29.0,0
2023,622761,668800,2.01,33,30.1,0
2024,671739,673237,1.97,73,28.3,1
2024,677951,668670,1.93,30,30.5,1
2024,673490,665561,1.87,6,28.3,1
2024,680728,645305,1.96,18,25.5,1
2024,673357,592200,2.0,31,28.8,0
2024,645302,681351,2.02,59,27.8,0
2024,687263,641680,1.98,70,28.2,0
2025,543807,700250,2.07,10,28.0,0
2025,682829,663743,1.93,48,29.1,0
2025,677951,608348,1.95,39,30.2,0
2025,668904,669257,1.94,53,26.8,0
2025,664728,686948,1.95,63,27.8,0
2025,682928,673237,1.95,72,28.2,0
2025,673357,663728,1.97,55,29.0,0
2025,607208,661388,1.96,46,30.3,0
2025,656716,595978,1.94,21,28.3,1
2021,622534,435559,1.99,26,28.6,0
2021,602074,663886,1.97,22,28.2,0
2021,621453,575929,1.91,37,28.4,0
2021,608336,669257,1.96,56,27.4,0
2025,677951,608348,1.95,39,30.2,0
2021,516416,543592,2.01,18,27.3,0
2021,670032,641598,2.03,15,28.2,1
2022,545341,669257,1.93,32,28.0,0
2022,622761,545358,2.03,33,30.1,0
2022,665862,645444,1.94,11,29.3,0
2022,608703,643376,1.98,22,27.4,0
2022,608070,606992,1.95,29,28.5,0
2022,662139,596117,1.91,17,28.0,0
2022,575929,543877,1.94,37,27.5,1
2022,664728,571466,1.99,38,28.0,0
2022,608070,664874,1.97,14,28.5,1
2022,645302,669257,1.93,32,28.8,0
2022,621020,592663,1.82,44,28.4,1
2022,669257,543592,2.01,36,27.5,0
2022,641658,642020,1.9,11,29.4,0
2022,656941,672386,1.99,27,26.4,0
2022,664702,641680,1.99,46,29.3,0
2023,656541,660688,2.06,64,28.9,0
2023,641857,592663,1.83,50,25.8,1
2023,664983,672275,1.87,51,30.0,0
2023,640449,657136,1.92,60,27.7,1
2023,660670,595956,1.97,30,28.0,0
2023,686668,543309,1.98,43,29.9,0
2023,666165,663886,2.01,36,27.4,1
2023,664983,669257,1.91,56,30.0,0
2023,686823,605131,2.01,29,28.3,0
2023,694497,669127,1.9,68,29.6,0
2023,596115,672386,1.98,48,28.8,0
2022,542364,543877,1.94,37,27.1,1
2024,607043,608348,1.97,51,28.0,0
2024,657041,592663,1.85,39,29.3,0
2024,694192,671056,1.99,28,29.7,0
2024,677587,668670,1.93,30,26.8,0
2024,596019,672275,1.85,58,27.6,1
2024,678882,669221,1.95,39,28.8,1
2024,673548,656577,1.96,26,28.3,0
2024,664056,542194,1.9,29,28.2,1
2024,608070,643376,1.99,38,28.2,0
2024,666139,663728,1.95,70,28.4,0
2024,457705,663886,2.02,64,26.8,0
2024,669234,543877,1.96,32,26.6,0
2024,668709,642020,1.97,15,27.6,1
2024,682928,542194,1.9,29,28.5,1
2024,608671,669127,1.91,70,28.5,0
2024,665161,663886,2.02,64,29.8,0
2024,606192,665804,2.04,50,28.6,0
2024,681807,668670,1.93,30,26.2,0
2025,665926,665966,1.92,63,28.0,0
2025,668227,605170,2.05,28,27.7,0
2025,680577,693307,1.94,60,28.5,0
2025,669003,669087,1.98,11,29.0,0
2025,663604,663698,1.99,39,30.1,0
2025,547180,663698,1.99,39,27.0,0
2025,621438,660688,2.0,42,29.3,0
2025,680862,605170,2.05,28,27.5,0
2025,808975,521692,1.93,17,28.7,0
2025,665833,620443,1.87,29,29.2,0
2025,669707,690924,2.0,14,28.8,0
2025,676609,693307,1.94,60,28.3,0
2021,572008,605131,2.06,21,28.1,0
2021,457705,457763,2.0,26,28.7,0
2021,519299,543510,2.01,35,25.5,0
2021,660670,425877,1.91,24,29.4,0
2021,649966,624513,2.01,28,26.5,0
2021,544725,575929,1.91,37,28.4,0
2021,444876,519390,2.09,18,27.5,0
2022,670764,543877,1.94,37,28.8,0
2022,680977,605170,2.01,34,27.2,1
2022,669720,543877,1.94,37,27.8,0
2022,671277,605170,2.01,34,27.0,1
2022,642708,596142,1.93,29,29.4,1
2022,642423,519390,2.12,7,29.5,0
2022,668942,663698,1.97,22,27.3,0
2022,670276,641680,1.99,46,27.7,0
2022,656775,595978,1.95,39,28.5,0
2023,444482,672515,1.9,33,27.0,1
2023,663538,642851,1.91,23,28.5,1
2023,678246,641511,1.99,27,27.9,0
2023,670156,657136,1.92,60,28.6,0
2023,664702,592663,1.83,50,29.2,1
2023,686217,605131,2.01,29,28.6,0
2023,677951,665804,1.98,17,30.5,0
2023,680757,650907,1.87,11,28.1,0
2023,657041,669257,1.91,56,29.3,0
2024,660670,592663,1.85,39,27.7,0
2024,657041,592663,1.85,39,29.3,0
2024,682928,605131,2.0,27,28.5,0
2024,686823,608348,1.97,51,28.2,1
2024,672275,621512,1.93,27,25.2,0
2024,667452,669127,1.91,70,28.5,0
2024,514888,643376,1.99,38,27.1,0
2024,668930,663886,2.02,64,29.3,0
2024,677588,665804,2.04,50,28.1,0
2024,672640,669257,1.94,57,28.7,0
2024,670764,643376,1.99,38,27.8,0
2025,669701,642851,1.96,19,27.5,0
2025,676694,680777,1.98,34,28.2,0
2025,679032,689414,2.0,38,30.1,0
2025,608324,700337,1.95,46,26.0,1
2025,676391,681351,2.0,50,28.6,1
2025,642201,660688,2.0,42,29.9,0
2025,676609,665966,1.92,63,28.3,0
2025,686555,543877,1.94,39,27.7,1
2025,642731,661388,1.96,46,27.8,1
2025,663728,669127,1.89,67,26.0,1
2025,808982,680779,1.89,25,28.2,0
2025,672695,641680,2.01,44,27.2,0
2025,680869,693307,1.94,60,28.0,1
2021,673490,669257,1.96,56,28.4,0
2021,592178,543510,2.01,35,27.9,1
2021,624424,656180,1.98,13,27.0,0
2021,663538,680777,2.03,34,28.8,0
2021,643393,488771,1.97,11,26.8,0
2022,519203,571466,1.99,38,25.5,0
2025,687597,661388,1.96,46,28.7,1
2022,665650,663698,1.97,22,29.1,0
2022,660636,575929,1.93,23,27.3,1
2022,670032,680777,1.98,25,27.7,0
2022,622761,672515,1.92,14,30.1,0
2022,543760,435559,2.07,16,28.8,0
2022,607208,543592,2.01,36,30.3,0
2022,596019,661388,1.97,18,27.6,0
2022,669352,642336,1.95,24,30.3,0
2022,676701,669257,1.93,32,26.8,0
2022,669004,595978,1.95,39,27.8,1
2023,642715,669134,1.97,10,27.6,0
2023,642731,607732,1.97,41,28.1,0
2023,650489,605170,2.06,31,28.6,0
2023,677594,660688,2.06,64,29.6,0
2023,660670,607732,1.97,41,28.0,0
2023,596115,668670,1.95,30,28.8,0
2023,669127,660688,2.06,64,28.4,0
2023,665926,669257,1.91,56,29.2,0
2023,643446,518595,1.97,39,27.4,0
2023,664314,657136,1.92,60,29.3,0
2023,682829,668670,1.95,30,30.5,0
2024,575929,455117,1.97,17,27.1,0
2024,514888,663728,1.95,70,27.1,0
2024,592885,671056,1.99,28,28.5,0
2024,683737,518735,2.09,31,27.3,0
2024,592348,521692,2.01,24,26.9,0
2024,668930,571912,1.97,27,29.3,0
2024,641487,656577,1.96,26,26.8,0
2024,694671,666163,1.92,47,29.8,1
2024,607043,663698,2.0,35,28.0,0
2022,543760,435559,2.07,16,28.8,0
2024,681082,673237,1.97,73,29.1,0
2024,677951,595978,1.94,19,30.5,0
2024,606192,680728,2.04,13,28.6,0
2024,663538,607732,1.96,44,28.4,0
2024,683002,669224,1.98,45,28.9,1
2024,665161,663728,1.95,70,29.8,0
2024,673357,668670,1.93,30,28.8,0
2024,657077,663698,2.0,35,26.7,0
2025,679032,696100,1.95,45,30.1,0
2025,575929,686948,1.95,63,27.5,0
2025,663647,682626,1.93,35,27.2,0
2025,647304,672275,1.86,44,24.4,0
2025,502671,663728,1.97,55,26.1,0
2025,624428,661388,1.96,46,26.6,1
2025,671221,691019,1.96,31,27.6,1
2025,608369,596142,1.91,9,25.3,0
2025,691026,645444,2.0,25,28.4,0
2025,677951,663743,1.93,48,30.2,0
