season,runner_id,catcher_id,pop_time,pop_n,sprint_speed,caught
2022,542932,660688,2.0,46,29.5,0
2022,671739,660688,2.0,46,29.4,0
2022,649557,519390,2.12,7,27.7,0
2022,643217,642336,1.95,24,27.6,0
2022,671739,455117,1.92,40,29.4,0
2022,656775,455117,1.92,40,28.5,0
2022,621563,641680,1.99,46,27.3,1
2022,669701,435559,2.07,16,28.2,0
2022,605141,543592,2.01,36,27.4,1
2023,683011,543877,1.95,35,28.4,0
2023,665926,660688,2.06,64,29.2,0
2023,673548,605131,2.01,29,28.5,1
2023,664983,596117,1.87,18,30.0,0
2023,677551,542208,1.98,13,27.5,1
2023,683011,624512,1.98,21,28.4,0
2023,666139,543592,1.97,28,28.7,0
2023,668709,664874,2.0,28,27.2,0
2023,686823,666023,1.93,27,28.3,0
2023,643393,672275,1.87,51,26.2,0
2023,622569,666023,1.93,27,27.9,0
2023,664314,672515,1.9,33,29.3,0
2023,660670,660688,2.06,64,28.0,0
2024,677951,681351,2.02,59,30.5,0
2024,681624,543309,2.02,44,28.3,0
2024,677951,681351,2.02,59,30.5,0
2024,696100,592200,2.0,31,28.0,0
2024,606466,669134,1.97,25,27.1,0
2024,608070,663728,1.95,70,28.2,0
2024,666624,661388,1.96,58,27.3,1
2024,668227,624431,2.07,44,28.1,1
2024,681460,641680,1.98,70,29.1,0
2024,691718,661388,1.96,58,30.0,0
2024,670042,643376,1.99,38,28.9,0
2024,500743,518735,2.09,31,25.8,0
2023,666969,455117,1.93,55,27.3,0
2024,664983,592200,2.0,31,29.8,0
2024,663897,691011,1.94,11,28.6,0
2024,682998,592200,2.0,31,29.6,0
2021,608070,572287,1.95,28,28.1,0
2021,656185,592663,1.84,16,28.1,0
2021,641933,575929,1.91,37,29.6,0
2021,669242,669257,1.96,56,28.9,0
2021,622534,543877,1.98,43,28.6,1
2022,682928,608348,1.98,39,29.0,1
2022,547180,663728,1.99,47,27.6,0
2022,668227,668939,1.93,24,28.8,0
2022,665482,606992,1.95,29,27.9,0
2023,516416,543877,1.95,35,27.4,0
2023,672695,543592,1.97,28,27.2,0
2023,543760,669127,1.9,68,28.7,0
2023,663368,666310,1.94,44,30.0,0
2023,607208,553882,2.0,25,30.3,0
2023,676801,666310,1.94,44,28.2,0
2023,664983,543877,1.95,35,30.0,0
2023,680869,672386,1.98,48,29.0,0
2023,660644,624512,1.98,21,26.9,1
2023,665923,663728,1.96,66,29.6,1
2023,664059,669127,1.9,68,29.2,0
2024,695578,682626,1.92,37,28.7,0
2025,694192,643376,2.0,60,29.2,0
2025,672580,657136,1.97,32,27.9,0
2025,702616,665966,1.92,63,28.6,0
2025,622761,657136,1.97,32,29.3,0
2025,663604,686948,1.95,63,30.1,0
2025,682829,608348,1.95,39,29.1,1
2025,656716,700337,1.95,46,28.3,0
2025,593871,665966,1.92,63,27.1,0
2025,690993,623168,1.92,38,28.0,1
2025,686452,543877,1.94,39,27.4,0
2025,672640,669224,1.97,42,28.5,0
2025,802415,672275,1.86,44,29.6,0
2025,695578,592663,1.86,50,27.8,1
2025,645302,669127,1.89,67,28.1,0
2025,677942,669257,1.94,53,28.8,0
2025,665862,665966,1.92,63,27.6,0
2025,696030,673237,1.95,72,28.5,0
2025,596115,669127,1.89,67,28.6,0
2025,687637,700337,1.95,46,28.9,0
2021,500743,425877,1.91,24,26.6,0
2021,596103,592663,1.84,16,28.4,0
2021,646240,641680,1.99,25,27.1,1
2021,660162,656180,1.98,13,27.8,0
2021,608070,668800,2.0,13,28.1,1
2021,665487,425784,1.97,15,29.2,0
2021,516782,592663,1.84,16,28.5,0
2021,669288,664874,2.04,13,28.3,0
2022,592273,605131,2.06,17,27.0,1
2022,592206,553869,1.94,28,27.7,0
2022,665161,641680,1.99,46,29.4,0
2022,592885,660688,2.0,46,28.1,0
2022,596451,592200,2.01,13,29.5,1
2022,642708,669087,2.0,11,29.4,0
2022,542340,543592,2.01,36,26.8,0
2022,656775,642336,1.95,24,28.5,0
2022,570731,624512,1.97,34,27.0,0
2022,641553,571466,1.99,38,29.1,0
2023,673357,521692,1.98,26,28.7,0
2023,543807,543877,1.95,35,27.8,1
2023,592206,608348,1.96,23,27.2,0
2023,542932,663728,1.96,66,29.3,0
2023,682998,672275,1.87,51,30.1,0
2023,807799,669127,1.9,68,26.2,0
2023,641584,669257,1.91,56,28.0,0
2023,671221,543228,1.99,45,28.7,0
2023,671739,666165,2.0,21,28.8,0
2023,681481,543309,1.98,43,28.1,0
2023,642731,666310,1.94,44,28.1,0
2023,640492,669257,1.91,56,29.6,0
2023,666182,650907,1.87,11,27.1,0
2023,666139,672386,1.98,48,28.7,0
2023,679032,553882,2.0,25,29.5,0
2023,666971,592663,1.83,50,27.1,0
2024,641584,660688,2.06,57,28.3,1
2024,607680,592663,1.85,39,28.4,0
2024,668715,669134,1.97,25,28.2,0
2024,665742,668939,1.96,55,26.8,0
2024,672640,553869,1.9,33,28.7,0
2024,673490,571912,1.97,27,28.3,0
2024,682928,607732,1.96,44,28.5,1
2024,671277,656577,1.96,26,27.2,0
2024,676609,669224,1.98,45,28.3,0
2024,668709,672386,2.0,55,27.6,1
2024,666624,668939,1.96,55,27.3,0
2024,605141,681351,2.02,59,26.7,0
2024,606115,607732,1.96,44,25.6,0
2024,665750,624431,2.07,44,28.5,0
2024,681082,682626,1.92,37,29.1,1
2025,677951,605170,2.05,28,30.2,1
2025,679032,680862,2.0,9,30.1,1
2025,622761,665966,1.92,63,29.3,0
2025,687401,592663,1.86,50,28.7,0
2025,807713,641598,2.04,23,29.0,0
2025,607208,624431,2.0,47,30.3,0
2025,694192,689414,2.0,38,29.2,0
2025,682668,663886,1.99,35,29.6,0
2021,605141,605170,2.02,28,27.2,0
2021,571976,624513,2.01,28,28.3,0
2021,518586,669221,1.9,31,28.1,0
2021,592450,669221,1.9,31,27.7,1
2022,641313,642336,1.95,24,28.4,0
2022,647351,542194,1.89,19,28.0,0
2022,670764,543877,1.94,37,28.8,1
2022,666182,596117,1.91,17,27.5,0
2022,660670,621512,1.96,30,28.5,1
2022,656448,661531,2.0,27,28.6,0
2022,656185,425877,2.05,19,28.3,0
2023,681082,607732,1.97,41,28.8,0
2023,656775,669127,1.9,68,28.0,0
2023,660670,643376,1.99,30,28.0,0
2023,677594,641680,1.97,57,29.6,0
2023,682928,543592,1.97,28,28.6,0
2023,680776,672275,1.87,51,29.5,1
2023,621438,669134,1.97,10,28.8,0
2023,670042,543309,1.98,43,28.8,0
2023,543760,543877,1.95,35,28.7,1
2023,677941,666310,1.94,44,29.2,1
2023,666181,666310,1.94,44,28.8,0
2023,624428,660688,2.06,64,26.5,0
2024,650489,608348,1.97,51,27.9,0
2024,677951,668670,1.93,30,30.5,0
2024,592885,663743,1.93,60,28.5,0
2024,687263,666310,1.97,38,28.2,1
2024,695578,682626,1.92,37,28.7,1
2024,642715,663698,2.0,35,27.4,0
2024,641658,668939,1.96,55,29.8,1
2025,672640,624431,2.0,47,28.5,0
2025,682622,682663,1.99,53,29.0,0
2025,672640,645444,2.0,25,28.5,0
2025,696030,641598,2.04,23,28.5,0
2025,694497,641598,2.04,23,29.0,0
2025,686668,700337,1.95,46,29.5,0
2025,657557,543877,1.94,39,26.5,0
2025,802415,663728,1.97,55,29.6,1
2025,656716,680777,1.98,34,28.3,0
2025,666160,605170,2.05,28,28.5,0
2021,605141,553869,1.95,20,27.2,1
2021,664728,641680,1.99,25,28.3,0
2021,543257,543877,1.98,43,27.7,0
2021,621563,608596,2.04,26,27.9,0
2021,543281,592663,1.84,16,26.8,0
2021,543063,608348,1.98,21,25.8,0
2022,669701,572287,2.03,13,28.2,0
2022,592450,642336,1.95,24,27.3,0
2022,669242,575929,1.93,23,28.7,0
2022,680776,595978,1.95,39,29.2,0
2022,646240,642336,1.95,24,25.6,1
2022,656775,543228,1.97,28,28.5,0
2022,656555,661388,1.97,18,25.9,0
2022,543939,608348,1.98,39,26.2,0
2022,656716,642020,1.9,11,28.3,0
2023,668939,641680,1.97,57,27.0,1
2023,677950,506702,1.96,11,28.8,0
2023,660162,572287,2.04,33,26.4,0
2023,571745,663743,2.01,44,26.7,0
2023,672580,669257,1.91,56,28.2,0
2023,672284,542194,1.87,39,28.0,0
2023,572233,682626,1.94,57,26.4,0
2023,660670,682626,1.94,57,28.0,1
2023,623205,691016,1.97,8,28.4,0
2024,608324,666310,1.97,38,26.7,0
2024,650489,664874,1.97,10,27.9,0
2024,668227,672386,2.0,55,28.1,0
2024,596019,642136,2.01,15,27.6,0
2024,680118,571912,1.97,27,29.6,0
2024,680977,605131,2.0,27,27.0,1
2024,656305,543309,2.02,44,28.7,0
2024,669707,671056,1.99,28,28.5,0
2025,665833,643376,2.0,60,29.2,0
2025,596115,623168,1.92,38,28.6,0
2025,671739,680777,1.98,34,28.5,0
2025,694374,608348,1.95,39,28.2,0
2025,677951,643376,2.0,60,30.2,0
2025,666182,665966,1.92,63,26.1,0
2025,701358,642136,2.0,38,29.3,0
2025,691718,660688,2.0,42,29.5,0
2025,676391,650968,2.0,24,28.6,1
2025,671289,660688,2.0,42,28.5,1
2025,630105,669257,1.94,53,28.1,0
2025,672695,691019,1.96,31,27.2,1
2025,621020,666023,1.9,35,28.5,0
2025,663538,666023,1.9,35,28.6,0
2025,608070,607732,2.0,36,28.4,0
2025,621439,666023,1.9,35,30.2,0
2025,676609,623168,1.92,38,28.3,0
2025,621020,663698,1.99,39,28.5,0
2025,686217,608348,1.95,39,28.9,0
2021,666969,596142,1.95,25,28.4,0
2021,669242,553882,2.0,47,28.9,0
2021,656541,660688,2.09,6,28.9,0
2021,664056,575929,1.91,37,29.4,0
2022,622761,542194,1.89,19,30.1,1
2022,657656,543877,1.94,37,27.6,1
2022,677951,571912,1.96,31,30.3,1
2023,665828,680777,1.95,27,27.8,0
2023,657041,572287,2.04,33,29.3,0
2023,670764,518735,2.08,69,28.2,0
2023,666150,596117,1.87,18,26.4,1
2023,680574,661388,1.95,47,29.0,1
2023,680757,608348,1.96,23,28.1,0
2023,682641,605131,2.01,29,27.7,0
2023,665161,592200,1.99,13,29.4,0
2023,673490,663728,1.96,66,28.5,0
2023,624413,665804,1.98,17,26.0,0
2023,670770,666310,1.94,44,28.3,0
2023,682998,642851,1.91,23,30.1,0
2023,666134,656024,1.99,12,28.4,0
2023,677950,543228,1.99,45,28.8,0
2024,656582,553882,2.04,18,26.9,0
2024,673548,666163,1.92,47,28.3,0
2024,672284,668670,1.93,30,27.9,0
2024,687263,668832,2.0,18,28.2,0
2024,607680,669127,1.91,70,28.4,0
2024,593160,682626,1.92,37,29.0,0
2024,621438,669127,1.91,70,28.9,0
2024,642715,691011,1.94,11,27.4,0
2024,665487,673237,1.97,73,28.4,0
2024,664040,672386,2.0,55,27.2,1
2025,663647,663743,1.93,48,27.2,0
2025,680577,671056,2.0,6,28.5,0
2025,682998,542963,1.93,5,29.8,0
2025,628451,518595,2.0,33,27.5,0
2025,656941,666163,1.96,19,25.9,0
2025,694192,605170,2.05,28,29.2,0
2025,641355,641680,2.01,44,28.2,1
2025,681082,682663,1.99,53,28.8,0
2025,802415,669224,1.97,42,29.6,0
2025,683011,691019,1.96,31,28.3,0
2025,673490,608348,1.95,39,27.6,1
2025,695336,663728,1.97,55,28.4,0
2021,663757,425877,1.91,24,28.8,0
2021,664057,519390,2.09,18,29.3,1
2021,607208,543510,2.01,35,30.6,0
2021,606192,572287,1.95,28,28.5,1
2021,658668,664874,2.04,13,29.2,0
2021,666176,624431,2.08,29,29.9,0
2021,516416,669257,1.96,56,27.3,1
2021,650489,668800,2.0,13,28.7,1
2021,596103,553882,2.0,47,28.4,0
2021,664702,553882,2.0,47,29.3,0
2021,609275,595978,1.95,27,28.4,0
2022,543939,575929,1.93,23,26.2,0
2022,642201,592663,1.82,44,30.0,0
2022,622761,571466,1.99,38,30.1,0
2022,621020,663743,1.93,23,28.4,0
2022,621550,543309,1.95,22,27.8,1
2022,660670,657709,2.08,21,28.5,0
2022,677951,642336,1.95,24,30.3,0
2022,592325,543228,1.97,28,27.9,0
2022,630105,660688,2.0,46,28.2,0
2022,686681,543592,2.01,36,27.1,0
2022,669720,543877,1.94,37,27.8,1
2022,670032,571466,1.99,38,27.7,0
2022,543807,669087,2.0,11,28.3,0
2022,605548,455139,2.04,20,29.3,0
2023,622761,624512,1.98,21,30.1,0
2023,678225,663886,2.01,36,29.7,0
2023,665862,682626,1.94,57,28.4,0
2023,592885,605131,2.01,29,28.1,0
2023,670042,672386,1.98,48,28.8,0
2023,640492,607732,1.97,41,29.6,1
2023,681546,682626,1.94,57,28.9,1
2023,669743,553882,2.0,25,28.8,1
2023,678225,543228,1.99,45,29.7,0
2023,665742,455117,1.93,55,26.8,0
2023,665862,669221,1.9,53,28.4,0
2023,680118,673237,1.9,35,30.3,0
2024,624512,681351,2.02,59,25.5,0
2024,457759,607732,1.96,44,25.4,1
2024,642708,669224,1.98,45,29.0,0
2024,677587,644433,1.92,9,26.8,0
2024,592518,681351,2.02,59,25.8,0
2024,592192,686452,1.94,12,27.8,0
2024,693049,663728,1.95,70,26.6,1
2024,657088,592200,2.0,31,28.8,1
2024,681624,608348,1.97,51,28.3,1
2024,608070,596117,1.88,22,28.2,0
2024,682829,666163,1.92,47,30.0,0
2024,687363,680777,1.93,40,30.0,0
2024,500743,608348,1.97,51,25.8,1
2024,593428,666163,1.92,47,27.4,0
2025,542932,543309,2.03,45,28.3,0
2025,666624,686948,1.95,63,28.0,0
2025,621439,693307,1.94,60,30.2,0
2025,681624,682663,1.99,53,28.1,0
2025,647304,592663,1.86,50,24.4,0
2025,621438,686948,1.95,63,29.3,0
2025,681962,686780,1.93,52,28.3,0
2025,691023,682663,1.99,53,28.7,0
2025,673357,665561,1.88,24,29.0,0
2025,596115,673237,1.95,72,28.6,0
2025,686475,691019,1.96,31,28.9,1
2021,595281,521692,1.97,28,29.2,0
2021,593428,643376,1.94,12,27.7,0
2021,621453,595284,1.94,15,28.4,0
2021,547180,607732,2.03,29,27.8,1
2021,456715,457763,2.0,26,28.7,0
2021,660271,596142,1.95,25,28.8,0
2021,605548,518735,2.06,29,29.4,1
2021,640458,595956,2.03,14,28.9,0
2021,641355,518595,2.03,14,28.0,0
2022,605141,605244,1.95,15,27.4,0
2022,456715,592663,1.82,44,28.3,1
2022,516782,518595,1.99,36,28.0,1
2022,670032,624512,1.97,34,27.7,0
2022,516416,543592,2.01,36,27.7,0
2022,605421,543592,2.01,36,24.5,0
2022,608369,518735,2.09,29,26.2,0
2022,622682,672515,1.92,14,27.6,1
2022,663845,605244,1.95,15,26.3,0
2022,671739,668663,2.05,8,29.4,0
2022,665833,661531,2.0,27,29.9,0
2022,668942,571912,1.96,31,27.3,0
2022,668942,596117,1.91,17,27.3,1
2022,607208,663698,1.97,22,30.3,0
2022,664728,606992,1.95,29,28.0,1
2022,572204,661531,2.0,27,27.7,0
2023,516782,663743,2.01,44,27.1,1
2023,666915,642336,1.95,24,28.1,0
2023,663697,669221,1.9,53,27.8,0
2023,643289,669221,1.9,53,28.1,0
2023,677649,669127,1.9,68,29.1,1
2023,595879,668939,1.91,51,28.1,0
2023,622534,673237,1.9,35,28.3,1
2023,663368,669127,1.9,68,30.0,1
2023,678225,682626,1.94,57,29.7,0
2023,665828,553869,1.93,51,27.8,0
2023,676059,542194,1.87,39,28.9,0
2023,656775,672515,1.9,33,28.0,0
2023,545121,669257,1.91,56,27.0,0
2023,573262,642851,1.91,23,27.0,0
2023,624512,543510,2.01,25,25.9,0
2024,672284,592663,1.85,39,27.9,1
2024,650402,661531,1.98,7,26.6,0
2024,669224,672386,2.0,55,26.7,0
2024,668227,686676,1.85,46,28.1,0
2024,663368,657136,1.95,46,29.6,0
2024,669720,686676,1.85,46,27.1,1
2024,691026,571912,1.97,27,28.8,1
2024,691026,663886,2.02,64,28.8,1
2024,592450,543877,1.96,32,26.8,0
2024,641584,661388,1.96,58,28.3,0
2024,663538,592200,2.0,31,28.4,0
2024,656413,686780,1.93,39,29.1,0
2024,608671,669127,1.91,70,28.5,0
2024,665926,686676,1.85,46,28.9,1
2024,681393,680777,1.93,40,29.3,1
2024,680118,660688,2.06,57,29.6,0
2025,669242,686948,1.95,63,28.4,0
2025,650333,608348,1.95,39,26.5,0
2025,657557,542963,1.93,5,26.5,0
2024,592450,543877,1.96,32,26.8,0
2025,687363,624431,2.0,47,30.2,0
2025,608671,592663,1.86,50,29.3,0
2025,621020,700337,1.95,46,28.5,0
2025,673357,682626,1.93,35,29.0,0
2025,671739,665966,1.92,63,28.5,0
2025,677594,543877,1.94,39,29.2,1
2025,641857,668800,2.0,13,26.7,1
2025,665487,687221,1.93,15,28.6,0
2025,702616,669224,1.97,42,28.6,0
2025,673490,669127,1.89,67,27.6,0
2025,805249,682626,1.93,35,29.4,0
2025,669397,663698,1.99,39,27.4,1
2021,657656,455117,1.96,32,27.6,1
2021,641856,506702,2.05,18,27.6,0
2021,665742,575929,1.91,37,27.0,1
2021,608671,575929,1.91,37,28.5,0
2021,669289,608700,2.09,26,27.3,0
2021,578428,553869,1.95,20,28.2,1
2021,608070,606992,1.94,21,28.1,0
2022,623993,543877,1.94,37,26.6,1
2022,668227,620443,2.0,20,28.8,1
2022,642180,592663,1.82,44,29.1,0
2022,664029,455117,1.92,40,27.6,0
2022,543305,605170,2.01,34,27.9,0
2023,621020,605170,2.06,31,28.4,1
2023,664702,663728,1.96,66,29.2,0
2023,676801,518735,2.08,69,28.2,0
2023,663647,553869,1.93,51,27.1,0
2023,660271,605170,2.06,31,27.8,0
2023,621020,455117,1.93,55,28.4,0
2023,518692,543877,1.95,35,26.7,0
2023,807799,543592,1.97,28,26.2,0
2023,650559,672275,1.87,51,27.7,0
2023,677594,669221,1.9,53,29.6,0
2023,677951,664874,2.0,28,30.5,1
2023,676609,596142,1.9,24,29.0,1
2023,676609,607732,1.97,41,29.0,0
2023,670770,521692,1.98,26,28.3,0
2023,683011,682626,1.94,57,28.4,0
2023,518692,669127,1.9,68,26.7,0
2023,657136,668670,1.95,30,28.3,0
2023,666139,666310,1.94,44,28.7,0
2023,673490,663743,2.01,44,28.5,1
2023,650489,595956,1.97,30,28.6,0
2023,668930,607732,1.97,41,29.4,0
2024,808982,666163,1.92,47,28.4,0
2024,678662,672386,2.0,55,28.1,0
2024,666182,553869,1.9,33,27.3,0
2024,608385,669221,1.95,39,26.1,0
2024,665862,595978,1.94,19,28.6,0
2024,666152,686676,1.85,46,29.4,0
2024,641645,621512,1.93,27,24.7,0
2024,663697,660688,2.06,57,28.0,0
2024,672642,641680,1.98,70,28.9,0
2024,669364,661388,1.96,58,28.4,0
2024,666158,669127,1.91,70,27.7,1
2024,660821,518595,1.98,37,27.2,0
2024,660271,669127,1.91,70,28.1,0
2024,680869,682626,1.92,37,28.7,0
2024,681082,665804,2.04,50,29.1,0
2024,682868,642136,2.01,15,28.7,1
2025,665833,666163,1.96,19,29.2,0
2025,665926,673237,1.95,72,28.0,0
2025,667472,669127,1.89,67,28.4,0
2025,664770,595978,1.94,21,27.3,1
2025,671739,660688,2.0,42,28.5,1
2025,660271,682626,1.93,35,28.0,1
2025,691019,543309,2.03,45,27.5,0
2025,677649,596142,1.91,9,28.8,0
2025,673357,663698,1.99,39,29.0,0
2025,607043,672275,1.86,44,27.3,0
2025,666139,663728,1.97,55,28.1,0
2025,696285,686948,1.95,63,29.3,1
2025,686475,681351,2.0,50,28.9,0
2025,672515,666163,1.96,19,27.0,1
2025,682668,608348,1.95,39,29.6,0
2025,664056,689414,2.0,38,28.8,1
2025,608070,693307,1.94,60,28.4,1
2025,663538,666023,1.9,35,28.6,1
2021,608336,605170,2.02,28,27.4,0
2021,607680,543877,1.98,43,27.6,1
2021,641313,663886,1.97,22,28.2,0
2021,592348,521692,1.97,28,28.5,0
2021,647351,543309,1.94,28,28.1,0
2021,606192,572287,1.95,28,28.5,0
2021,607054,641470,2.02,30,28.1,0
2021,660271,624431,2.08,29,28.8,1
2021,662139,518595,2.03,14,28.4,0
2022,572039,572287,2.03,13,25.2,0
2022,605141,664850,2.05,7,27.4,0
2022,663993,592663,1.82,44,27.1,1
2022,641553,672386,1.99,27,29.1,0
2022,542932,660688,2.0,46,29.5,0
2022,596103,661531,2.0,27,28.2,0
2023,663457,641511,1.99,27,27.8,0
2023,680977,641511,1.99,27,27.1,0
2023,641531,669221,1.9,53,28.3,0
2023,680757,553869,1.93,51,28.1,0
2025,682998,666163,1.96,19,29.8,1
2023,680776,543309,1.98,43,29.5,0
2023,660271,663728,1.96,66,27.8,0
2024,642180,543228,1.98,12,28.7,0
2024,643217,680777,1.93,40,26.7,0
2024,665923,663698,2.0,35,29.4,1
2024,660644,553869,1.9,33,27.5,1
2024,672279,657136,1.95,46,28.3,1
2024,686668,592200,2.0,31,29.3,0
2024,679032,672275,1.85,58,30.1,0
2024,677594,605170,2.02,35,29.6,0
2024,671739,660688,2.06,57,28.3,0
2024,640492,681351,2.02,59,29.0,0
2024,666152,643376,1.99,38,29.4,0
2024,656413,575929,1.97,29,29.1,0
2024,673357,680777,1.93,40,28.8,0
2024,681351,663728,1.95,70,28.1,0
2024,664056,645305,1.96,18,28.2,1
2024,650559,682626,1.92,37,27.5,0
2024,672580,673237,1.97,73,27.9,0
2024,645305,691011,1.94,11,25.0,0
2024,683002,642020,1.97,15,28.9,1
2024,681393,669221,1.95,39,29.3,0
2024,547180,620443,1.87,19,27.4,0
2025,665833,669224,1.97,42,29.2,0
2025,677587,681351,2.0,50,27.0,1
2025,642715,663728,1.97,55,28.0,0
2025,677800,663728,1.97,55,27.6,0
2025,678882,663728,1.97,55,29.1,0
2025,663656,669257,1.94,53,26.5,0
2025,694192,643376,2.0,60,29.2,0
2025,621438,608348,1.95,39,29.3,0
2025,691406,605170,2.05,28,26.7,0
2025,687401,680779,1.89,25,28.7,0
2025,671732,680777,1.98,34,26.9,0
2025,687363,666023,1.9,35,30.2,0
2025,663368,669257,1.94,53,29.1,0
2025,683002,700337,1.95,46,28.5,0
2021,642715,543877,1.98,43,28.0,1
2021,593160,435559,1.99,26,28.6,0
2021,502054,624513,2.01,28,27.8,0
2021,641505,661388,2.01,11,28.6,0
2021,592696,668800,2.0,13,27.4,0
2021,602074,444489,1.94,21,28.2,1
2021,596115,444489,1.94,21,28.6,0
2021,457705,543510,2.01,35,28.7,0
2021,660271,669221,1.9,31,28.8,1
2021,593160,624512,1.97,14,28.6,0
2021,605113,669257,1.96,56,27.8,0
2021,665926,543877,1.98,43,29.1,0
2021,621563,596142,1.95,25,27.9,0
2021,605141,518595,2.03,14,27.2,0
2022,641680,571912,1.96,31,26.0,0
2022,608070,669087,2.0,11,28.5,0
2022,664238,596142,1.93,29,28.3,0
2022,647304,669257,1.93,32,25.3,0
2022,518934,669221,1.89,33,26.4,0
2022,665833,657709,2.08,21,29.9,0
2022,668942,553869,1.94,28,27.3,0
2022,641933,660688,2.0,46,29.7,1
2022,518692,521692,1.99,18,26.9,0
2022,665750,643376,1.98,22,29.3,0
2022,606132,641680,1.99,46,28.2,0
2022,453568,543228,1.97,28,27.8,0
2022,676801,668939,1.93,24,28.6,0
2023,664774,624431,1.99,18,26.0,0
2023,641355,641680,1.97,57,28.3,0
2023,622761,666023,1.93,27,30.1,0
2023,570482,663743,2.01,44,26.2,0
2023,664040,605131,2.01,29,27.3,0
2023,681546,455117,1.93,55,28.9,0
2023,680574,518595,1.97,39,29.0,0
2023,595777,669257,1.91,56,25.6,0
2023,660670,661388,1.95,47,28.0,0
2023,668670,455117,1.93,55,27.2,0
2023,592192,592663,1.83,50,27.8,0
2023,681481,686676,1.91,17,28.1,0
2023,671221,657136,1.92,60,28.7,0
2023,457705,668800,2.01,33,28.4,0
2023,663538,553869,1.93,51,28.5,0
2023,678225,571912,1.93,36,29.7,0
2024,669699,668670,1.93,30,27.8,0
2024,686668,663728,1.95,70,29.3,0
2023,672695,641680,1.97,57,27.2,0
2024,622761,686676,1.85,46,29.9,0
2024,593160,641680,1.98,70,29.0,0
2024,592885,455117,1.97,17,28.5,0
2024,608385,607732,1.96,44,26.1,0
2024,694192,680777,1.93,40,29.7,0
2024,676356,543510,1.98,38,29.8,0
2024,683002,686676,1.85,46,28.9,0
2024,608070,666023,1.88,23,28.2,1
2024,676356,680777,1.93,40,29.8,0
2024,650559,663886,2.02,64,27.5,1
2024,669242,543309,2.02,44,27.9,0
2025,677347,673237,1.95,72,29.0,0
2025,682928,682626,1.93,35,28.2,0
2025,671739,605131,2.11,11,28.5,0
2025,682998,669257,1.94,53,29.8,1
2025,671221,700337,1.95,46,27.6,0
2025,621439,661388,1.96,46,30.2,0
2025,681987,669224,1.97,42,29.7,1
2025,676679,673237,1.95,72,27.9,0
2025,645277,663728,1.97,55,27.2,0
2025,596146,669257,1.94,53,27.0,0
2021,624414,680777,2.03,34,28.0,0
2021,643393,435559,1.99,26,26.8,1
2021,668227,672386,1.94,15,28.7,0
2022,657557,553882,2.01,23,27.7,0
2022,641553,642336,1.95,24,29.1,0
2022,668731,455117,1.92,40,28.9,1
2022,663845,605244,1.95,15,26.3,0
2022,542932,663698,1.97,22,29.5,0
2022,608070,455139,2.04,20,28.5,1
2022,592743,657709,2.08,21,26.6,0
2022,543760,545358,2.03,33,28.8,0
2022,669016,663743,1.93,23,28.8,1
2023,623168,624512,1.98,21,25.7,0
2023,641355,669127,1.9,68,28.3,1
2023,689172,605170,2.06,31,27.9,0
2023,665839,592663,1.83,50,26.4,0
2023,593160,669221,1.9,53,28.8,0
2023,670097,518735,2.08,69,28.1,0
2023,572233,672275,1.87,51,26.4,0
2023,667452,669257,1.91,56,28.4,0
2023,641355,663886,2.01,36,28.3,0
2023,600869,518595,1.97,39,27.5,0
2023,607054,543877,1.95,35,28.0,0
2023,642708,657136,1.92,60,29.4,0
2023,665923,641680,1.97,57,29.6,1
2023,663697,668800,2.01,33,27.8,0
2023,641584,680777,1.95,27,28.0,0
2023,666134,669134,1.97,10,28.4,0
2023,608070,571912,1.93,36,27.8,0
2024,665926,669127,1.91,70,28.9,0
2024,696285,543877,1.96,32,29.7,0
2024,665750,680777,1.93,40,28.5,0
2024,641584,669257,1.94,57,28.3,0
2024,693304,644433,1.92,9,29.2,0
2024,664023,686676,1.85,46,27.9,0
2024,676694,656577,1.96,26,28.9,0
2024,669364,669221,1.95,39,28.4,0
2024,593160,553869,1.9,33,29.0,0
2024,656537,543309,2.02,44,29.5,0
2024,665926,665804,2.04,50,28.9,0
2024,677587,686676,1.85,46,26.8,0
2024,665487,669257,1.94,57,28.4,0
2024,694671,669127,1.91,70,29.8,0
2025,660271,660688,2.0,42,28.0,0
2025,663656,669087,1.98,11,26.5,0
2025,670156,640902,1.93,13,28.5,0
2025,666149,669127,1.89,67,29.6,1
2025,671221,624431,2.0,47,27.6,0
2025,686555,665966,1.92,63,27.7,0
2025,683011,518595,2.0,33,28.3,1
2025,665833,673237,1.95,72,29.2,0
2025,672695,650968,2.0,24,27.2,0
2025,686668,645444,2.0,25,29.5,0
2021,545121,605131,2.06,21,27.0,0
2021,622534,543510,2.01,35,28.6,1
2021,593160,467092,2.01,12,28.6,0
2021,647351,518735,2.06,29,28.1,0
2021,645277,543510,2.01,35,28.4,0
2021,518692,572287,1.95,28,26.9,0
2021,656847,435559,1.99,26,28.9,0
2021,606192,596142,1.95,25,28.5,0
2021,665862,660688,2.09,6,29.1,0
2022,664702,521692,1.99,18,29.3,0
2022,666139,575929,1.93,23,28.9,0
2022,596103,608348,1.98,39,28.2,0
2022,607054,596142,1.93,29,28.5,1
2022,650402,425877,2.05,19,26.9,1
2022,592144,425877,2.05,19,30.0,0
2022,462101,595978,1.95,39,26.1,0
2022,650402,595978,1.95,39,26.9,0
2023,665862,680777,1.95,27,28.4,1
