team_side,inning,half,batting_score_diff,outs,use_now_team_we,wait_team_we,use_minus_wait,decision
away,5,top,2,0,0.7893537098058755,0.791332467212147,-0.001978757406271514,KEEP
away,5,top,2,1,0.7576215117692892,0.7666623749404381,-0.009040863171148938,KEEP
away,5,top,2,2,0.731259733023394,0.7453758889675784,-0.014116155944184472,KEEP
away,5,top,3,0,0.8641849329956196,0.8654335420860826,-0.001248609090462982,KEEP
away,5,top,3,1,0.8423257139674514,0.8486392705642074,-0.006313556596756031,KEEP
away,5,top,3,2,0.8240732808703484,0.834073388968052,-0.010000108097703686,KEEP
away,5,top,4,0,0.9157296221864598,0.916489064692098,-7.59442505638197e-4,KEEP
away,5,top,4,1,0.9014355086970164,0.9056105345765832,-0.004175025879566863,KEEP
away,5,top,4,2,0.8894531210238893,0.8961375687040639,-0.006684447680174621,KEEP
away,5,top,5,0,0.9494320162871656,0.949879568438605,-4.475521514394343e-4,KEEP
away,5,top,5,1,0.9404801143523265,0.943119211485501,-0.0026390971331745616,KEEP
away,5,top,5,2,0.9329527706983259,0.9372136038882456,-0.004260833189919655,KEEP
away,5,top,6,0,0.9705361764003974,0.9707928559862913,-2.5667958589392637e-4,KEEP
away,5,top,6,1,0.9651302119611649,0.9667363946886921,-0.0016061827275272167,KEEP
away,5,top,6,2,0.9605734008264222,0.9631839398891989,-0.002610539062776751,KEEP
away,5,top,7,0,0.9832790858960488,0.9834230856132049,-1.4399971715606252e-4,KEEP
away,5,top,7,1,0.980113778571904,0.9810602143352434,-9.464357633394149e-4,KEEP
away,5,top,7,2,0.9774408621552999,0.9789872630676826,-0.0015464009123826727,KEEP
away,5,top,8,0,0.9907390199696396,0.9908187755584748,-7.975558883510647e-5,KEEP
away,5,top,8,1,0.9889322456682064,0.989474852637188,-5.426069689816737e-4,KEEP
away,5,top,8,2,0.9874052282401711,0.9882950759432426,-8.898477030715446e-4,KEEP
away,5,top,9,0,0.9949958566925532,0.9950404112996043,-4.455460705110603e-5,KEEP
away,5,top,9,1,0.9939825111375563,0.994287049360134,-3.0453822257769936e-4,KEEP
away,5,top,9,2,0.9931266738551712,0.9936264170337124,-4.997431785411788e-4,KEEP
