uses_per_team,reach_second,third_runs_per_team,third_wpa_per_team,second_wpa_per_team,second_war_per_team,third_war_per_team,combined_war,combined_wpa,mia_uses,mia_wpa_second,mia_wpa_third,mia_wpa_total,safe_probability_third,war_13,edge_over_13
70.34,65.51939023346804,8.113859451106828,1.4497388811807725,2.012606247534019,0.7948455886650708,0.8282561538808624,1.6231017425459333,3.4623451287147917,71,1.9881513992442281,1.4102727354417972,3.3984241346860253,0.9221436550840522,-0.4983596482443332,2.1214613907902664
