throws_total,throws_with_pop_time,throws_fitted,race_center_seconds,race_spread_seconds,safe_probability,league_safe_rate,league_pop_third,realmuto_pop_2025,seville_to_third_s,league_to_third_s,net_edge_seconds,receipt_distance_ft
2103,1095,1086,-0.25593871277979235,0.10354196307488912,0.9221436550840522,0.765193370165746,1.5242394106813997,1.4108571428571428,3.027,3.274,0.13361773217574302,48.51679032723849
