"race_center_seconds","race_spread_seconds","seville_steal_time","league_steal_time","net_edge_seconds","tag_allowance_seconds","safe_probability"
-0.2951900368841,0.113123655451292,3.27945931527156,3.56445311593866,0.179351939872654,0.328649352155659,0.931467020663464
